id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup,TypeofContactNULL,Motivation,EconomicPower,Child01,TripEasier,SalesPerformance,LivingCost,EconomicStability,TripFreaqency,NumberOfTrips_log,TravelCost,EconomicSegment,PackageMatch
977,48,Self Enquiry,2,5.8888779583328805,Small Business,male,2,3,Deluxe,3,1,0,2,Manager,12.611541086966117,0,Married,No Car,1_child,40s,0,6,32.790006826111906,1,3,1.0188698156853258,8.084321209593663,13.620464373923406,0,0.6931471805599453,1.6931471805599454,21,0.8
978,31,Self Enquiry,2,5.8888779583328805,Small Business,male,2,3,Deluxe,3,3,0,2,Manager,12.95831622194035,0,Married,Has Car,1_child,30s,0,6,33.69162217704491,1,3,1.0188698156853258,7.974348444270983,13.994981519695578,0,1.3862943611198906,2.386294361119891,21,0.8
979,39,Company Invited,2,6.660575149839686,Salaried,male,2,3,Deluxe,3,3,0,2,Manager,12.666597114154612,0,Single,Has Car,1_child,30s,0,6,32.933152496801995,1,6,0.900823106867042,8.472640210136863,16.719908190684087,0,1.3862943611198906,2.386294361119891,15,0.8
980,32,Self Enquiry,2,6.493753839851686,Small Business,male,2,3,King,4,2,0,1,VP,13.227535675350312,0,Married,No Car,1_child,30s,0,6,34.391592755910814,1,3,0.46198240247254563,8.479189535480968,17.857173161722923,0,1.0986122886681098,3.147918433002165,36,0.8
981,35,Self Enquiry,2,7.560601162768557,Small Business,male,3,3,Deluxe,3,5,0,2,Manager,12.768715276522205,0,Married,No Car,2_child,30s,0,9,33.198659718957735,1,2,0.7935876884428734,7.555452826344499,13.79021249864398,1,1.791759469228055,2.791759469228055,21,0.8
982,40,Company Invited,2,7.390798521735676,Small Business,female,2,3,Deluxe,3,3,0,2,Manager,12.763402966631917,0,Divorced,No Car,1_child,40s,0,6,25.526805933263834,1,3,0.8118202630412042,8.925456620022318,13.78447520396247,0,1.3862943611198906,2.386294361119891,21,0.8
983,43,Self Enquiry,3,6.803505257608338,Salaried,male,2,3,Deluxe,3,3,0,1,Manager,13.020100282005972,0,Single,No Car,1_child,40s,0,6,16.926130366607765,1,6,0.4409491705242838,11.83645480182361,17.186532372247882,0,1.3862943611198906,2.386294361119891,26,0.8
984,30,Company Invited,2,7.591357046698551,Small Business,female,2,3,Deluxe,3,3,0,2,Manager,12.749344162014234,0,Married,No Car,1_child,30s,0,6,25.498688324028468,1,3,0.7903725201028945,8.172656514111686,13.769291694975372,0,1.3862943611198906,2.386294361119891,21,0.8
985,32,Self Enquiry,2,7.186144304522325,Salaried,male,2,3,Deluxe,3,2,0,1,Manager,12.637501103215811,0,Divorced,No Car,1_child,30s,0,6,32.85750286836111,1,3,0.41747004692238987,8.837413358892174,16.681501456244874,0,1.0986122886681098,2.09861228866811,15,0.8
986,42,Self Enquiry,3,6.660575149839686,Small Business,male,2,3,Deluxe,3,5,0,1,Manager,12.752606088687685,0,Single,No Car,1_child,40s,0,6,16.57838791529399,1,6,0.450411553433521,11.593278262443349,13.7728145757827,1,1.791759469228055,2.791759469228055,35,0.8
987,37,Company Invited,2,6.398594934535208,Small Business,male,3,4,Basic,3,3,0,2,Executive,12.884920577387405,0,Single,No Car,2_child,30s,0,12,33.500793501207255,1,12,1.2502744871098983,8.259564472684234,12.756071371613533,0,1.3862943611198906,2.386294361119891,5,1.0
988,40,Company Invited,2,6.8679744089702925,Salaried,male,2,3,Deluxe,4,2,0,2,Manager,12.706850963741102,0,Married,No Car,1_child,40s,0,6,33.03781250572687,1,3,0.8736200286598874,8.145417284449422,16.773043272138256,0,1.0986122886681098,3.147918433002165,15,1.0
989,30,Self Enquiry,2,6.293419278846481,Salaried,male,2,3,Basic,3,2,0,1,Executive,12.441583406671386,0,Divorced,No Car,1_child,30s,0,6,32.3481168573456,1,9,0.47668840531309226,8.700407976693276,15.054315922072378,0,1.0986122886681098,2.09861228866811,12,1.0
990,30,Self Enquiry,2,6.175867270105761,Salaried,male,2,3,Basic,3,5,0,2,Executive,12.714999467712902,0,Divorced,Has Car,1_child,30s,0,6,33.05899861605354,1,9,0.9715234699170033,8.505016366363144,15.385149355932613,1,1.791759469228055,2.791759469228055,12,1.0
991,43,Company Invited,2,6.293419278846481,Salaried,female,2,3,Deluxe,3,5,0,2,Manager,12.63935069618378,0,Divorced,No Car,1_child,40s,0,6,25.27870139236756,1,3,0.9533768106261845,8.838706780548096,16.68394291896259,1,1.791759469228055,2.791759469228055,15,0.8
992,35,Company Invited,2,6.734591659972948,Salaried,male,2,3,Deluxe,3,2,0,2,Manager,12.875864194342414,0,Divorced,No Car,1_child,30s,0,6,33.47724690529028,1,3,0.8909226131201102,9.004100835204484,16.996140736531988,0,1.0986122886681098,2.09861228866811,15,0.8
993,40,Self Enquiry,3,6.398594934535208,Small Business,female,2,3,Deluxe,3,2,0,1,Manager,12.706850963741102,0,Divorced,Has Car,1_child,40s,0,6,12.706850963741102,1,3,0.46885293266621186,11.049435620644436,13.72339904084039,0,1.0986122886681098,2.09861228866811,35,0.8
994,41,Company Invited,2,7.353081920515432,Small Business,female,2,3,Deluxe,3,7,0,2,Manager,12.725449602205922,0,Single,No Car,1_child,40s,0,6,25.450899204411844,1,6,0.815984381087844,8.898915805738406,13.743485570382395,1,2.0794415416798357,3.0794415416798357,21,0.8
995,30,Self Enquiry,2,7.390798521735676,Large Business,male,2,3,Deluxe,3,5,0,2,Manager,12.706850963741102,0,Single,No Car,1_child,30s,0,6,33.03781250572687,1,6,0.8118202630412042,8.885909764853917,18.297865387787187,1,1.791759469228055,2.791759469228055,39,0.8
996,27,Company Invited,2,6.734591659972948,Small Business,male,2,3,Basic,3,12,0,2,Executive,12.637111278924172,0,Divorced,Has Car,1_child,20s,0,6,32.85648932520285,1,9,0.8909226131201102,8.452917243427537,12.51074016613493,2,2.5649493574615367,3.5649493574615367,5,1.0
997,36,Self Enquiry,2,7.186144304522325,Small Business,male,3,3,Standard,3,1,0,2,Senior Manager,12.85256313444882,0,Married,Has Car,2_child,30s,0,9,33.416664149566934,1,2,0.8349400938447797,7.323397797406734,15.037498867305121,0,0.6931471805599453,1.6931471805599454,3,1.0
998,20,Self Enquiry,2,7.313886831633462,Small Business,female,2,3,Basic,3,3,0,2,Executive,12.596833507481405,1,Single,No Car,1_child,20s,0,6,25.19366701496281,1,18,0.8203572379667211,8.808974480756227,12.470865172406592,0,1.3862943611198906,2.386294361119891,5,1.0
999,38,Company Invited,3,7.13966033596492,Salaried,male,2,3,Deluxe,3,3,0,2,Manager,12.744015257784104,0,Single,No Car,1_child,30s,0,6,16.567219835119335,1,6,0.8403761128209336,11.585468416167366,16.82210014027502,0,1.3862943611198906,2.386294361119891,26,0.8
1000,45,Self Enquiry,2,7.496097345175956,Salaried,male,2,3,Deluxe,3,8,0,2,Manager,12.6686770932223,0,Married,No Car,1_child,40s,0,6,32.938560442377984,1,3,0.8004164999086151,8.120946854629677,16.722653763053437,1,2.1972245773362196,3.1972245773362196,15,0.8
1001,40,Company Invited,2,6.660575149839686,Small Business,male,2,3,Deluxe,3,1,0,1,Manager,12.73670383776449,0,Divorced,Has Car,1_child,40s,0,6,33.11542997818767,1,3,0.450411553433521,8.519534339641798,13.75564014478565,0,0.6931471805599453,1.6931471805599454,21,0.8
1002,42,Self Enquiry,2,7.621195162809845,Salaried,female,2,3,Deluxe,3,3,0,2,Manager,12.670045626918558,0,Single,No Car,1_child,40s,0,6,25.340091253837116,1,6,0.787278093766578,8.860171767075913,16.724460227532497,0,1.3862943611198906,2.386294361119891,15,0.8
1003,47,Self Enquiry,2,6.734591659972948,Salaried,female,3,3,Standard,4,2,0,1,Senior Manager,12.862415790418028,0,Married,No Car,2_child,40s,0,9,25.724831580836057,1,2,0.4454613065600551,7.610896917407117,18.393254580297782,0,1.0986122886681098,3.147918433002165,20,0.8
1004,33,Self Enquiry,2,7.2305631534092925,Salaried,female,2,3,Standard,3,5,0,2,Senior Manager,12.76125289671475,0,Married,Has Car,1_child,30s,0,6,25.5225057934295,1,3,0.8298108837028734,7.853078705670613,18.248591642302095,1,1.791759469228055,2.791759469228055,20,1.0
1005,43,Self Enquiry,2,6.398594934535208,Small Business,male,3,3,Standard,3,2,0,1,Manager,12.808134708128351,0,Divorced,Has Car,2_child,40s,0,9,33.30115024113371,1,2,0.46885293266621186,7.881929051155908,13.83278548477862,0,1.0986122886681098,2.09861228866811,21,1.0
1006,41,Self Enquiry,2,6.042632833682381,Salaried,female,3,3,Standard,3,5,0,1,Senior Manager,12.885452996662403,0,Single,No Car,2_child,40s,0,9,25.770905993324806,1,4,0.4964723296238735,8.259905767091285,18.426197785227238,1,1.791759469228055,2.791759469228055,20,1.0
1007,33,Self Enquiry,2,6.042632833682381,Small Business,male,2,3,Deluxe,3,7,0,2,Manager,12.611541086966117,1,Married,No Car,1_child,30s,0,6,32.790006826111906,1,3,0.992944659247747,8.084321209593663,13.620464373923406,1,2.0794415416798357,3.0794415416798357,21,0.8
1008,40,Self Enquiry,2,7.560601162768557,Small Business,male,2,3,Deluxe,3,3,0,2,Manager,12.737644568840654,0,Divorced,Has Car,1_child,40s,0,6,33.1178758789857,1,3,0.7935876884428734,8.52016359119776,13.756656134347907,0,1.3862943611198906,2.386294361119891,21,0.8
1009,57,Self Enquiry,2,6.493753839851686,Small Business,female,2,3,King,4,6,0,1,VP,13.164245929334704,0,Married,Has Car,1_child,50s,0,6,26.32849185866941,1,3,0.46198240247254563,8.101074418052123,17.77173200460185,1,1.9459101490553132,4.41886522358297,36,0.8
1010,45,Self Enquiry,2,6.734591659972948,Small Business,male,2,3,Standard,3,8,0,1,Senior Manager,12.659235257579883,0,Married,Has Car,1_child,40s,0,6,32.9140116697077,1,3,0.4454613065600551,7.790298620049157,14.811305251368465,1,2.1972245773362196,3.1972245773362196,3,1.0
1012,30,Self Enquiry,2,7.13966033596492,Salaried,male,2,3,Basic,3,2,0,2,Executive,12.45512173208317,0,Divorced,Has Car,1_child,30s,0,6,32.38331650341624,1,9,0.8403761128209336,8.331185105072352,15.070697295820638,0,1.0986122886681098,2.09861228866811,12,1.0
1013,32,Company Invited,2,6.803505257608338,Salaried,male,3,3,Standard,3,2,0,2,Manager,12.611541086966117,0,Married,No Car,1_child,30s,0,9,32.790006826111906,1,2,0.8818983410485676,8.084321209593663,16.647234234795274,0,1.0986122886681098,2.09861228866811,15,1.0
1015,40,Self Enquiry,1,6.660575149839686,Small Business,male,2,3,Deluxe,3,4,0,2,Manager,12.73670383776449,0,Married,Has Car,1_child,40s,0,6,49.67314496728151,1,3,0.900823106867042,6.792908713474393,13.75564014478565,0,1.6094379124341003,2.6094379124341005,37,0.8
1016,22,Self Enquiry,1,6.175867270105761,Small Business,female,2,3,Basic,3,3,0,1,Executive,12.470266005413048,0,Single,No Car,1_child,20s,0,6,37.41079801623914,1,18,0.48576173495850167,7.5577369729776045,12.34556334535892,0,1.3862943611198906,2.386294361119891,11,1.0
1017,36,Company Invited,1,7.313886831633462,Small Business,male,2,3,Basic,3,3,0,2,Executive,12.66531861812295,0,Divorced,No Car,1_child,30s,0,6,49.3947426106795,1,9,0.8203572379667211,7.675950677650271,12.538665431941721,0,1.3862943611198906,2.386294361119891,11,1.0
1019,50,Self Enquiry,2,6.398594934535208,Small Business,female,2,4,Deluxe,3,2,1,1,Manager,12.809325205636863,0,Divorced,No Car,1_child,50s,0,18,25.618650411273727,1,3,0.6251372435549492,8.957570073871931,13.834071222087813,0,1.0986122886681098,2.09861228866811,21,0.8
1021,39,Company Invited,2,7.496097345175956,Salaried,female,3,3,Deluxe,4,6,1,2,Manager,12.611541086966117,0,Single,Has Car,2_child,30s,0,19,25.223082173932234,1,4,0.8004164999086151,7.760948361209918,16.647234234795274,1,1.9459101490553132,4.41886522358297,15,1.0
1022,50,Company Invited,2,6.734591659972948,Salaried,female,3,3,Deluxe,3,4,0,2,AVP,13.180228430404895,0,Single,Has Car,2_child,50s,0,9,26.36045686080979,1,4,0.8909226131201102,8.11090980332609,20.29755178282354,0,1.6094379124341003,2.6094379124341005,14,0.8
1023,50,Self Enquiry,3,6.175867270105761,Small Business,female,1,4,Standard,4,2,0,2,Senior Manager,12.801706220525242,0,Single,Has Car,0_child,50s,0,4,12.801706220525242,0,16,1.2953646265560044,12.192101162404992,14.977996278014535,0,1.0986122886681098,3.147918433002165,22,0.8
1024,37,Self Enquiry,2,6.803505257608338,Salaried,male,2,3,King,3,2,0,2,VP,13.135084124533693,0,Married,No Car,1_child,30s,0,6,34.1512187237876,1,3,0.8818983410485676,8.41992572085493,21.672888805480593,0,1.0986122886681098,2.09861228866811,30,0.6
1025,37,Company Invited,2,6.803505257608338,Large Business,male,1,4,Basic,4,1,0,2,Executive,12.483424039805913,1,Single,No Car,0_child,30s,0,4,32.45690250349537,0,48,1.1758644547314234,9.602633876773778,16.478119732543806,0,0.6931471805599453,2.539720770839918,0,0.8
1026,47,Company Invited,1,6.580639137284949,Small Business,female,1,4,Standard,4,2,0,2,Senior Manager,13.01787137336996,0,Divorced,Has Car,0_child,40s,0,4,39.053614120109884,0,8,1.215687387365333,8.265315157695213,15.230909506842854,0,1.0986122886681098,3.147918433002165,8,0.8
1027,51,Self Enquiry,2,6.803505257608338,Salaried,female,1,4,Deluxe,4,5,0,2,AVP,13.060490101343552,0,Divorced,Has Car,0_child,50s,0,4,26.120980202687104,0,8,1.1758644547314234,9.568124616368902,20.113154756069072,1,1.791759469228055,4.187639203842083,14,1.0
1028,47,Company Invited,1,6.660575149839686,Salaried,female,1,4,Standard,4,1,0,1,Senior Manager,12.899222326086994,0,Married,No Car,0_child,40s,0,4,38.69766697826098,0,8,0.6005487379113613,7.817710500658784,18.445887926304405,0,0.6931471805599453,2.539720770839918,1,0.8
1029,52,Company Invited,1,6.734591659972948,Small Business,male,1,5,Standard,4,24,0,3,Senior Manager,12.832601810969548,0,Married,Has Car,0_child,50s,0,5,50.047147062781235,0,8,2.2273065328002755,7.43918945563452,15.014144118834372,2,3.2188758248682006,6.3283137373023015,8,0.8
1030,37,Self Enquiry,2,6.803505257608338,Small Business,male,3,3,Standard,3,3,1,3,Senior Manager,13.049665794798896,0,Married,No Car,2_child,30s,0,19,33.92913106647713,1,2,1.3228475115728513,7.721695736567393,15.268108979914707,0,1.3862943611198906,2.386294361119891,3,1.0
1031,35,Self Enquiry,1,6.293419278846481,Small Business,male,3,4,Basic,3,6,0,4,Executive,12.70566845024697,0,Single,Has Car,2_child,30s,0,12,49.55210695596318,1,12,2.542338161669825,6.7763565067983835,12.578611765744501,1,1.9459101490553132,2.9459101490553135,11,1.0
1033,34,Self Enquiry,1,6.042632833682381,Small Business,female,2,3,Basic,3,3,0,1,Executive,12.899222326086994,0,Divorced,No Car,1_child,30s,0,6,38.69766697826098,1,9,0.4964723296238735,7.817710500658784,12.770230102826124,0,1.3862943611198906,2.386294361119891,11,1.0
1034,30,Self Enquiry,1,6.398594934535208,Salaried,female,3,3,Deluxe,3,5,0,2,Manager,12.69025958934446,0,Divorced,No Car,2_child,30s,0,9,38.07077876803338,1,2,0.9377058653324237,7.050144216302479,16.75114265793469,1,1.791759469228055,2.791759469228055,16,0.8
1035,48,Self Enquiry,1,6.398594934535208,Large Business,female,3,3,Basic,3,20,0,2,Executive,12.648981247446825,0,Single,No Car,2_child,40s,0,9,37.94694374234047,1,12,0.9377058653324237,7.027211804137125,16.69665524662981,2,3.044522437723423,4.044522437723423,2,1.0
1036,27,Self Enquiry,1,6.175867270105761,Small Business,male,2,3,Basic,3,2,0,2,Executive,12.828263420989288,0,Married,No Car,1_child,20s,0,6,50.03022734185822,1,9,0.9715234699170033,7.1268130116607145,12.699980786779395,0,1.0986122886681098,2.09861228866811,11,1.0
1037,47,Self Enquiry,1,6.175867270105761,Small Business,male,3,3,Basic,3,2,0,2,Executive,12.478809847655764,0,Married,No Car,2_child,40s,0,9,48.66735840585748,1,6,0.9715234699170033,6.3993896654644935,12.354021749179209,0,1.0986122886681098,2.09861228866811,11,1.0
1038,29,Company Invited,1,7.273092595999522,Small Business,male,2,3,Basic,3,1,0,2,Executive,12.49467054848115,1,Married,Has Car,1_child,20s,0,6,48.72921513907648,1,9,0.82495856072288,6.6638242925232785,12.36972384299634,0,0.6931471805599453,1.6931471805599454,11,1.0
1039,30,Self Enquiry,1,6.803505257608338,Salaried,female,2,3,Deluxe,3,3,0,2,Manager,12.899222326086994,0,Married,No Car,1_child,30s,0,6,38.69766697826098,1,3,0.8818983410485676,7.1662346256038845,17.026973470434832,0,1.3862943611198906,2.386294361119891,16,0.8
1040,42,Self Enquiry,1,7.313886831633462,Large Business,male,2,4,Deluxe,3,4,0,1,Manager,12.676079399771028,0,Married,No Car,1_child,40s,0,8,49.43670965910702,1,3,0.5469048253111475,7.0422663332061255,18.25355433567028,0,1.6094379124341003,2.6094379124341005,40,0.8
1041,42,Company Invited,1,6.175867270105761,Salaried,male,3,3,Standard,3,2,0,1,Senior Manager,12.956653479825867,0,Single,No Car,2_child,40s,0,9,50.530948571320884,1,4,0.48576173495850167,7.198140822125483,18.528014476150993,0,1.0986122886681098,2.09861228866811,1,1.0
1042,20,Self Enquiry,1,7.528869256642251,Salaried,male,3,4,Deluxe,3,2,0,2,Manager,12.82277335254138,0,Single,No Car,2_child,20s,0,12,50.00881607491139,1,4,1.0625765606092974,7.1237629736341015,16.926060825354625,0,1.0986122886681098,2.09861228866811,16,0.8
1043,46,Company Invited,1,6.175867270105761,Salaried,male,3,3,Deluxe,3,1,0,2,Manager,12.665413377607656,0,Married,Has Car,1_child,40s,0,9,49.39511217266986,1,2,0.9715234699170033,6.754887134724082,16.718345658442107,0,0.6931471805599453,1.6931471805599454,16,0.8
1045,32,Self Enquiry,1,6.8679744089702925,Small Business,male,2,3,Deluxe,3,12,0,2,Manager,12.899222326086994,0,Married,Has Car,1_child,30s,0,6,50.30696707173928,1,3,0.8736200286598874,6.879585240579728,13.931160112173954,2,2.5649493574615367,3.5649493574615367,37,0.8
1046,42,Self Enquiry,1,5.8888779583328805,Salaried,female,2,3,Deluxe,3,3,0,2,Manager,12.632225609918732,0,Married,No Car,1_child,40s,0,6,37.896676829756196,1,3,1.0188698156853258,7.017903116621517,16.674537805092726,0,1.3862943611198906,2.386294361119891,16,0.8
1047,30,Self Enquiry,1,6.042632833682381,Salaried,male,2,3,Basic,3,3,0,2,Executive,12.611541086966117,0,Married,Has Car,1_child,30s,0,6,49.18501023916786,1,9,0.992944659247747,6.726155246381928,15.259964715229003,0,1.3862943611198906,2.386294361119891,13,1.0
1048,50,Company Invited,1,6.580639137284949,Salaried,male,2,3,Standard,3,7,0,2,Senior Manager,13.122365377402328,0,Single,Has Car,1_child,50s,0,6,51.17722497186908,1,6,0.9117655405239998,7.607168334725987,18.76498248968533,1,2.0794415416798357,3.0794415416798357,1,1.0
1049,56,Self Enquiry,1,6.660575149839686,Small Business,female,2,3,Deluxe,3,1,0,2,Manager,12.859454564697357,0,Married,Has Car,1_child,50s,0,6,38.57836369409207,1,3,0.900823106867042,6.858375767838589,13.888210929873146,0,0.6931471805599453,1.6931471805599454,37,0.8
1050,60,Self Enquiry,1,6.042632833682381,Salaried,male,3,3,Standard,3,2,0,2,Senior Manager,12.747076297253615,0,Single,Has Car,2_child,60s,0,9,49.713597559289106,1,4,0.992944659247747,6.798440691868595,18.22831910507267,0,1.0986122886681098,2.09861228866811,1,1.0
1051,45,Company Invited,1,6.398594934535208,Large Business,male,2,3,Deluxe,3,3,0,2,Manager,12.710797698597885,0,Married,No Car,1_child,40s,0,6,49.57211102453175,1,3,0.9377058653324237,7.061554276998824,18.303548685980953,0,1.3862943611198906,2.386294361119891,40,0.8
1052,46,Self Enquiry,1,6.398594934535208,Small Business,male,2,4,Deluxe,3,2,0,2,Manager,12.711250349783564,0,Divorced,No Car,1_child,40s,0,8,49.5738763641559,1,3,1.2502744871098983,7.703788090777917,13.72815037776625,0,1.0986122886681098,2.09861228866811,37,0.8
1053,52,Self Enquiry,2,7.496097345175956,Small Business,female,3,3,Deluxe,3,4,0,4,Manager,12.811497287193886,0,Married,No Car,2_child,50s,0,9,25.62299457438777,1,2,1.6008329998172302,7.5807676255585115,13.836417070169396,0,1.6094379124341003,2.6094379124341005,21,0.8
1054,21,Company Invited,2,6.398594934535208,Small Business,female,2,3,Basic,3,3,0,2,Executive,12.449316818951385,1,Married,Has Car,1_child,20s,0,6,24.89863363790277,1,9,0.9377058653324237,7.661118042431619,12.324823650761871,0,1.3862943611198906,2.386294361119891,5,1.0
1056,24,Company Invited,2,6.803505257608338,Small Business,female,1,3,Basic,3,2,0,2,Executive,12.427138038969368,0,Single,Has Car,0_child,20s,0,3,24.854276077938735,0,48,0.8818983410485676,9.104130431479389,12.302866658579674,0,1.0986122886681098,2.09861228866811,5,1.0
1057,30,Self Enquiry,2,6.985641817639208,Small Business,male,1,3,Standard,3,3,0,2,Senior Manager,12.795693737951924,0,Married,Has Car,0_child,30s,0,3,33.268803718675,0,8,0.8589046155858725,8.558992466857472,14.970961673403751,0,1.3862943611198906,2.386294361119891,3,1.0
1058,31,Company Invited,2,6.660575149839686,Small Business,male,1,3,Standard,3,2,0,2,Senior Manager,12.880918371470203,0,Single,Has Car,0_child,30s,0,3,33.49038776582253,0,16,0.900823106867042,9.436570235509304,15.070674494620139,0,1.0986122886681098,2.09861228866811,3,1.0
1059,20,Self Enquiry,2,7.186144304522325,Small Business,male,1,3,Standard,3,2,0,2,Senior Manager,12.75199800286514,0,Married,No Car,0_child,20s,0,3,33.15519480744936,0,8,0.8349400938447797,8.917481120884712,14.919837663352215,0,1.0986122886681098,2.09861228866811,3,1.0
1060,34,Company Invited,2,6.293419278846481,Salaried,male,1,3,Deluxe,3,2,0,1,Manager,12.465764110480029,1,Divorced,No Car,0_child,30s,0,3,32.41098668724808,0,8,0.47668840531309226,9.589049315753869,16.45480862583364,0,1.0986122886681098,2.09861228866811,15,0.8
1061,58,Self Enquiry,2,6.175867270105761,Large Business,female,2,3,Deluxe,3,20,0,2,AVP,13.135024881189665,0,Married,No Car,1_child,50s,0,6,26.27004976237933,1,3,0.9715234699170033,8.419887744352348,22.066841800398635,2,3.044522437723423,4.044522437723423,28,0.8
1063,50,Self Enquiry,2,6.734591659972948,Small Business,male,2,3,Deluxe,4,7,0,2,AVP,13.1421679654829,0,Single,No Car,1_child,50s,0,6,34.16963671025554,1,6,0.8909226131201102,9.190327248589439,16.55913163650845,1,2.0794415416798357,4.619162312519753,10,1.0
1064,33,Self Enquiry,2,6.660575149839686,Small Business,female,2,3,Deluxe,3,8,0,1,Manager,12.899222326086994,0,Married,No Car,1_child,30s,0,6,25.798444652173988,1,3,0.450411553433521,8.268732260312174,13.931160112173954,1,2.1972245773362196,3.1972245773362196,21,0.8
1065,23,Self Enquiry,3,6.660575149839686,Small Business,male,1,3,Deluxe,4,3,0,2,AVP,12.435401031264377,1,Single,Has Car,0_child,20s,0,3,16.16602134064369,0,16,0.900823106867042,11.843239077394644,15.668605299393114,0,1.3862943611198906,3.579441541679836,6,1.0
1066,51,Company Invited,2,6.985641817639208,Small Business,female,2,3,Standard,4,6,0,2,Senior Manager,13.139192962135004,0,Married,Has Car,1_child,50s,0,6,26.278385924270008,1,3,0.8589046155858725,8.085657207467692,15.372855765697956,1,1.9459101490553132,4.41886522358297,3,0.8
1067,28,Company Invited,2,6.398594934535208,Salaried,male,1,3,Deluxe,3,1,0,2,Manager,12.611541086966117,0,Married,No Car,0_child,20s,0,3,32.790006826111906,0,8,0.9377058653324237,8.819259501374907,16.647234234795274,0,0.6931471805599453,1.6931471805599454,15,0.8
1068,34,Company Invited,2,6.8679744089702925,Small Business,male,1,3,Deluxe,3,2,0,2,Manager,12.534012153168575,0,Married,No Car,0_child,30s,0,3,32.588431598238294,0,8,0.8736200286598874,8.765043463754248,13.53673312542206,0,1.0986122886681098,2.09861228866811,21,0.8
1069,23,Self Enquiry,2,6.175867270105761,Small Business,male,1,3,Basic,3,1,0,2,Executive,12.454244362886495,1,Divorced,Has Car,0_child,20s,0,3,32.38103534350489,0,24,0.9715234699170033,9.12398854423919,12.329701919257632,0,0.6931471805599453,1.6931471805599454,5,1.0
1070,47,Company Invited,2,6.175867270105761,Salaried,male,1,3,Standard,3,2,0,2,Senior Manager,12.79357037980697,0,Divorced,Has Car,0_child,40s,0,3,33.26328298749812,0,8,0.9715234699170033,9.372579032825618,18.294805643123972,0,1.0986122886681098,2.09861228866811,20,1.0
1071,33,Self Enquiry,2,6.734591659972948,Small Business,female,2,3,Basic,3,2,0,1,Executive,12.452252804869431,0,Divorced,Has Car,1_child,30s,0,6,24.904505609738862,1,9,0.4454613065600551,8.329266090213665,12.327730276820738,0,1.0986122886681098,2.09861228866811,5,1.0
1073,38,Company Invited,2,7.528869256642251,Salaried,female,2,3,Deluxe,3,1,0,2,Manager,12.6472941396004,0,Divorced,No Car,1_child,30s,0,6,25.2945882792008,1,3,0.796932420456973,8.844261636084195,16.694428264272528,0,0.6931471805599453,1.6931471805599454,15,0.8
1074,52,Self Enquiry,2,6.293419278846481,Salaried,male,3,3,Deluxe,3,3,0,1,Manager,12.854878625588892,0,Married,Has Car,2_child,50s,0,9,33.42268442653112,1,2,0.47668840531309226,7.324717165577716,16.96843978577734,0,1.3862943611198906,2.386294361119891,15,0.8
1075,53,Self Enquiry,1,6.042632833682381,Salaried,male,3,3,King,3,6,0,4,Executive,12.496018403910576,0,Married,No Car,2_child,50s,0,9,48.734471775251244,1,2,1.985889318495494,6.408214566107987,15.120182268731797,1,1.9459101490553132,2.9459101490553135,13,0.6
1076,18,Self Enquiry,2,6.293419278846481,Large Business,female,1,4,Basic,4,4,1,2,Executive,12.485921619210297,1,Single,No Car,0_child,10s,0,14,24.971843238420593,0,48,1.2711690808349125,9.604555091700227,16.481416537357592,0,1.6094379124341003,3.9141568686511508,0,0.8
1077,33,Self Enquiry,2,6.660575149839686,Small Business,female,3,3,Standard,3,2,0,3,Senior Manager,12.762500500259158,0,Married,Has Car,2_child,30s,0,9,25.525001000518316,1,2,1.351234660300563,7.272080057127725,14.932125585303217,0,1.0986122886681098,2.09861228866811,3,1.0
1078,28,Self Enquiry,2,7.273092595999522,Small Business,male,3,3,Deluxe,3,5,0,3,Manager,12.624259817246594,0,Divorced,No Car,2_child,20s,0,9,32.823075524841144,1,2,1.2374378410843199,8.092474241824739,13.634200602626322,1,1.791759469228055,2.791759469228055,21,0.8
1079,34,Self Enquiry,2,6.175867270105761,Large Business,male,3,3,Deluxe,3,3,0,3,Manager,12.67812417639321,0,Married,No Car,2_child,30s,0,9,32.96312285862235,1,2,1.457285204875505,7.5018486250847385,18.25649881400622,0,1.3862943611198906,2.386294361119891,39,0.8
1080,43,Self Enquiry,2,6.803505257608338,Large Business,male,3,3,King,4,2,0,3,VP,12.989222765557908,0,Divorced,Has Car,2_child,40s,0,9,33.771979190450566,1,2,1.3228475115728513,7.993367855727944,23.380600978004235,0,1.0986122886681098,3.147918433002165,41,0.8
1081,20,Self Enquiry,2,6.734591659972948,Large Business,male,3,3,Standard,4,3,0,3,Senior Manager,12.9608580516837,0,Married,No Car,2_child,20s,0,9,33.69823093437763,1,2,1.3363839196801655,7.669146776144201,20.218938560626572,0,1.3862943611198906,3.579441541679836,33,0.8
1082,29,Self Enquiry,3,6.293419278846481,Salaried,female,3,3,Deluxe,4,2,0,4,Manager,12.485751527719565,0,Single,Has Car,2_child,20s,0,9,12.485751527719565,1,4,1.906753621252369,9.988601222175651,16.481192016589826,0,1.0986122886681098,3.147918433002165,26,1.0
