id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup,TypeofContactNULL,Motivation,EconomicPower,Child01,test,TripEasier
549,32,Self Enquiry,2,6.293419278846481,Large Business,female,3.0,4.0,Basic,3.0,2.0,0,4,Executive,12.729457076303522,0,Married,No Car,2_child,30s,0,12.0,25.458914152607043,1,1.0,6.0
550,40,Company Invited,1,6.580639137284949,Small Business,male,3.0,4.0,Basic,3.0,3.0,0,4,Executive,12.657660872338244,0,Single,Has Car,2_child,40s,0,12.0,49.36487740211916,1,1.0,12.0
551,30,Company Invited,1,6.398594934535208,Salaried,male,3.0,5.0,Basic,3.0,2.0,0,4,Executive,12.69767263550721,0,Single,No Car,2_child,30s,0,15.0,49.52092327847812,1,1.0,12.0
552,31,Self Enquiry,1,6.175867270105761,Small Business,female,3.0,4.0,Basic,3.0,7.0,1,3,Executive,12.611541086966117,0,Divorced,Has Car,2_child,30s,0,22.0,37.834623260898354,1,1.0,6.0
553,30,Self Enquiry,2,6.803505257608338,Salaried,male,3.0,4.0,Basic,3.0,3.0,0,4,Manager,12.692475445309574,0,Married,Has Car,2_child,30s,0,12.0,33.00043615780489,1,1.0,6.0
554,55,Company Invited,1,6.928537818164665,Small Business,male,2.0,4.0,Basic,4.0,5.0,0,3,Executive,12.832962495311875,0,Married,Has Car,0_child,50s,0,8.0,50.04855373171632,0,2.0,18.0
555,38,Self Enquiry,2,6.042632833682381,Salaried,male,3.0,4.0,Deluxe,3.0,12.0,1,2,Manager,12.749605508064024,1,Single,No Car,1_child,30s,0,22.0,33.14897432096646,1,1.0,4.0
556,23,Company Invited,2,6.398594934535208,Large Business,female,3.0,4.0,Basic,3.0,3.0,1,2,Executive,12.706850963741102,1,Married,No Car,2_child,20s,0,22.0,25.413701927482204,1,1.0,6.0
557,29,Self Enquiry,2,6.8679744089702925,Small Business,female,3.0,3.0,Basic,3.0,2.0,0,4,Executive,12.48473037077357,0,Married,Has Car,0_child,20s,0,9.0,24.96946074154714,0,2.0,12.0
558,34,Self Enquiry,1,6.398594934535208,Large Business,female,3.0,3.0,Basic,3.0,5.0,0,4,Executive,13.0,0,Divorced,Has Car,0_child,30s,0,9.0,39.0,0,2.0,12.0
559,50,Company Invited,2,6.042632833682381,Small Business,female,3.0,3.0,Basic,3.0,5.0,0,3,Executive,12.44825775028359,0,Married,Has Car,0_child,50s,0,9.0,24.89651550056718,0,2.0,12.0
560,48,Self Enquiry,1,7.650168700845001,Large Business,male,3.0,3.0,Deluxe,4.0,20.0,0,3,Manager,12.955980521961871,0,Married,No Car,0_child,40s,0,9.0,50.5283240356513,0,2.0,4.0
561,27,Company Invited,1,6.734591659972948,Small Business,male,3.0,3.0,Basic,3.0,2.0,0,4,Executive,12.611541086966117,1,Single,Has Car,0_child,20s,0,9.0,49.18501023916786,0,2.0,24.0
562,27,Company Invited,1,6.293419278846481,Large Business,male,3.0,4.0,Basic,4.0,7.0,0,4,Executive,12.634427115332388,0,Married,No Car,0_child,20s,0,12.0,49.27426574979632,0,2.0,12.0
563,37,Self Enquiry,1,6.660575149839686,Small Business,female,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,12.49112376004535,0,Divorced,Has Car,1_child,30s,0,8.0,37.47337128013605,1,1.0,3.0
564,20,Self Enquiry,1,6.8679744089702925,Small Business,male,3.0,4.0,Deluxe,3.0,3.0,0,2,Manager,12.768758003226544,0,Single,No Car,2_child,20s,0,12.0,49.79815621258353,1,1.0,4.0
565,32,Self Enquiry,1,6.398594934535208,Salaried,male,2.0,4.0,Basic,3.0,3.0,0,2,Manager,12.674233953744222,0,Married,No Car,1_child,30s,0,8.0,49.42951241960248,1,1.0,9.0
566,47,Self Enquiry,1,7.560601162768557,Small Business,female,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,12.821260987319455,0,Single,No Car,1_child,40s,0,8.0,38.463782961958366,1,1.0,6.0
567,36,Company Invited,1,6.293419278846481,Small Business,male,2.0,5.0,Basic,3.0,2.0,0,1,Executive,12.9320644861192,0,Divorced,No Car,1_child,30s,0,10.0,50.43505149586488,1,1.0,9.0
568,42,Self Enquiry,1,6.175867270105761,Small Business,male,2.0,4.0,Basic,3.0,2.0,0,1,Executive,12.484219400998615,0,Divorced,Has Car,1_child,40s,0,8.0,48.68845566389461,1,1.0,9.0
569,40,Company Invited,1,7.496097345175956,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,1,Manager,12.796234265769696,0,Divorced,Has Car,1_child,40s,0,8.0,49.905313636501816,1,1.0,3.0
570,48,Self Enquiry,1,6.293419278846481,Small Business,male,2.0,4.0,Deluxe,3.0,5.0,0,2,AVP,13.268489373985547,0,Divorced,No Car,1_child,40s,0,8.0,51.74710855854364,1,1.0,3.0
571,41,Self Enquiry,1,6.928537818164665,Small Business,male,2.0,4.0,Basic,4.0,7.0,0,2,Executive,12.505903126341275,1,Married,Has Car,1_child,40s,0,8.0,48.77302219273098,1,1.0,9.0
572,39,Self Enquiry,1,6.8679744089702925,Small Business,male,2.0,5.0,Deluxe,3.0,3.0,0,1,Manager,12.611541086966117,0,Divorced,No Car,1_child,30s,0,10.0,49.18501023916786,1,1.0,3.0
573,27,Self Enquiry,1,6.580639137284949,Salaried,female,2.0,4.0,Basic,3.0,3.0,0,2,Executive,12.493377146710891,1,Divorced,No Car,1_child,20s,0,8.0,37.48013144013267,1,1.0,9.0
574,30,Company Invited,1,6.398594934535208,Salaried,male,2.0,4.0,Basic,3.0,2.0,0,2,Senior Manager,12.784527010780714,0,Single,No Car,1_child,30s,0,8.0,49.85965534204479,1,1.0,18.0
575,30,Company Invited,1,6.734591659972948,Salaried,male,2.0,4.0,Basic,3.0,8.0,0,2,Executive,12.503566425365948,1,Divorced,No Car,1_child,30s,0,8.0,48.7639090589272,1,1.0,9.0
576,39,Self Enquiry,1,6.803505257608338,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,12.68004028270487,0,Single,No Car,1_child,30s,0,8.0,49.452157102549,1,1.0,6.0
577,36,Company Invited,1,6.803505257608338,Salaried,male,3.0,4.0,Basic,3.0,1.0,0,2,Executive,12.73670383776449,1,Married,No Car,2_child,30s,0,12.0,49.67314496728151,1,1.0,6.0
578,38,Company Invited,1,6.293419278846481,Small Business,female,2.0,5.0,Deluxe,3.0,3.0,0,2,Manager,12.793862088206213,0,Single,Has Car,1_child,30s,0,10.0,38.38158626461864,1,1.0,6.0
579,32,Self Enquiry,1,7.13966033596492,Large Business,male,2.0,4.0,Basic,4.0,7.0,0,2,Executive,12.645652504807614,0,Married,Has Car,1_child,30s,0,8.0,49.3180447687497,1,1.0,9.0
580,42,Self Enquiry,1,5.8888779583328805,Large Business,female,3.0,4.0,Standard,4.0,2.0,0,1,Senior Manager,12.899222326086994,0,Married,Has Car,2_child,40s,0,12.0,38.69766697826098,1,1.0,2.0
581,40,Company Invited,1,6.293419278846481,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,12.691829661028276,0,Married,No Car,1_child,40s,0,8.0,49.49813567801027,1,1.0,3.0
582,37,Self Enquiry,1,7.039660349862076,Salaried,male,2.0,4.0,Deluxe,3.0,3.0,0,1,Manager,12.78263263762338,0,Married,No Car,1_child,30s,0,8.0,49.852267286731184,1,1.0,3.0
583,42,Self Enquiry,1,6.175867270105761,Small Business,male,2.0,4.0,Basic,3.0,8.0,0,2,Executive,12.611541086966117,0,Married,Has Car,1_child,40s,0,8.0,49.18501023916786,1,1.0,9.0
584,31,Company Invited,1,6.734591659972948,Small Business,male,2.0,4.0,Standard,3.0,3.0,0,2,Senior Manager,12.797189869070415,0,Married,Has Car,1_child,30s,0,8.0,49.90904048937462,1,1.0,3.0
585,45,Self Enquiry,1,6.042632833682381,Salaried,female,2.0,4.0,Basic,3.0,28.0,0,2,Executive,12.78406427307602,0,Divorced,Has Car,1_child,40s,0,8.0,38.35219281922806,1,1.0,9.0
586,42,Company Invited,1,6.580639137284949,Small Business,male,2.0,4.0,Deluxe,3.0,3.0,0,1,Manager,12.7905231962309,0,Single,No Car,1_child,40s,0,8.0,49.88304046530051,1,1.0,6.0
587,36,Company Invited,2,7.039660349862076,Salaried,female,3.0,3.0,Deluxe,3.0,20.0,0,4,Manager,12.438259185494015,0,Single,No Car,0_child,30s,0,9.0,24.87651837098803,0,2.0,8.0
588,34,Company Invited,1,6.580639137284949,Salaried,male,2.0,4.0,Standard,4.0,2.0,0,1,Senior Manager,12.974202058823808,0,Single,No Car,1_child,30s,0,8.0,50.59938802941286,1,1.0,6.0
589,47,Self Enquiry,1,6.042632833682381,Salaried,male,2.0,4.0,Deluxe,3.0,7.0,0,2,Manager,12.69744324158025,0,Married,Has Car,1_child,40s,0,8.0,49.52002864216298,1,1.0,3.0
590,42,Self Enquiry,1,6.660575149839686,Salaried,female,2.0,4.0,Deluxe,3.0,4.0,0,1,Manager,12.893405455349985,0,Married,No Car,1_child,40s,0,8.0,38.68021636604996,1,1.0,3.0
591,60,Self Enquiry,1,6.493753839851686,Small Business,female,2.0,4.0,Deluxe,3.0,3.0,0,1,Senior Manager,13.21626529334314,0,Married,Has Car,1_child,60s,0,8.0,39.64879588002942,1,1.0,3.0
592,43,Self Enquiry,1,6.293419278846481,Small Business,male,3.0,4.0,Basic,3.0,5.0,0,1,Executive,12.66361141013083,1,Divorced,No Car,2_child,40s,0,12.0,49.38808449951024,1,1.0,6.0
593,37,Self Enquiry,3,6.734591659972948,Salaried,female,3.0,3.0,Deluxe,3.0,1.0,0,4,Manager,12.469978029554952,0,Married,Has Car,0_child,30s,0,9.0,12.469978029554952,0,2.0,4.0
594,38,Company Invited,1,6.493753839851686,Small Business,female,2.0,4.0,Deluxe,4.0,3.0,0,2,Manager,12.611541086966117,0,Single,No Car,1_child,30s,0,8.0,37.834623260898354,1,1.0,6.0
595,27,Self Enquiry,1,7.0,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,2,AVP,12.753083611136692,0,Single,No Car,2_child,20s,0,12.0,49.7370260834331,1,1.0,4.0
596,33,Company Invited,1,5.8888779583328805,Salaried,male,3.0,4.0,Basic,3.0,1.0,0,1,Executive,12.611541086966117,0,Divorced,No Car,2_child,30s,0,12.0,49.18501023916786,1,1.0,6.0
597,50,Self Enquiry,1,6.493753839851686,Salaried,female,3.0,4.0,Standard,3.0,12.0,1,2,Senior Manager,13.102081075082475,0,Married,Has Car,2_child,50s,0,22.0,39.30624322524743,1,1.0,2.0
598,26,Self Enquiry,1,6.042632833682381,Salaried,female,3.0,4.0,Basic,3.0,20.0,1,2,Executive,12.485127611281436,1,Divorced,Has Car,2_child,20s,0,22.0,37.45538283384431,1,1.0,6.0
599,51,Company Invited,2,6.803505257608338,Small Business,female,3.0,4.0,Standard,3.0,7.0,1,2,Senior Manager,13.082855102909248,1,Single,No Car,2_child,50s,0,22.0,26.165710205818492,1,1.0,4.0
600,42,Company Invited,3,7.390798521735676,Small Business,male,2.0,3.0,Deluxe,3.0,5.0,0,1,Manager,12.698727170333514,0,Divorced,Has Car,1_child,40s,0,6.0,16.50834532143357,1,1.0,3.0
601,23,Company Invited,3,7.560601162768557,Small Business,male,3.0,4.0,Deluxe,4.0,3.0,0,3,Manager,12.673388290380576,0,Married,Has Car,2_child,20s,0,12.0,16.47540477749475,1,1.0,2.0
602,29,Self Enquiry,2,7.560601162768557,Small Business,male,3.0,4.0,Deluxe,3.0,3.0,0,3,Manager,12.713645986352754,0,Married,Has Car,2_child,20s,0,12.0,33.055479564517164,1,1.0,2.0
603,23,Company Invited,2,7.039660349862076,Small Business,male,3.0,4.0,Basic,4.0,2.0,0,3,Executive,12.611541086966117,1,Single,No Car,2_child,20s,0,12.0,32.790006826111906,1,1.0,12.0
604,27,Self Enquiry,2,6.175867270105761,Small Business,male,3.0,4.0,Deluxe,3.0,3.0,0,4,Manager,12.62342021013338,0,Married,No Car,2_child,20s,0,12.0,32.82089254634679,1,1.0,2.0
605,50,Self Enquiry,3,6.660575149839686,Small Business,female,3.0,4.0,King,4.0,16.0,0,3,VP,13.1613648357538,0,Divorced,Has Car,2_child,50s,0,12.0,13.1613648357538,1,1.0,2.0
606,20,Self Enquiry,2,6.042632833682381,Small Business,male,3.0,4.0,Basic,3.0,2.0,0,3,Executive,12.635306362232695,0,Divorced,Has Car,2_child,20s,0,12.0,32.85179654180501,1,1.0,6.0
607,23,Company Invited,2,6.803505257608338,Small Business,female,3.0,4.0,Deluxe,3.0,2.0,0,4,Manager,12.623123709823174,0,Single,No Car,2_child,20s,0,12.0,25.246247419646348,1,1.0,4.0
608,48,Self Enquiry,3,6.8679744089702925,Small Business,female,3.0,4.0,Basic,3.0,12.0,0,4,Executive,12.80410112795201,0,Single,Has Car,2_child,40s,0,12.0,12.80410112795201,1,1.0,12.0
609,29,Company Invited,2,6.293419278846481,Small Business,male,4.0,4.0,Deluxe,3.0,3.0,0,4,Manager,12.793862088206213,0,Married,No Car,3_child,20s,0,16.0,33.26404142933615,1,0.4,0.4
610,32,Self Enquiry,2,6.493753839851686,Salaried,male,3.0,5.0,Standard,3.0,12.0,0,2,Senior Manager,12.757414297013352,0,Married,Has Car,2_child,30s,0,15.0,33.169277172234715,1,1.0,2.0
611,30,Company Invited,2,6.734591659972948,Small Business,male,3.0,5.0,Deluxe,3.0,2.0,0,2,Manager,12.859337494115367,0,Single,Has Car,1_child,30s,0,15.0,33.434277484699955,1,1.0,4.0
612,20,Self Enquiry,3,6.175867270105761,Small Business,male,2.0,5.0,Deluxe,3.0,3.0,0,1,Manager,12.703800871618888,0,Divorced,Has Car,1_child,20s,0,10.0,16.514941133104557,1,1.0,3.0
613,39,Self Enquiry,2,6.8679744089702925,Salaried,female,2.0,5.0,Deluxe,3.0,12.0,0,1,Manager,12.632421495665731,0,Divorced,No Car,1_child,30s,0,10.0,25.264842991331463,1,1.0,3.0
614,20,Company Invited,2,6.293419278846481,Salaried,male,3.0,4.0,Standard,4.0,2.0,0,3,Senior Manager,13.046919744421915,0,Single,No Car,1_child,20s,0,12.0,33.92199133549698,1,1.0,4.0
615,33,Company Invited,2,6.803505257608338,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,3,Manager,12.87275007282027,0,Married,Has Car,2_child,30s,0,12.0,33.4691501893327,1,1.0,2.0
616,33,Self Enquiry,2,6.928537818164665,Salaried,female,3.0,4.0,Deluxe,3.0,5.0,0,3,Manager,12.611541086966117,0,Divorced,Has Car,2_child,30s,0,12.0,25.223082173932237,1,1.0,2.0
617,42,Self Enquiry,2,7.591357046698551,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,4,Manager,12.65975950232204,0,Married,No Car,2_child,40s,0,12.0,32.915374706037305,1,1.0,2.0
618,30,Self Enquiry,2,5.8888779583328805,Salaried,female,3.0,4.0,Standard,4.0,2.0,0,4,Senior Manager,12.497308396181252,0,Single,Has Car,2_child,30s,0,12.0,24.994616792362503,1,1.0,4.0
619,50,Self Enquiry,2,6.293419278846481,Large Business,male,3.0,4.0,Deluxe,4.0,7.0,1,3,Manager,12.899222326086994,0,Married,Has Car,1_child,50s,0,22.0,33.537978047826186,1,1.0,2.0
620,52,Self Enquiry,2,6.660575149839686,Small Business,male,3.0,4.0,King,4.0,5.0,1,3,AVP,13.226130424164664,1,Married,Has Car,2_child,50s,0,22.0,34.38793910282813,1,1.0,2.0
621,34,Self Enquiry,2,6.8679744089702925,Salaried,female,3.0,4.0,Deluxe,3.0,2.0,1,4,Manager,12.748341702272022,0,Divorced,No Car,2_child,30s,0,22.0,25.496683404544044,1,1.0,2.0
622,43,Self Enquiry,2,6.293419278846481,Salaried,male,3.0,4.0,Standard,3.0,5.0,1,3,Senior Manager,13.119621622226312,0,Single,Has Car,2_child,40s,0,22.0,34.11101621778841,1,1.0,4.0
623,42,Self Enquiry,2,6.175867270105761,Salaried,male,3.0,5.0,Basic,3.0,28.0,0,2,Executive,12.611541086966117,0,Divorced,No Car,2_child,40s,0,15.0,32.790006826111906,1,1.0,6.0
624,22,Self Enquiry,2,6.8679744089702925,Small Business,male,2.0,5.0,Deluxe,3.0,12.0,0,1,Manager,12.77680074807713,0,Married,No Car,1_child,20s,0,10.0,33.21968194500054,1,1.0,3.0
625,53,Company Invited,2,7.2305631534092925,Salaried,male,2.0,3.0,Deluxe,3.0,12.0,0,1,Manager,12.899222326086994,0,Married,No Car,1_child,50s,0,6.0,33.537978047826186,1,1.0,3.0
626,31,Self Enquiry,2,6.985641817639208,Small Business,male,2.0,3.0,Deluxe,3.0,3.0,0,1,Manager,12.958740309157886,0,Married,Has Car,1_child,30s,0,6.0,33.692724803810506,1,1.0,3.0
627,50,Self Enquiry,1,6.293419278846481,Small Business,male,3.0,5.0,Basic,3.0,3.0,0,1,Executive,12.713871693833807,0,Single,No Car,2_child,50s,0,15.0,49.58409960595185,1,1.0,12.0
628,22,Company Invited,1,6.293419278846481,Salaried,male,3.0,5.0,Basic,3.0,3.0,0,1,Executive,12.611541086966117,1,Divorced,No Car,2_child,20s,0,15.0,49.18501023916786,1,1.0,6.0
629,20,Self Enquiry,1,6.293419278846481,Small Business,male,3.0,5.0,Basic,3.0,3.0,0,1,Executive,12.693996003078851,1,Single,No Car,2_child,20s,0,15.0,49.50658441200752,1,1.0,12.0
630,50,Self Enquiry,1,6.398594934535208,Small Business,male,2.0,5.0,Basic,3.0,3.0,0,2,Executive,12.661806189704627,0,Single,Has Car,1_child,50s,0,10.0,49.38104413984805,1,1.0,18.0
631,51,Self Enquiry,2,6.042632833682381,Small Business,male,3.0,5.0,Deluxe,3.0,1.0,0,5,Manager,12.703983228028918,0,Married,Has Car,2_child,50s,0,15.0,33.030356392875184,1,1.0,2.0
632,32,Self Enquiry,2,6.042632833682381,Small Business,male,3.0,5.0,Deluxe,3.0,7.0,0,3,Manager,13.001959159449171,0,Married,Has Car,2_child,30s,0,15.0,33.80509381456785,1,1.0,2.0
633,31,Company Invited,2,6.928537818164665,Small Business,male,2.0,3.0,Basic,3.0,3.0,1,2,Executive,12.491800309369047,1,Single,No Car,1_child,30s,0,16.0,32.47868080435953,1,1.0,18.0
634,20,Company Invited,2,7.462214939768189,Salaried,male,2.0,3.0,Deluxe,3.0,3.0,1,2,Manager,12.611541086966117,0,Married,Has Car,1_child,20s,0,16.0,32.790006826111906,1,1.0,3.0
635,23,Company Invited,2,6.293419278846481,Salaried,male,3.0,5.0,Deluxe,3.0,3.0,0,4,Manager,12.69744324158025,0,Single,Has Car,2_child,20s,0,15.0,33.013352428108654,1,1.0,4.0
636,35,Self Enquiry,2,6.293419278846481,Large Business,male,3.0,5.0,Deluxe,3.0,5.0,1,3,Manager,12.899222326086994,0,Single,No Car,2_child,30s,0,25.0,33.537978047826186,1,1.0,4.0
637,39,Company Invited,1,6.734591659972948,Small Business,male,3.0,4.0,Basic,3.0,2.0,0,3,Executive,12.483026121858922,0,Divorced,Has Car,2_child,30s,0,12.0,48.6838018752498,1,1.0,6.0
638,30,Company Invited,1,7.462214939768189,Small Business,female,3.0,4.0,Basic,4.0,3.0,0,3,Executive,12.611541086966117,0,Single,No Car,2_child,30s,0,12.0,37.834623260898354,1,1.0,12.0
639,28,Self Enquiry,1,6.293419278846481,Small Business,male,3.0,4.0,Basic,3.0,3.0,0,3,Executive,12.668440949727822,1,Single,Has Car,2_child,20s,0,12.0,49.406919703938506,1,1.0,12.0
640,21,Self Enquiry,1,6.580639137284949,Large Business,female,3.0,4.0,Standard,4.0,1.0,0,5,Senior Manager,12.726207800821886,0,Married,Has Car,2_child,20s,0,12.0,38.17862340246566,1,1.0,2.0
641,34,Company Invited,1,6.660575149839686,Small Business,male,3.0,4.0,King,4.0,3.0,0,3,VP,12.6959738730524,0,Married,No Car,2_child,30s,0,12.0,49.51429810490436,1,1.0,2.0
642,25,Company Invited,1,6.803505257608338,Small Business,female,3.0,4.0,Basic,3.0,3.0,0,3,Executive,12.644330802262578,0,Single,No Car,2_child,20s,0,12.0,37.93299240678773,1,1.0,12.0
643,35,Self Enquiry,1,6.175867270105761,Large Business,female,3.0,4.0,Basic,3.0,3.0,0,3,Executive,12.687807197651608,0,Divorced,No Car,2_child,30s,0,12.0,38.063421592954825,1,1.0,6.0
644,40,Company Invited,1,6.803505257608338,Small Business,female,3.0,4.0,Basic,3.0,3.0,0,4,Executive,12.611541086966117,0,Single,Has Car,2_child,40s,0,12.0,37.834623260898354,1,1.0,12.0
645,47,Company Invited,1,6.734591659972948,Small Business,female,3.0,4.0,Basic,4.0,12.0,0,3,Executive,12.694916429239754,0,Single,No Car,2_child,40s,0,12.0,38.08474928771926,1,1.0,12.0
646,55,Self Enquiry,1,6.493753839851686,Salaried,male,3.0,4.0,Standard,3.0,4.0,0,4,Senior Manager,13.02550219541773,0,Married,Has Car,2_child,50s,0,12.0,50.799458562129146,1,1.0,2.0
647,34,Self Enquiry,1,6.293419278846481,Salaried,male,3.0,4.0,Basic,3.0,2.0,0,4,Executive,12.634231622102346,0,Married,No Car,2_child,30s,0,12.0,49.27350332619915,1,1.0,6.0
648,34,Self Enquiry,1,7.313886831633462,Salaried,male,3.0,4.0,Basic,3.0,28.0,0,3,Executive,12.482457392839173,0,Married,No Car,2_child,30s,0,12.0,48.681583832072775,1,1.0,6.0
649,40,Company Invited,1,6.042632833682381,Small Business,female,2.0,3.0,Deluxe,3.0,2.0,0,2,Manager,12.504568537307762,0,Single,No Car,1_child,40s,0,6.0,37.513705611923285,1,1.0,6.0
650,28,Self Enquiry,1,6.8679744089702925,Salaried,male,2.0,5.0,Deluxe,3.0,3.0,1,2,Manager,12.765691290604371,1,Married,No Car,1_child,20s,0,20.0,49.78619603335704,1,1.0,3.0
651,49,Self Enquiry,1,6.8679744089702925,Salaried,male,3.0,5.0,Basic,3.0,3.0,1,2,Executive,12.91271831024146,1,Married,No Car,2_child,40s,0,25.0,50.3596014099417,1,1.0,6.0
652,40,Self Enquiry,1,6.398594934535208,Small Business,female,3.0,5.0,Basic,3.0,1.0,0,4,Executive,12.775825451276392,0,Married,Has Car,2_child,40s,0,15.0,38.32747635382918,1,1.0,6.0
653,26,Company Invited,3,6.660575149839686,Salaried,male,2.0,6.0,Basic,3.0,3.0,0,2,Executive,12.756722646361563,1,Divorced,Has Car,1_child,20s,0,12.0,16.583739440270033,1,1.0,9.0
654,31,Company Invited,1,6.660575149839686,Salaried,male,3.0,5.0,Basic,3.0,2.0,0,3,Executive,12.971449785882044,1,Single,Has Car,2_child,30s,0,15.0,50.588654164939975,1,1.0,12.0
655,29,Self Enquiry,2,6.660575149839686,Small Business,male,3.0,5.0,Standard,3.0,7.0,0,4,Senior Manager,12.889550730686556,0,Married,Has Car,2_child,20s,0,15.0,33.51283189978505,1,1.0,2.0
656,21,Self Enquiry,2,7.2305631534092925,Small Business,female,2.0,5.0,Standard,3.0,3.0,0,2,Senior Manager,12.85812696155456,0,Married,No Car,1_child,20s,0,10.0,25.71625392310912,1,1.0,3.0
657,24,Self Enquiry,2,6.175867270105761,Small Business,female,3.0,5.0,Basic,3.0,2.0,0,1,Executive,12.611541086966117,0,Divorced,No Car,1_child,20s,0,15.0,25.223082173932237,1,1.0,6.0
658,20,Company Invited,2,6.493753839851686,Salaried,male,3.0,5.0,Basic,3.0,2.0,0,3,Executive,12.517065889016296,1,Single,Has Car,2_child,20s,0,15.0,32.54437131144237,1,1.0,12.0
659,47,Self Enquiry,3,7.353081920515432,Salaried,female,3.0,5.0,Basic,3.0,12.0,0,4,Executive,12.69376576410513,0,Married,Has Car,2_child,40s,0,15.0,12.69376576410513,1,1.0,6.0
660,59,Self Enquiry,2,6.734591659972948,Salaried,female,2.0,5.0,Deluxe,3.0,5.0,0,2,AVP,12.966448475585567,0,Married,Has Car,1_child,50s,0,10.0,25.93289695117113,1,1.0,3.0
661,52,Self Enquiry,2,6.8679744089702925,Salaried,male,3.0,5.0,Standard,4.0,20.0,0,1,Senior Manager,13.034812218394958,0,Married,Has Car,2_child,50s,0,15.0,33.890511767826894,1,1.0,2.0
662,48,Self Enquiry,3,6.734591659972948,Small Business,female,3.0,5.0,Standard,3.0,2.0,0,2,Senior Manager,12.841580119977037,0,Single,Has Car,2_child,40s,0,15.0,12.841580119977037,1,1.0,4.0
663,38,Self Enquiry,2,7.2305631534092925,Salaried,male,2.0,5.0,Deluxe,3.0,3.0,0,2,Manager,12.704119973516908,0,Divorced,No Car,1_child,30s,0,10.0,33.03071193114396,1,1.0,3.0
664,35,Company Invited,3,6.398594934535208,Salaried,male,2.0,5.0,Deluxe,3.0,28.0,0,2,Manager,12.816234877601344,0,Married,No Car,1_child,30s,0,10.0,16.661105340881747,1,1.0,3.0
665,31,Company Invited,2,6.734591659972948,Salaried,male,2.0,5.0,Deluxe,4.0,3.0,0,2,Manager,12.765691290604371,0,Single,No Car,1_child,30s,0,10.0,33.19079735557137,1,1.0,6.0
666,34,Self Enquiry,2,6.493753839851686,Salaried,male,2.0,5.0,Standard,3.0,5.0,0,1,Senior Manager,12.910088052380033,0,Single,No Car,1_child,30s,0,10.0,33.56622893618809,1,1.0,6.0
667,33,Self Enquiry,3,7.313886831633462,Large Business,male,3.0,5.0,Basic,3.0,2.0,0,1,Executive,12.765691290604371,0,Married,No Car,2_child,30s,0,15.0,16.595398677785685,1,1.0,6.0
668,50,Self Enquiry,2,7.591357046698551,Small Business,female,3.0,5.0,Deluxe,3.0,2.0,0,2,AVP,13.017005083966255,0,Single,Has Car,2_child,50s,0,15.0,26.03401016793251,1,1.0,4.0
669,35,Company Invited,3,6.928537818164665,Salaried,male,3.0,5.0,Deluxe,3.0,5.0,0,2,AVP,13.167061370527495,1,Single,No Car,2_child,30s,0,15.0,17.117179781685746,1,1.0,4.0
670,31,Self Enquiry,2,6.803505257608338,Small Business,male,3.0,5.0,Basic,4.0,2.0,0,2,Executive,12.668724315230284,1,Single,No Car,2_child,30s,0,15.0,32.93868321959874,1,1.0,12.0
671,36,Company Invited,2,6.803505257608338,Small Business,female,2.0,5.0,Deluxe,3.0,3.0,0,2,Manager,12.72061933752658,0,Married,Has Car,1_child,30s,0,10.0,25.44123867505316,1,1.0,3.0
672,44,Self Enquiry,2,6.175867270105761,Small Business,male,2.0,5.0,Deluxe,3.0,7.0,0,2,Manager,12.68106692573485,0,Single,Has Car,1_child,40s,0,10.0,32.97077400691061,1,1.0,6.0
673,55,Company Invited,3,6.8679744089702925,Salaried,female,3.0,5.0,Standard,3.0,2.0,0,2,Senior Manager,12.829148694918649,0,Single,Has Car,2_child,50s,0,15.0,12.829148694918649,1,1.0,4.0
674,32,Company Invited,2,6.293419278846481,Salaried,male,3.0,5.0,Basic,3.0,5.0,0,1,Executive,12.50917643957932,1,Single,No Car,2_child,30s,0,15.0,32.523858742906235,1,1.0,12.0
675,20,Company Invited,2,7.090909822079984,Small Business,male,3.0,5.0,Basic,3.0,8.0,0,1,Executive,12.664560218814662,0,Divorced,Has Car,2_child,20s,0,15.0,32.92785656891812,1,1.0,6.0
676,33,Self Enquiry,2,6.398594934535208,Salaried,male,3.0,5.0,Standard,3.0,2.0,0,2,Senior Manager,12.723126831467184,0,Married,No Car,2_child,30s,0,15.0,33.08012976181468,1,1.0,2.0
677,24,Self Enquiry,2,6.398594934535208,Salaried,male,2.0,5.0,Deluxe,3.0,3.0,0,2,Manager,12.73424494202688,0,Married,No Car,1_child,20s,0,10.0,33.10903684926989,1,1.0,3.0
