id,Age_int,TypeofContact_int,CityTier,Duration_int,Occupation_int,Gender_int,NumberOfPersonVisiting,NumberOfFollowups_normalized,ProductPitched_int,PreferredPropertyStar,NumberOfTrips_int,Passport,PitchSatisfactionScore,Designation_int,MonthlyIncome_int,customer_info_kekkon_int,customer_info_car_int,customer_info_child_int,ProdTaken
883,40,1,1,540,0,1,2.0,5.0,3,3.0,2,0,3,3,547680.0,1,1,1,0
884,27,0,1,480,0,0,2.0,5.0,0,3.0,3,0,4,0,298635.0,1,1,1,0
885,30,1,1,420,0,0,3.0,5.0,0,3.0,7,0,3,0,267495.0,0,1,2,0
886,30,1,1,1320,0,0,2.0,5.0,0,3.0,3,0,4,0,310000.0,2,1,1,0
887,55,0,1,1920,0,1,2.0,5.0,2,3.0,1,0,4,1,300000.0,1,1,1,0
888,51,0,1,1080,0,1,3.0,5.0,2,4.0,6,0,5,1,550000.0,2,1,2,0
889,35,1,1,780,0,0,2.0,5.0,2,3.0,1,0,5,1,299370.0,1,1,1,0
890,40,0,1,540,1,0,3.0,6.0,0,3.0,5,0,4,0,310000.0,2,0,2,0
891,32,1,2,540,1,1,1.0,5.0,0,3.0,3,0,3,0,256455.0,0,0,0,0
892,51,1,2,1020,1,0,1.0,6.0,0,3.0,5,0,2,0,301215.0,0,1,0,0
893,38,0,1,480,0,1,3.0,6.0,0,3.0,5,0,3,0,312480.0,0,1,2,0
894,18,0,2,540,0,1,2.0,5.0,1,4.0,3,1,3,2,412260.0,0,1,1,0
895,45,0,1,600,1,0,2.0,5.0,2,3.0,3,0,3,1,319740.0,1,0,1,0
896,45,0,2,540,1,1,3.0,5.0,2,4.0,3,0,1,1,342060.0,2,0,2,0
897,54,1,2,540,0,0,2.0,6.0,1,3.0,5,0,3,2,349260.0,1,0,1,1
898,54,0,1,1680,0,0,3.0,5.0,3,3.0,5,0,4,3,545625.0,1,0,-1,0
900,49,1,1,420,2,0,2.0,4.0,0,3.0,7,0,2,0,500000.0,0,1,0,0
902,37,0,1,600,1,0,3.0,4.0,0,3.0,3,0,2,0,323670.0,0,0,2,1
903,45,0,3,660,1,1,2.0,2.0,1,4.0,7,0,2,2,440000.0,2,1,1,0
905,28,0,2,2040,1,1,2.0,3.0,2,3.0,2,0,2,1,339825.0,1,0,1,0
906,54,0,2,2040,1,1,2.0,3.0,1,3.0,5,0,2,2,341640.0,1,1,1,0
907,37,0,1,900,2,0,1.0,4.0,0,4.0,1,0,4,0,261960.0,0,0,0,1
908,49,1,2,480,2,1,1.0,4.0,1,4.0,2,0,3,2,366465.0,1,1,0,0
909,32,1,1,540,1,1,1.0,4.0,0,4.0,1,1,3,0,274050.0,0,1,0,1
911,38,1,1,540,1,0,2.0,3.0,0,3.0,2,0,2,0,260910.0,1,0,1,0
912,55,1,1,840,0,1,1.0,4.0,3,5.0,5,0,4,3,488490.0,0,1,0,0
913,33,1,2,1320,0,0,1.0,4.0,1,4.0,2,0,3,2,347490.0,0,0,0,0
914,5,0,1,660,0,0,2.0,2.0,2,3.0,3,1,1,1,400000.0,0,0,1,0
915,45,1,1,1920,1,1,2.0,2.0,2,3.0,3,1,2,1,364365.0,0,0,1,0
916,25,1,2,1920,1,1,1.0,4.0,0,3.0,1,0,2,0,252525.0,0,0,0,1
917,36,0,2,660,0,0,2.0,4.0,2,3.0,5,0,2,1,356520.0,2,0,1,0
918,48,1,2,420,1,0,1.0,4.0,0,3.0,2,0,2,0,242280.0,0,0,0,1
919,35,0,1,1080,0,0,2.0,4.0,2,3.0,2,0,2,1,344520.0,2,1,1,0
920,25,1,1,840,1,0,1.0,4.0,0,3.0,7,0,2,0,300000.0,0,1,0,0
921,28,0,2,540,1,0,2.0,3.0,0,3.0,2,0,3,0,259050.0,1,0,1,0
924,41,0,2,420,1,1,2.0,3.0,2,3.0,4,0,4,1,326325.0,0,1,1,0
925,51,1,2,420,1,0,2.0,4.0,1,3.0,6,0,2,4,500000.0,1,1,1,0
926,51,1,2,1380,1,1,1.0,3.0,2,4.0,1,0,4,1,366045.0,2,1,0,0
927,53,1,3,840,1,0,1.0,3.0,3,4.0,2,0,4,2,449235.0,0,0,0,0
928,57,1,3,1020,1,0,1.0,3.0,3,4.0,1,0,4,3,400000.0,1,1,0,0
929,36,0,2,900,2,1,1.0,3.0,3,4.0,1,0,3,3,300000.0,2,1,0,0
930,37,1,2,780,1,1,1.0,3.0,1,4.0,1,0,4,2,410000.0,2,1,0,0
932,29,1,2,900,1,1,1.0,3.0,1,4.0,2,0,3,2,352830.0,2,1,0,0
933,49,0,2,900,1,1,1.0,3.0,0,4.0,5,0,3,0,350955.0,2,1,0,0
934,37,1,2,1080,2,0,1.0,3.0,0,4.0,1,0,4,0,252480.0,2,0,0,1
935,55,1,2,540,1,1,1.0,4.0,1,4.0,4,0,4,2,400000.0,2,0,0,0
936,43,0,1,1440,1,1,1.0,3.0,0,4.0,1,0,4,0,260000.0,0,1,0,0
937,45,0,2,1020,1,0,1.0,3.0,0,4.0,2,0,4,0,261195.0,1,1,0,1
938,46,0,2,900,1,1,2.0,3.0,2,4.0,2,0,4,1,355785.0,1,1,-1,0
939,27,0,3,300,2,0,1.0,3.0,1,4.0,2,0,4,2,400000.0,1,0,0,0
940,60,0,3,1020,1,0,1.0,3.0,1,4.0,1,0,5,2,370000.0,1,1,0,0
941,52,1,2,660,1,0,1.0,3.0,0,4.0,2,0,4,0,268215.0,1,0,0,0
942,55,1,1,660,1,0,1.0,3.0,3,5.0,4,0,4,4,292830.0,2,1,0,0
943,48,1,1,720,2,1,1.0,3.0,1,4.0,1,0,4,2,400000.0,0,1,0,0
944,24,0,1,420,2,0,1.0,3.0,0,4.0,2,0,4,0,267045.0,0,0,0,1
945,30,1,1,900,1,1,1.0,3.0,0,4.0,2,0,3,0,261045.0,1,1,0,1
946,34,1,2,1020,0,0,2.0,2.0,2,3.0,2,0,4,1,344160.0,0,0,1,0
947,37,1,2,1500,0,0,2.0,2.0,2,3.0,3,0,4,1,358860.0,0,1,1,0
949,33,1,1,480,2,1,1.0,3.0,0,4.0,4,1,3,0,258960.0,2,1,0,1
950,50,1,1,960,2,1,1.0,3.0,1,4.0,2,1,3,2,444405.0,1,1,0,0
952,41,0,2,420,1,0,2.0,2.0,2,3.0,2,1,3,1,360000.0,1,0,1,0
953,31,1,2,840,0,1,1.0,3.0,1,4.0,2,0,4,2,300000.0,2,1,0,0
954,10,1,1,1020,0,0,1.0,3.0,3,4.0,6,0,4,3,458220.0,0,1,0,0
955,49,1,1,960,0,1,1.0,3.0,1,4.0,5,0,4,2,363540.0,0,1,0,0
956,54,0,1,960,0,1,1.0,3.0,1,4.0,2,0,4,2,372000.0,2,1,0,0
957,22,0,2,780,1,0,2.0,4.0,0,3.0,3,0,2,0,254130.0,0,0,1,1
958,31,0,3,1440,0,0,2.0,3.0,1,3.0,3,0,2,2,379020.0,1,1,1,1
959,51,1,3,960,0,1,2.0,3.0,1,3.0,3,0,2,2,432825.0,0,1,1,0
960,54,0,2,720,1,0,2.0,3.0,1,3.0,5,0,1,4,417405.0,1,0,1,0
961,4,1,3,840,1,1,2.0,3.0,2,3.0,2,0,2,1,347355.0,0,1,1,0
962,51,0,3,900,1,0,2.0,3.0,2,3.0,7,0,1,1,420270.0,1,1,1,0
963,49,0,2,1800,1,0,2.0,3.0,2,3.0,3,0,2,1,400000.0,1,0,1,0
965,52,0,2,1680,1,0,2.0,3.0,2,3.0,5,0,2,1,346605.0,1,0,1,0
966,53,1,2,960,1,0,3.0,3.0,3,3.0,3,0,1,3,458550.0,1,1,2,0
967,33,0,1,1260,1,1,2.0,1.0,0,3.0,2,0,4,0,266925.0,1,1,1,1
969,44,0,1,840,1,0,2.0,3.0,0,3.0,4,0,5,0,312195.0,1,0,1,0
970,37,0,2,780,1,0,3.0,4.0,0,3.0,3,0,4,0,345825.0,0,0,2,0
971,33,0,2,780,1,0,3.0,3.0,1,3.0,6,0,5,4,400000.0,1,0,2,0
972,35,0,2,900,1,0,3.0,4.0,0,3.0,7,0,5,0,318525.0,0,0,2,0
974,38,1,2,960,0,1,1.0,3.0,1,4.0,2,1,3,2,400000.0,0,0,0,0
975,29,0,3,1020,0,1,2.0,3.0,2,3.0,3,0,2,1,324870.0,1,1,1,0
976,9,0,2,780,0,0,2.0,3.0,2,3.0,3,0,2,1,350000.0,2,1,1,0
977,48,0,2,360,1,0,2.0,3.0,2,3.0,1,0,2,1,300000.0,1,0,1,0
978,31,0,2,360,1,0,2.0,3.0,2,3.0,3,0,2,1,424350.0,1,1,1,0
979,39,1,2,780,0,0,2.0,3.0,2,3.0,3,0,2,1,316980.0,0,1,1,0
980,32,0,2,660,1,0,2.0,3.0,1,4.0,2,0,1,4,555450.0,1,0,1,0
981,35,0,2,1920,1,0,3.0,3.0,2,3.0,5,0,2,1,351060.0,1,0,2,0
982,45,1,2,1620,1,1,2.0,3.0,2,3.0,3,0,2,1,349200.0,2,0,1,0
983,43,0,3,900,0,0,2.0,3.0,2,3.0,3,0,1,1,451395.0,0,0,1,0
984,35,1,2,1980,1,1,2.0,3.0,2,3.0,3,0,2,1,344325.0,1,0,1,0
985,32,0,2,1320,0,0,2.0,3.0,2,3.0,2,0,1,1,307890.0,2,0,1,0
986,42,0,3,780,1,0,2.0,3.0,2,3.0,5,0,1,1,345450.0,0,0,1,0
987,37,1,2,600,1,0,3.0,4.0,0,3.0,3,0,2,0,394320.0,0,0,2,0
988,40,1,2,960,0,0,2.0,3.0,2,4.0,2,0,2,1,330000.0,1,0,1,0
989,30,0,2,540,0,0,2.0,3.0,0,3.0,2,0,1,0,253110.0,2,0,1,0
990,30,0,2,480,0,0,2.0,3.0,0,3.0,5,0,2,0,332700.0,2,1,1,0
991,43,1,2,540,0,1,2.0,3.0,2,3.0,5,0,2,1,308460.0,2,0,1,0
992,35,1,2,840,0,0,2.0,3.0,2,3.0,2,0,2,1,390765.0,2,0,1,0
993,45,0,3,600,1,1,2.0,3.0,2,3.0,2,0,1,1,330000.0,2,1,1,0
994,41,1,2,1560,1,1,2.0,3.0,2,3.0,7,0,2,1,336195.0,0,0,1,0
995,30,0,2,1620,2,0,2.0,3.0,2,3.0,5,0,2,1,330000.0,0,0,1,0
996,27,1,2,840,1,0,2.0,3.0,0,3.0,3,0,2,0,307770.0,2,1,1,0
997,36,0,2,1320,1,0,3.0,3.0,1,3.0,1,0,2,2,381765.0,1,1,2,0
998,25,0,2,1500,1,1,2.0,3.0,0,3.0,3,0,2,0,295620.0,0,0,1,1
999,38,1,3,1260,0,1,2.0,3.0,2,3.0,3,0,2,1,342495.0,0,0,1,0
1000,45,0,2,1800,0,0,2.0,3.0,2,3.0,2,0,2,1,317640.0,1,0,1,0
1001,9,1,2,780,1,0,2.0,3.0,2,3.0,1,0,1,1,340000.0,2,1,1,0
1002,42,0,2,2040,0,1,2.0,3.0,2,3.0,3,0,2,1,318075.0,0,0,1,0
1003,47,0,2,840,0,1,3.0,3.0,1,4.0,2,0,1,2,385545.0,1,0,2,0
1004,33,0,2,1380,0,1,2.0,3.0,1,3.0,5,0,2,2,348450.0,1,1,1,0
1005,43,0,2,600,1,0,3.0,3.0,1,3.0,2,0,1,1,365175.0,2,1,2,0
1006,41,0,2,420,0,1,3.0,3.0,1,3.0,5,0,1,2,394530.0,0,0,2,0
1007,33,0,2,420,1,0,2.0,3.0,2,3.0,7,0,2,1,300000.0,1,0,1,1
1008,40,0,2,1920,1,0,2.0,3.0,2,3.0,3,0,2,1,340320.0,2,1,1,0
1009,57,0,2,660,1,1,2.0,3.0,1,4.0,6,0,1,4,521385.0,1,1,1,0
1010,45,0,2,840,1,0,2.0,3.0,1,3.0,2,0,1,2,314655.0,1,1,1,0
1012,30,0,2,1260,0,0,2.0,3.0,0,3.0,2,0,2,0,256560.0,2,1,1,0
1013,32,1,2,900,0,0,3.0,3.0,1,3.0,2,0,2,1,300000.0,1,0,2,0
1015,40,0,1,780,1,0,2.0,3.0,2,3.0,4,0,2,1,340000.0,1,1,1,0
1016,22,0,1,480,1,1,2.0,3.0,0,3.0,3,0,1,0,260475.0,0,0,1,0
1017,36,1,1,1500,1,0,2.0,3.0,0,3.0,3,0,2,0,316575.0,2,0,1,0
1019,55,0,2,600,1,1,2.0,4.0,2,3.0,2,1,1,1,365610.0,2,0,1,0
1021,39,1,2,1800,0,1,3.0,3.0,2,4.0,6,1,2,1,300000.0,0,1,2,0
1022,55,1,2,840,0,1,3.0,3.0,3,3.0,4,0,2,3,529785.0,0,1,2,0
1023,50,0,3,480,1,1,1.0,4.0,1,4.0,2,0,2,2,362835.0,0,1,0,0
1024,37,0,2,900,0,0,2.0,3.0,1,3.0,2,0,2,4,506400.0,1,0,1,0
1025,37,1,2,900,2,0,1.0,4.0,0,4.0,1,0,2,0,263925.0,0,0,0,1
1026,47,1,1,720,1,1,1.0,4.0,1,4.0,2,0,2,2,450390.0,2,1,0,0
1027,51,0,2,900,0,1,1.0,4.0,3,4.0,5,0,2,3,470000.0,2,1,0,0
1028,47,1,1,780,0,1,1.0,4.0,1,4.0,1,0,1,2,400000.0,1,0,0,0
1029,52,1,1,840,1,0,1.0,5.0,1,4.0,6,0,3,2,374220.0,1,1,0,0
1030,37,0,2,900,1,0,3.0,3.0,1,3.0,3,1,3,2,464940.0,1,0,2,0
1031,35,0,1,540,1,0,3.0,4.0,0,3.0,6,0,4,0,329610.0,0,1,2,0
1033,34,0,1,420,1,1,2.0,3.0,0,3.0,3,0,1,0,400000.0,2,0,1,0
1034,35,0,1,600,0,1,3.0,3.0,2,3.0,5,0,2,1,324570.0,2,0,2,0
1035,48,0,1,600,2,1,3.0,3.0,0,3.0,5,0,2,0,311445.0,0,0,2,0
1036,27,0,1,480,1,0,2.0,3.0,0,3.0,2,0,2,0,372600.0,1,0,1,0
1037,47,0,1,480,1,0,3.0,3.0,0,3.0,2,0,2,0,262710.0,1,0,2,0
1038,29,1,1,1440,1,0,2.0,3.0,0,3.0,1,0,2,0,266910.0,1,1,1,1
1039,35,0,1,900,0,1,2.0,3.0,2,3.0,3,0,2,1,400000.0,1,0,1,0
1040,42,0,1,1500,2,0,2.0,4.0,2,3.0,4,0,1,1,320000.0,1,0,1,0
1041,42,1,1,480,0,0,3.0,3.0,1,3.0,2,0,1,2,423645.0,0,0,2,0
1042,25,0,1,1860,0,0,3.0,4.0,2,3.0,2,0,2,1,370560.0,0,0,2,0
1043,46,1,1,480,0,0,3.0,3.0,2,3.0,1,0,2,1,316605.0,1,1,2,0
1045,32,0,1,960,1,0,2.0,3.0,2,3.0,3,0,2,1,400000.0,1,1,1,0
1046,42,0,1,360,0,1,2.0,3.0,2,3.0,3,0,2,1,306270.0,1,0,1,0
1047,30,0,1,420,0,0,2.0,3.0,0,3.0,3,0,2,0,300000.0,1,1,1,0
1048,55,1,1,720,0,1,2.0,3.0,1,3.0,7,0,2,2,500000.0,0,1,1,0
1049,56,0,1,780,1,1,2.0,3.0,3,3.0,1,0,2,1,384405.0,1,1,1,0
1050,60,0,1,420,0,0,3.0,3.0,1,3.0,2,0,2,2,343545.0,0,1,2,0
1051,45,1,1,600,2,0,2.0,3.0,2,3.0,3,0,2,1,331305.0,1,0,1,0
1052,46,0,1,600,1,0,2.0,4.0,2,3.0,2,0,2,1,331455.0,2,0,1,0
1053,52,0,2,1800,1,1,3.0,3.0,2,3.0,4,0,4,1,366405.0,1,0,2,0
1054,21,1,2,600,1,1,2.0,3.0,0,3.0,3,0,2,0,255075.0,1,1,1,1
1056,24,1,2,900,1,1,1.0,3.0,0,3.0,2,0,2,0,249480.0,0,1,0,0
1057,30,0,2,1080,1,0,1.0,3.0,1,3.0,3,0,2,2,360660.0,1,1,0,0
1058,31,1,2,780,1,0,1.0,3.0,1,3.0,2,0,2,2,392745.0,0,1,0,0
1059,7,0,2,1320,1,0,1.0,3.0,1,3.0,2,0,2,2,345240.0,1,0,0,0
1060,34,1,2,540,0,0,1.0,3.0,2,3.0,2,0,1,1,259305.0,2,0,0,1
1061,58,0,2,480,2,1,2.0,3.0,3,3.0,5,0,2,3,506370.0,1,0,1,0
1063,55,0,2,840,1,0,2.0,3.0,3,4.0,7,0,2,3,510000.0,0,0,1,0
1064,33,0,2,780,1,1,2.0,3.0,2,3.0,2,0,1,1,400000.0,1,0,1,0
1065,23,0,3,780,1,0,1.0,3.0,3,4.0,3,0,2,3,251550.0,0,1,0,1
1066,51,1,2,1080,1,1,2.0,3.0,1,4.0,6,0,2,2,508485.0,1,1,1,0
1067,28,1,2,600,0,0,1.0,3.0,2,3.0,1,0,2,1,300000.0,1,0,0,0
1068,34,1,2,960,1,0,1.0,3.0,2,3.0,2,0,2,1,277620.0,1,0,0,0
1069,23,0,2,480,1,0,1.0,3.0,0,3.0,1,0,2,0,256335.0,2,1,0,1
1070,47,1,2,480,0,0,1.0,3.0,1,3.0,2,0,2,2,359895.0,2,1,0,0
1071,33,0,2,840,1,1,2.0,3.0,0,3.0,2,0,1,0,255825.0,2,1,1,0
1073,38,1,2,1860,0,1,2.0,3.0,2,3.0,1,0,2,1,310920.0,2,0,1,0
1074,52,0,2,540,0,0,3.0,3.0,2,3.0,3,0,1,1,382650.0,1,1,2,0
1075,53,0,1,420,0,0,3.0,3.0,1,3.0,6,0,4,0,267270.0,1,0,2,0
1076,18,0,2,540,2,1,1.0,4.0,0,4.0,4,1,2,0,264585.0,0,0,0,1
1077,33,0,2,780,1,1,3.0,3.0,1,3.0,2,0,3,2,348885.0,1,1,2,0
1078,28,0,2,1440,1,0,3.0,3.0,2,3.0,5,0,3,1,303840.0,2,0,2,0
1079,34,0,2,480,2,0,3.0,3.0,2,3.0,3,0,3,1,320655.0,1,0,2,0
1080,43,0,2,900,2,0,3.0,3.0,1,4.0,2,0,3,4,437670.0,2,1,2,0
1081,25,0,2,840,2,0,3.0,3.0,1,4.0,3,0,3,2,425430.0,1,0,2,0
1082,29,0,3,540,0,1,3.0,3.0,2,4.0,2,0,4,1,264540.0,0,1,2,0
1083,29,1,3,480,0,1,3.0,3.0,1,4.0,2,0,4,2,373575.0,1,0,2,0
1084,38,0,2,780,0,0,3.0,3.0,2,3.0,3,0,4,1,329325.0,1,1,2,0
1087,27,1,2,720,0,1,3.0,3.0,1,3.0,1,1,3,2,396120.0,0,1,2,1
1088,46,1,2,420,0,0,2.0,4.0,1,3.0,6,0,1,4,571785.0,2,0,1,0
1089,57,1,1,1020,0,0,2.0,3.0,0,3.0,1,1,1,0,473370.0,1,0,1,0
1090,25,0,2,660,0,0,3.0,4.0,1,3.0,3,1,1,0,438555.0,2,0,2,0
1091,24,0,2,480,0,0,1.0,3.0,0,3.0,4,1,2,0,312690.0,0,0,0,0
1092,32,0,2,840,1,1,1.0,3.0,0,4.0,1,1,2,0,264600.0,2,0,0,1
1093,35,1,2,1560,1,1,1.0,3.0,0,3.0,2,1,2,0,264780.0,0,0,0,1
1094,39,0,2,960,0,0,2.0,3.0,1,3.0,3,1,2,2,448590.0,0,1,1,0
1095,40,1,2,420,0,0,3.0,3.0,2,3.0,4,0,3,1,400000.0,0,0,2,0
1096,30,0,1,540,1,1,3.0,4.0,0,3.0,3,0,3,0,300000.0,0,0,2,0
1097,37,1,1,480,0,0,3.0,3.0,2,3.0,3,0,4,1,303135.0,1,0,2,0
1098,35,0,1,780,1,0,2.0,3.0,0,3.0,6,0,1,0,269715.0,2,0,1,0
1099,52,0,2,1020,0,0,3.0,3.0,1,3.0,2,1,5,4,464535.0,1,1,-1,0
1102,7,1,2,480,1,1,1.0,4.0,0,3.0,2,0,3,0,264240.0,2,1,0,0
1103,42,1,2,1080,1,1,2.0,4.0,0,3.0,2,0,3,0,276960.0,2,1,1,0
1104,22,0,2,540,1,1,2.0,4.0,0,3.0,1,0,3,0,256200.0,0,1,1,1
1105,47,0,3,960,1,1,3.0,3.0,1,3.0,5,0,1,2,519570.0,1,1,2,0
1106,51,1,2,960,1,1,1.0,4.0,0,3.0,2,1,3,0,280000.0,1,0,0,0
1108,19,1,1,420,1,1,2.0,3.0,0,3.0,2,0,2,0,250000.0,0,1,1,1
1109,58,1,1,1800,1,1,1.0,3.0,3,3.0,4,0,2,3,437640.0,2,1,0,0
1110,53,0,1,540,0,1,2.0,3.0,1,3.0,3,0,1,2,428790.0,0,0,1,0
1111,55,1,1,1020,0,0,2.0,3.0,3,3.0,1,0,1,3,454830.0,2,1,1,0
1112,35,1,1,1440,1,0,1.0,3.0,0,3.0,5,0,2,0,267030.0,1,0,0,0
1113,53,1,1,540,0,1,2.0,3.0,1,3.0,1,0,2,2,383040.0,1,1,1,0
1115,51,0,1,960,1,1,1.0,3.0,1,4.0,5,0,2,0,266970.0,1,1,0,0
1116,27,1,1,900,1,0,2.0,3.0,0,3.0,1,0,1,0,272580.0,0,0,1,0
1117,54,0,1,1020,1,0,1.0,3.0,2,3.0,5,0,2,1,400000.0,2,0,0,0
1118,32,1,1,1260,0,1,1.0,3.0,0,3.0,1,0,1,0,300000.0,0,1,0,1
1119,45,0,1,780,2,1,2.0,3.0,2,3.0,1,0,2,1,297300.0,0,1,1,0
1121,33,1,1,1440,1,0,1.0,3.0,0,3.0,1,0,1,0,260000.0,0,0,0,0
1122,50,0,2,960,1,0,3.0,4.0,1,3.0,2,0,2,2,472995.0,0,1,2,0
1123,35,0,2,480,1,1,1.0,3.0,1,4.0,1,0,1,2,262065.0,0,0,0,0
1124,38,1,2,480,0,0,1.0,3.0,2,4.0,1,0,2,1,262515.0,0,0,0,0
1125,57,0,1,1860,0,0,1.0,3.0,3,4.0,3,0,1,3,417120.0,1,1,0,0
1126,54,0,2,360,0,0,1.0,3.0,1,4.0,2,0,1,2,300000.0,1,0,0,1
1127,35,0,2,1020,1,0,1.0,3.0,2,4.0,5,0,2,2,308610.0,0,0,0,0
1128,52,1,2,960,1,0,1.0,3.0,1,4.0,2,0,1,2,440000.0,0,1,0,0
1129,43,0,1,720,0,1,1.0,3.0,1,4.0,2,0,1,2,349005.0,0,1,0,0
1130,50,0,1,540,2,1,1.0,3.0,1,4.0,5,0,1,2,344025.0,0,1,0,0
1131,51,1,2,660,0,1,1.0,3.0,1,4.0,1,0,2,2,360285.0,2,1,0,1
1132,30,1,3,660,0,0,1.0,3.0,2,4.0,1,0,2,1,299730.0,0,0,0,0
1133,31,1,2,960,1,1,1.0,3.0,0,4.0,1,0,2,0,300000.0,0,0,0,1
1134,55,1,1,960,2,1,1.0,3.0,1,4.0,5,0,2,2,375570.0,0,1,0,0
1135,3,0,2,960,1,0,1.0,3.0,0,4.0,7,0,2,0,254790.0,0,0,0,1
1136,28,1,2,960,0,0,1.0,3.0,1,4.0,5,0,2,2,300000.0,1,1,0,0
1137,35,0,1,480,1,1,1.0,3.0,1,5.0,4,0,2,4,261465.0,2,1,0,0
1138,26,1,1,960,2,0,1.0,3.0,0,4.0,2,0,2,0,300000.0,0,1,0,1
1139,45,1,1,1680,0,0,1.0,3.0,1,4.0,2,0,2,2,378750.0,1,0,0,0
1140,52,0,3,1020,1,1,1.0,3.0,2,4.0,1,0,2,1,346200.0,2,1,0,0
1141,56,1,2,840,1,0,1.0,3.0,3,4.0,1,0,2,3,423795.0,0,1,0,0
1142,57,1,2,540,1,0,3.0,3.0,1,3.0,6,1,1,4,522795.0,0,1,2,1
1143,58,0,2,960,1,1,2.0,3.0,1,3.0,2,1,1,4,556005.0,1,1,1,0
1144,36,0,1,720,2,0,2.0,3.0,0,3.0,1,1,1,0,264045.0,1,1,1,0
1145,29,0,1,420,0,1,1.0,3.0,1,3.0,3,1,2,2,358800.0,2,1,0,0
1146,35,0,1,600,0,1,1.0,3.0,2,3.0,5,1,1,1,360000.0,2,0,0,0
1147,31,1,2,600,1,0,3.0,4.0,0,3.0,2,0,3,0,312285.0,2,1,2,1
1148,54,1,1,960,0,0,2.0,3.0,1,3.0,2,0,2,4,506685.0,1,1,1,0
1149,58,0,1,780,0,0,2.0,3.0,1,3.0,6,0,2,4,545295.0,1,1,1,0
1150,53,0,2,720,0,1,1.0,3.0,1,4.0,5,1,2,2,324870.0,0,1,0,0
1151,55,1,2,540,1,0,1.0,3.0,3,4.0,2,1,2,3,454140.0,0,0,0,0
1152,44,1,2,1020,2,0,1.0,3.0,1,4.0,2,1,2,2,266670.0,1,0,0,1
1153,23,1,1,1560,1,0,1.0,3.0,0,4.0,2,1,2,0,260250.0,0,0,0,1
1154,61,1,1,1980,1,0,1.0,3.0,3,4.0,5,1,2,3,468915.0,1,1,0,0
1155,39,0,3,960,1,1,1.0,3.0,1,4.0,3,1,1,2,400000.0,2,0,0,0
1156,43,1,1,540,2,1,1.0,3.0,1,4.0,5,1,2,2,400000.0,0,1,0,0
1157,56,0,1,480,1,0,2.0,3.0,1,3.0,6,1,1,4,540705.0,1,0,1,0
1158,55,0,2,360,1,0,1.0,4.0,3,3.0,7,0,3,3,390000.0,0,0,0,0
1160,34,0,3,1200,1,1,1.0,3.0,1,4.0,2,0,3,2,260550.0,2,1,0,0
1161,36,1,2,2040,1,1,1.0,3.0,2,3.0,4,0,4,1,334995.0,1,0,0,0
1163,55,1,2,1020,1,1,1.0,3.0,2,3.0,3,0,5,1,336165.0,1,1,0,0
1164,53,0,3,840,1,0,1.0,3.0,1,4.0,1,0,4,2,372660.0,2,1,0,0
1165,25,1,3,780,1,1,2.0,3.0,0,3.0,2,0,4,0,255135.0,1,1,1,0
1167,37,1,2,900,1,1,1.0,3.0,0,3.0,2,0,3,0,300000.0,2,0,0,0
1170,24,1,2,900,1,0,2.0,4.0,0,3.0,2,0,4,0,261255.0,2,0,1,1
1171,21,1,2,720,1,0,1.0,3.0,0,3.0,2,0,4,0,300000.0,0,1,0,1
1172,32,1,2,1320,1,0,2.0,3.0,2,3.0,2,0,3,1,299100.0,0,0,1,0
1173,22,1,2,900,1,0,1.0,3.0,0,3.0,2,0,4,0,255645.0,0,1,0,1
1175,59,0,2,1320,1,0,1.0,3.0,3,4.0,5,0,4,3,570000.0,2,1,0,0
1176,32,1,2,720,1,0,1.0,3.0,0,3.0,3,0,4,2,252405.0,1,1,0,0
1177,24,1,2,660,1,1,1.0,4.0,0,3.0,2,0,3,0,261930.0,0,0,0,0
1178,26,0,2,480,1,0,1.0,3.0,0,3.0,2,0,3,0,254025.0,2,1,0,0
1179,43,1,2,900,0,0,2.0,3.0,1,3.0,1,0,4,2,316980.0,1,1,1,0
1180,35,1,2,720,0,1,1.0,3.0,1,3.0,1,0,3,2,355950.0,0,1,0,0
1181,30,0,3,840,0,1,1.0,3.0,0,4.0,5,0,3,0,266310.0,1,1,0,0
1182,35,1,2,660,0,1,1.0,3.0,0,3.0,2,0,3,0,260745.0,1,1,0,0
1183,27,0,3,1260,0,0,1.0,3.0,1,3.0,2,0,3,2,348300.0,0,0,0,0
1185,22,0,3,1320,1,1,1.0,3.0,0,3.0,2,1,3,0,263685.0,2,1,0,0
1186,55,0,3,960,0,0,1.0,3.0,3,4.0,1,1,4,3,500925.0,1,1,0,1
1187,25,1,2,1380,0,0,1.0,3.0,0,3.0,3,1,3,0,259575.0,0,1,0,0
1188,38,1,2,480,0,1,2.0,4.0,2,3.0,3,0,1,1,269220.0,0,1,1,0
1189,50,0,2,900,0,0,2.0,4.0,3,3.0,6,0,2,3,444960.0,0,1,1,0
1190,51,1,1,1020,1,1,1.0,3.0,3,3.0,4,0,5,3,278460.0,0,0,0,0
1191,27,0,1,840,1,0,1.0,3.0,0,3.0,3,0,5,0,270675.0,1,1,0,1
1192,33,0,1,480,1,1,2.0,3.0,0,3.0,2,0,4,0,270750.0,1,0,1,0
1193,30,1,1,600,1,0,1.0,3.0,0,3.0,1,0,3,0,257925.0,0,1,0,1
1194,36,1,1,1080,2,1,2.0,3.0,0,3.0,1,0,4,0,260130.0,0,1,1,0
