id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken,Age_int
812,32際,Self Enquiry,1,900秒,Small Business,male,2.0,4.0,Basic,3.0,8,0,3,Executive,318240.0,独身、車未所持、こども1人,1,32
813,56歳,Self Enquiry,1,9分,Large Business,Female,3.0,4.0,Standard,3.0,5,0,5,Senior Manager,361065.0,結婚済み 自動車未所有 こども2人,0,56
814,41歳,Self Enquiry,1,9分,Small Business,FEMALE,2.0,4.0,Basic,3.0,2,0,3,Executive,月収26.0万円,離婚済み/車所持/子供1人,0,41
815,52歳,Self Enquiry,1,10分,Large Business,male,3.0,4.0,Standard,3.0,年に2回,0,3,Senior Manager,363225.0,"未婚、車所持,子供2人",0,52
816,３６歳,Self Enquiry,1,7分,Small Business,Male,2.0,4.0,Basic,3.0,2,0,3,Executive,366105.0,離婚済み 車なし こども1人,0,36
817,24歳,Company Invited,1,23分,Small Business,ｆｅｍａｌｅ,2.0,4.0,Basic,3.0,年に2回,0,3,Exеcutive,309030.0,"離婚済み,車所持,子供1人",0,24
818,４１歳,Self Enquiry,1,6分,Salaried,Male,2.0,4.0,Deluxe,3.0,2,0,4,Manager,月収32.0万円,"未婚,乗用車なし,こども1人",0,41
820,25歳,Self Enquiry,1,8分,Salaried,Ｍａｌｅ,3.0,4.0,Basic,3.0,年に2回,0,4,Еxecutive,月収46.0万円,結婚済み、車未所持、子供2人,0,25
821,22歳,Self Enquiry,1,7分,Salaried,Female,3.0,4.0,Basic,3.0,2,0,4,Executive,295755.0,離婚済み/乗用車所持／子供有り(2人),0,22
822,41才,Company Invited,1,13分,Salaried,FE MALE,2.0,4.0,Standard,3.0,2,0,4,Senior Manager,391110.0,結婚済み、車所持、子供1人,0,41
823,33際,Self Enquiry,1,14分,Salaried,Male,3.0,4.0,Standard,3.0,3,0,4,Senior Manager,423450.0,結婚済み、自動車所有、子供有り 2人,0,33
824,38歳,Self Enquiry,1,9分,Salaried,Male,2.0,4.0,Deluxe,3.0,4,0,4,Manager,368835.0,結婚済み、車保有なし、こども1人,0,38
826,41歳,Self Enquiry,1,300秒,Salaried,Male,2.0,4.0,Standard,3.0,3,0,3,Senior Manager,489900.0,"離婚済み、車所持,こども1人",0,41
827,40代,Self Enquiry,1,18分,Salaried,Female,2.0,4.0,Super Deluxe,4.0,3,0,3,AVP,429585.0,結婚済み 自動車所有 こども1人,0,45
828,39歳,Company Invited,1,9分,Salaried,MALE,2.0,4.0,Basic,3.0,3,0,4,Manager,325560.0,結婚済み 車所持 子供有り 1人,0,39
829,53歳,Self Enquiry,2,840秒,Small Business,ＦＥＭＡＬＥ,3.0,3.0,deluxe,3.0,7,0,2,Manager,286920.0,結婚済み/車所持/子供2人,0,53
831,45歳,Self Enquiry,2,1860秒,Large Business,male,3.0,3.0,Deluxe,4.0,5,0,2,Manager,354135.0,結婚済み/車未所持/子供2人,0,45
832,28歳,Company Invited,2,16分,Large Business,Male,3.0,3.0,Deluxe,3.0,2,0,2,Manager,309390.0,結婚済み、車保有、子供2人,0,28
833,50代,Self Enquiry,2,11分,Salaried,male,3.0,3.0,Deluxe,4.0,5,0,2,Manager,月収32.0万円,結婚済み/車未所持/子供2人,0,55
834,41歳,Self Enquiry,2,17分,Salaried,Ｍａｌｅ,3.0,3.0,standard,3.0,5,0,1,Senior Manager,332085.0,結婚済み 自動車未所有 子供2人,0,41
835,31歳,Self Enquiry,3,17分,Small Business,female,3.0,3.0,basic,3.0,年に3回,0,2,Executive,255615.0,結婚済み、車所持、子供有り 2人,0,31
836,49歳,Self Enquiry,2,14分,Salaried,male,3.0,3.0,Deluxe,3.0,5,0,2,Manager,331905.0,結婚済み 車未所持 こども2人,0,49
837,二十五歳,Self Enquiry,2,600秒,Small Business,MALE,3.0,3.0,Deluxe,3.0,2,0,1,Manager,317310.0,結婚済み、車所持、子供2人,0,25
838,43歳,Self Enquiry,2,8分,Small Business,fe male,3.0,3.0,Deluxe,3.0,6,0,2,Manager,334980.0,"未婚,車未所持,2児",0,43
839,31歳,Self Enquiry,2,2040秒,Large Business,male,3.0,3.0,Deluxe,3.0,3,0,2,Manager,310395.0,結婚済み、乗用車なし、子供2人,0,31
840,37歳,Self Enquiry,2,11分,Salaried,Female,3.0,3.0,Deluxe,3.0,5,0,2,Manager,346125.0,結婚済み、車未所持、こども2人,0,37
841,45歳,Company Invited,2,9分,Salaried,MALE,3.0,3.0,Super Deluxe,3.0,2,0,2,AVP,370965.0,独身/車未所持／子供有り(2人),0,45
842,３５歳,Self Enquiry,2,8分,Small Business,Male,2.0,4.0,Basic,4.0,7,0,4,Executive,271410.0,結婚済み	自動車所有	こども1人,0,35
843,27才,Company Invited,2,21分,Small Business,female,1.0,4.0,Basic,3.0,3,0,3,Executive,月収30.0万円,未婚 車所持 子供なし,0,27
844,49歳,Self Enquiry,2,15分,Small Business,ｆｅ　ｍａｌｅ,2.0,4.0,Super Deluxe,4.0,6,0,4,AVP,471120.0,独身	車未所持	子供1人,0,49
845,46際,Self Enquiry,2,1200秒,Salaried,FE MALE,2.0,4.0,Deluxe,3.0,年に4回,0,3,Manager,357855.0,未婚	車未所持	子供1人,0,46
846,20歳,Self Enquiry,1,12分,Small Business,Male,3.0,4.0,Basic,4.0,年に3回,1,3,Executive,315060.0,独身/乗用車なし/こども2人,1,20
847,４５歳,Company Invited,2,9分,Small Business,Female,2.0,4.0,Deluxe,3.0,6,1,3,Manager,月収30.0万円,結婚済み、車なし、子供1人,1,45
848,48歳,Self Enquiry,1,10分,Salaried,Male,2.0,4.0,Super Deluxe,3.0,4,1,4,AVP,473325.0,結婚済み、車保有なし、こども1人,0,48
849,45歳,Self Enquiry,1,420秒,Small Business,male,2.0,6.0,Basic,3.0,年に3回,0,3,Executive,354105.0,結婚済み、自動車所有、子供1人,0,45
850,32歳,Company Invited,2,30分,Salaried,Male,3.0,4.0,Deluxe,3.0,3,0,2,Manager,369285.0,結婚済み/自動車未所有/子供2人,0,32
851,25歳,Self Enquiry,1,540秒,Large Business,male,3.0,3.0,BASIC,3.0,年に2回,0,2,Executive,258930.0,未婚	車未所持	こども2人,0,25
852,31歳,Self Enquiry,2,960秒,Salaried,Male,3.0,4.0,Basic,3.0,5,1,1,Executive,342900.0,離婚済み 乗用車なし こども2人,1,31
853,37歳,Company Invited,1,16分,Salaried,Female,3.0,3.0,Basic,3.0,3,0,2,Executive,315465.0,結婚済み/自動車未所有/こども2人,0,37
854,３３才,Self Enquiry,1,13分,Salaried,Male,3.0,3.0,BASIC,3.0,3,0,2,Executive,339435.0,"離婚済み,乗用車所持,こども2人",1,33
855,39歳,Self Enquiry,2,13分,Salaried,Male,3.0,4.0,Deluxe,3.0,2,0,2,Manager,323820.0,"結婚済み、車未所持,こども2人",0,39
857,37歳,Self Enquiry,1,22分,Small Business,Male,2.0,4.0,Basic,3.0,5,0,4,Executive,月収30.0万円,結婚済み 自動車未所有 子供有り(1人),0,37
858,36歳,Company Invited,1,1560秒,Salaried,MALE,2.0,4.0,Deluxe,3.0,7,0,4,Manager,345240.0,"未婚,車未所持,子供有り(1人)",0,36
859,50歳,Company Invited,1,8分,Salaried,Female,1.0,3.0,Super Deluxe,3.0,1,1,2,AVP,526770.0,独身、自家用車あり、無子,0,50
860,22歳,Company Invited,1,840秒,Salaried,Male,3.0,3.0,Basic,3.0,2,0,2,Executive,264315.0,離婚済み、自家用車なし、子供2人,0,22
861,四十歳,Company Invited,1,29分,Salaried,Female,2.0,6.0,Standard,3.0,4,0,4,Senior Manager,501375.0,結婚済み、自動車所有、子供有り 1人,1,4
862,50代,Self Enquiry,1,19分,Salaried,Female,2.0,3.0,Super Deluxe,4.0,5,0,3,AVP,565035.0,結婚済み／車あり／不明,0,55
863,31歳,Company Invited,2,1020秒,Small Business,MALE,3.0,5.0,Basic,4.0,年に1回,0,4,Executive,302100.0,"結婚済み、車所持,子供2人",1,31
865,21歳,Company Invited,2,1500秒,Small Business,FEMALE,2.0,5.0,Basic,3.0,2,0,4,Executive,262605.0,独身、車所持、子供1人,1,21
866,41歳,Company Invited,2,32分,Small Business,female,2.0,5.0,Deluxe,3.0,1,0,4,Μanager,333630.0,結婚済み/車未所持/こども1人,0,41
867,37歳,Self Enquiry,2,420秒,Small Business,Female,2.0,5.0,BASIC,3.0,4,0,3,Executive,316545.0,独身、車保有、子供1人,0,37
868,37歳,Self Enquiry,2,6分,Large Business,female,2.0,5.0,Basic,3.0,5,0,4,Executive,321120.0,結婚済み 車所持 子供1人,0,37
869,50代,Self Enquiry,2,14分,Salaried,Male,1.0,3.0,King,3.0,2,0,2,VP,530895.0,結婚済み／車所持／子供無し,0,55
870,51歳,Self Enquiry,1,16分,Salaried,Male,1.0,3.0,Super Deluxe,3.0,1,0,2,АVP,560550.0,離婚済み　車所持　子供無し,0,51
871,40代,Company Invited,2,8分,Small Business,MALE,2.0,5.0,Standard,3.0,年に2回,1,2,Senior Manager,435585.0,独身、車未所持、こども1人,0,45
872,37歳,Company Invited,3,7分,Salaried,female,2.0,5.0,STANDARD,4.0,2,0,3,Senior Manager,470970.0,結婚済み、車所持、子供1人,0,37
873,33歳,Company Invited,2,23分,Salaried,Ｍａｌｅ,2.0,5.0,Deluxe,3.0,3,0,4,Manager,323160.0,結婚済み/自動車未所有/子供1人,0,33
874,36歳,Company Invited,1,13分,Small Business,fe male,2.0,5.0,Standard,3.0,2,0,2,Senior Manager,441165.0,未婚 車未所持 こども1人,0,36
875,38歳,Self Enquiry,1,720秒,Small Business,Male,3.0,5.0,Deluxe,3.0,3,0,3,Manager,月収31.0万円,結婚済み、乗用車所持、こども2人,0,38
876,20歳,Company Invited,1,960秒,Small Business,Male,3.0,5.0,Basic,3.0,3,0,3,Executive,343230.0,結婚済み/車保有/子供2人,0,20
877,39歳,Self Enquiry,1,7分,Small Business,Male,2.0,5.0,Basıc,3.0,4,0,3,Executive,307905.0,離婚済み、自動車未所有、1児,0,39
878,39歳,Self Enquiry,1,25分,Small Business,Male,2.0,5.0,Deluxe,4.0,7,0,4,Manager,348840.0,未婚 自動車未所有 子供1人,0,39
879,19歳,Self Enquiry,1,480秒,Small Business,Ｍａｌｅ,3.0,5.0,Basic,4.0,7,0,5,Executive,月収30.0万円,離婚済み/自動車所有/子供2人,1,19
880,35才,Company Invited,3,17分,Small Business,FEMALE,3.0,5.0,Standard,3.0,2,0,4,Senior Manager,323160.0,離婚済み 車所持 2児,0,35
881,二十九歳,Self Enquiry,1,7分,Salaried,Male,3.0,5.0,Basic,3.0,半年に1回,0,3,Executive,401580.0,結婚済み 車所持 子供2人,0,29
882,26歳,Self Enquiry,1,8分,Salaried,Male,3.0,5.0,Basic,3.0,3,0,5,Executive,357120.0,"結婚済み,自家用車あり,子供2人",0,26
883,40歳,Company Invited,1,9分,Salaried,female,2.0,5.0,Super Deluxe,3.0,2,0,3,AVP,547680.0,結婚済み	車所持	こども1人,0,40
884,27歳,Self Enquiry,1,8分,Salaried,ＭＡＬＥ,2.0,5.0,Basic,3.0,3,0,4,Executive,298635.0,結婚済み、車所持、子供1人,0,27
885,30歳,Company Invited,1,7分,Salaried,Ｍａｌｅ,3.0,5.0,Basic,3.0,7,0,3,Executive,267495.0,独身 自動車所有 子供2人,0,30
886,30歳,Company Invited,1,22分,Salaried,MALE,2.0,5.0,Basic,3.0,3,0,4,Executive,月収31.0万円,離婚済み 車所持 こども1人,0,30
887,55際,Self Enquiry,1,32分,Salaried,Female,2.0,5.0,Deluxe,3.0,1,0,4,Manager,月収30.0万円,結婚済み、自動車所有、こども1人,0,55
888,５１歳,Self Enquiry,1,18分,Salaried,Ｆｅｍａｌｅ,3.0,5.0,Delu×e,4.0,6,0,5,Manager,月収55.0万円,離婚済み	車所持	子供2人,0,51
889,30代,Company Invited,1,780秒,Salaried,male,2.0,5.0,Deluxe,3.0,1,0,5,Manager,299370.0,結婚済み、車所持、子供1人,0,35
890,40歳,Self Enquiry,1,9分,Small Business,Male,3.0,6.0,Basic,3.0,5,0,4,Executive,月収31.0万円,"離婚済み,乗用車なし,子供2人",0,40
891,32才,Company Invited,2,540秒,Small Business,Female,1.0,5.0,Basic,3.0,3,0,3,Executive,256455.0,独身　自動車未所有 子供無し,0,32
892,51才,Company Invited,2,17分,Small Business,Male,1.0,6.0,BASIC,3.0,5,0,2,Executive,301215.0,独身 車所持 子供なし,0,51
893,38歳,Self Enquiry,1,8分,Salaried,female,3.0,600.0,Basic,3.0,5,0,3,Executive,312480.0,独身／車所持／子供2人,0,38
894,18歳,Self Enquiry,2,9分,Salaried,female,2.0,5.0,Standard,4.0,3,1,3,Senior Manager,412260.0,独身、車所持、子供1人,0,18
895,45歳,Self Enquiry,1,10分,Small Business,male,2.0,5.0,Deluxe,3.0,3,0,3,Manager,319740.0,結婚済み	車未所持	子供1人,0,45
896,４５歳,Self Enquiry,2,9分,Small Business,Female,3.0,5.0,DELUXE,4.0,3,0,1,Manager,342060.0,離婚済み、車なし、子供2人,0,45
897,54歳,Company Invited,2,9分,Salaried,Male,2.0,6.0,Standard,3.0,5,0,3,Senior Manager,349260.0,結婚済み/車未所持／1児,1,54
898,54歳,Self Enquiry,1,28分,Salaried,Male,3.0,5.0,Super Deluxe,3.0,5,0,4,AVP,545625.0,"結婚済み,自家用車なし,不明",0,54
900,49歳,Company Invited,1,7分,Large Business,Male,2.0,4.0,basic,3.0,7,0,2,Executive,月収50.0万円,独身、自動車所有、子供無し,0,49
902,37歳,Self Enquiry,1,10分,Small Business,Male,3.0,4.0,Basic,3.0,3,0,2,Executive,323670.0,独身 自動車未所有 子供2人,1,37
903,40代,Self Enquiry,3,11分,Small Business,Ｆｅ　Ｍａｌｅ,2.0,2.0,STANDARD,4.0,7,0,2,Senior Manager,月収44.0万円,離婚済み、車所持、子供1人,0,45
905,２８歳,Self Enquiry,2,2040秒,Small Business,female,2.0,3.0,Deluxe,3.0,2,0,2,Manager,339825.0,結婚済み、車未所持、子供1人,0,28
906,54歳,Self Enquiry,2,34分,Small Business,FEMALE,2.0,3.0,STANDARD,3.0,5,0,2,Senior Manager,341640.0,結婚済み/車所持/子供1人,0,54
907,37歳,Self Enquiry,1,15分,Large Business,Male,1.0,4.0,BASIC,4.0,1,0,4,Executive,261960.0,独身　車保有なし　子供ゼロ,1,37
908,49歳,Company Invited,2,480秒,Large Business,Female,1.0,4.0,Standard,4.0,2,0,3,Senior Manager,366465.0,結婚済み、自家用車あり、子供無し,0,49
909,32歳,Company Invited,1,540秒,Small Business,Female,1.0,4.0,Basic,4.0,1,1,3,Executive,274050.0,独身	自動車所有	子供無し,1,32
911,38歳,Company Invited,1,9分,Small Business,male,2.0,3.0,Basic,3.0,2,0,2,Executive,260910.0,結婚済み／車未所持／子供有り 1人,0,38
912,55歳,Company Invited,1,14分,Salaried,Female,1.0,4.0,Super Deluxe,5.0,年に5回,0,4,AVP,488490.0,独身/自家用車あり／子供なし,0,55
913,33歳,Company Invited,2,22分,Salaried,Male,1.0,4.0,Standard,4.0,2,0,3,Senior Manager,347490.0,未婚、自家用車なし、無子,0,33
914,五十歳,Self Enquiry,1,11分,Salaried,male,2.0,2.0,Deluxe,3.0,3,1,1,Manager,月収40.0万円,未婚 自家用車なし 子供1人,0,5
915,45歳,Company Invited,1,32分,Small Business,Ｆｅ　Ｍａｌｅ,2.0,2.0,Deluxe,3.0,3,1,2,Manager,364365.0,"未婚,車未所持,子供1人",0,45
916,25歳,Company Invited,2,32分,Small Business,Female,1.0,4.0,Basic,3.0,1,0,2,Executive,252525.0,"独身、自動車未所有,子供ゼロ",1,25
917,36才,Self Enquiry,2,11分,Salaried,Male,2.0,4.0,Deluxe,3.0,5,0,2,Manager,356520.0,離婚済み、車未所持、子供1人,0,36
918,４８歳,Company Invited,2,420秒,Small Business,Male,1.0,4.0,Basic,3.0,2,0,2,Executive,242280.0,"独身,乗用車なし,子供無し",1,48
919,30代,Self Enquiry,1,18分,Salaried,Ｍａｌｅ,2.0,4.0,Deluxe,3.0,2,0,2,Manager,344520.0,離婚済み、自動車所有、子供1人,0,35
920,25歳,Company Invited,1,840秒,Small Business,Male,1.0,4.0,Basic,3.0,7,0,2,Executive,月収30.0万円,独身/車所持/子供無し,0,25
921,28歳,Self Enquiry,2,9分,Small Business,Male,2.0,3.0,Basic,3.0,2,0,3,Executive,259050.0,結婚済み 乗用車なし 子供1人,0,28
924,41歳,Self Enquiry,2,7分,Small Business,Ｆｅｍａｌｅ,2.0,3.0,Deluxe,3.0,4,0,4,Manager,326325.0,未婚、自動車所有、子供1人,0,41
925,51歳,Company Invited,2,7分,Small Business,Ｍａｌｅ,2.0,4.0,King,3.0,年に6回,0,2,VP,月収50.0万円,結婚済み　車あり　子供1人,0,51
926,51歳,Company Invited,2,23分,Small Business,Female,1.0,3.0,DELUXE,4.0,1,0,4,Manager,366045.0,離婚済み、自家用車あり、非育児家庭,0,51
927,53歳,Company Invited,3,14分,Small Business,Male,1.0,3.0,SUPER DELUXE,4.0,年に2回,0,4,Senior Manager,449235.0,独身、車なし、子供ゼロ,0,53
928,57歳,Company Invited,3,17分,Small Business,male,1.0,3.0,Super Deluxe,4.0,年に1回,0,4,AVP,月収40.0万円,結婚済み/車所持/無子,0,57
929,36歳,Self Enquiry,2,15分,Large Business,Female,1.0,3.0,Super Deluxe,4.0,1,0,3,AVP,月収30.0万円,離婚済み、乗用車所持、子供無し,0,36
930,３７歳,Company Invited,2,13分,Small Business,female,1.0,3.0,Standard,4.0,1,0,4,Senior Manager,月収41.0万円,離婚済み 車所持 子供なし,0,37
932,２９才,Company Invited,2,15分,Small Business,Ｆｅｍａｌｅ,1.0,3.0,Standard,4.0,2,0,3,Senior Manager,352830.0,離婚済み、車保有、子供なし,0,29
933,49歳,Self Enquiry,2,900秒,Small Business,female,1.0,3.0,Basic,4.0,5,0,3,Executive,350955.0,離婚済み、車所持、子供無し,0,49
934,37歳,Company Invited,2,1080秒,Large Business,Male,1.0,3.0,BASIC,4.0,1,0,4,Executive,252480.0,"離婚済み,自家用車なし,無子",1,37
935,55歳,Company Invited,2,9分,Small Business,Fe Male,1.0,4.0,Standard,4.0,4,0,4,Senior Manager,月収40.0万円,離婚済み、車未所持、子供なし,0,55
936,43才,Self Enquiry,1,24分,Small Business,Female,1.0,3.0,Basiϲ,4.0,1,0,4,Executive,月収26.0万円,独身	車あり	無子,0,43
937,45歳,Self Enquiry,2,17分,Small Business,Male,1.0,3.0,Basic,4.0,2,0,4,Executive,261195.0,結婚済み/自動車所有/子供無し,1,45
938,46歳,Self Enquiry,2,15分,Small Business,Female,2.0,3.0,deluxe,4.0,2,0,4,Manager,355785.0,結婚済み　車所持　子供の数不明,0,46
939,27歳,Self Enquiry,3,300秒,Large Business,MALE,1.0,3.0,standard,4.0,2,0,4,Senior Manager,月収40.0万円,"結婚済み,車未所持,子供なし",0,27
940,60歳,Self Enquiry,3,17分,Small Business,male,1.0,3.0,King,4.0,1,0,5,Senior Manager,月収37.0万円,結婚済み	車所持	子供なし,0,60
941,52歳,Company Invited,2,11分,Small Business,male,1.0,3.0,Basic,4.0,年に2回,0,4,Executive,268215.0,"結婚済み,車未所持,子供無し",0,52
942,55歳,Company Invited,1,11分,Small Business,Ｍａｌｅ,1.0,3.0,Super Deluxe,5.0,4,0,4,ΑVP,292830.0,離婚済み、自動車所有、子供なし,0,55
943,四十八歳,Company Invited,1,12分,Large Business,FE MALE,1.0,3.0,Standard,4.0,1,0,4,Senior Manager,月収40.0万円,未婚、車所持、子供なし,0,48
944,24歳,Self Enquiry,1,7分,Large Business,Ｍａｌｅ,1.0,3.0,Basic,4.0,2,0,4,Еxecutivе,267045.0,独身 車未所持 子供なし,1,24
945,30際,Company Invited,1,15分,Small Business,Female,1.0,3.0,Basic,4.0,半年に1回,0,3,Executive,261045.0,結婚済み 乗用車所持 子供なし,1,30
946,34歳,Company Invited,2,17分,Salaried,male,2.0,2.0,Deluxe,3.0,2,0,4,Manager,344160.0,未婚/車未所持/子供1人,0,34
947,37歳,Company Invited,2,25分,Salaried,Male,2.0,2.0,Deluxe,3.0,年に3回,0,4,Manager,358860.0,"未婚、車所持,こども1人",0,37
949,33歳,Company Invited,1,8分,Large Business,Female,1.0,3.0,Basic,4.0,4,1,3,Executive,258960.0,離婚済み 自家用車あり 無子,1,33
950,50歳,Company Invited,1,16分,Large Business,Female,1.0,3.0,Standard,4.0,2,1,3,Senior Manager,444405.0,結婚済み 自動車所有 子供なし,0,50
952,四十一歳,Self Enquiry,2,420秒,Small Business,Male,2.0,2.0,Deluxe,3.0,2,1,3,Manager,月収36.0万円,結婚済み 自家用車なし こども1人,0,41
953,31歳,Company Invited,2,840秒,Salaried,Female,1.0,3.0,Standard,4.0,2,0,4,Senior Manager,月収30.0万円,離婚済み、自動車所有、子供無し,0,31
954,５０代,Company Invited,1,17分,Salaried,MALE,1.0,3.0,Super Deluxe,4.0,6,0,4,AVP,458220.0,未婚、車所持、非育児家庭,0,10
955,49歳,Company Invited,1,16分,Salaried,Ｆｅｍａｌｅ,1.0,3.0,standard,4.0,年に5回,0,4,Senior Manager,363540.0,未婚 自動車所有 子供なし,0,49
956,五十四歳,Self Enquiry,1,16分,Salaried,fe male,1.0,3.0,Standard,4.0,2,0,4,Senior Manager,372000.0,離婚済み、車所持、子供なし,0,54
957,22歳,Self Enquiry,2,13分,Small Business,Male,2.0,4.0,Basic,3.0,3,0,2,Executive,254130.0,独身　車保有なし　こども1人,1,22
958,31歳,Self Enquiry,3,24分,Salaried,Male,2.0,3.0,Standard,3.0,3,0,2,Senior Manager,379020.0,結婚済み	車所持	子供1人,1,31
959,51歳,Company Invited,3,16分,Salaried,Fe Male,2.0,3.0,Standard,3.0,3,0,2,Senior Manager,432825.0,未婚 自動車所有　子供1人,0,51
960,54歳,Self Enquiry,2,12分,Small Business,Male,2.0,3.0,king,3.0,5,0,1,VP,417405.0,"結婚済み,自家用車なし,子供1人",0,54
961,４０歳,Company Invited,3,14分,Small Business,fe male,2.0,3.0,Deluxe,3.0,2,0,2,Manager,347355.0,未婚 車所持 子供有り 1人,0,4
962,51歳,Self Enquiry,3,900秒,Small Business,Ｍａｌｅ,2.0,3.0,Deluxe,3.0,年に7回,0,1,Manager,420270.0,結婚済み	自動車所有	子供1人,0,51
963,49才,Self Enquiry,2,30分,Small Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,月収40.0万円,結婚済み/車未所持/子供1人,0,49
965,52歳,Self Enquiry,2,1680秒,Small Business,Male,2.0,3.0,DELUXE,3.0,5,0,2,Manager,346605.0,結婚済み 車未所持 1児,0,52
966,53歳,Company Invited,2,16分,Small Business,MALE,3.0,3.0,Super Deluxe,3.0,3,0,1,AVP,458550.0,結婚済み 車所持 子供2人,0,53
967,33才,Self Enquiry,1,21分,Small Business,female,2.0,1.0,Basic,3.0,2,0,4,Executive,266925.0,結婚済み、車所持、子供1人,1,33
969,44歳,Self Enquiry,1,840秒,Small Business,Male,2.0,3.0,BASIC,3.0,4,0,5,Executive,312195.0,結婚済み、自動車未所有、子供有り 1人,0,44
970,37歳,Self Enquiry,2,13分,Small Business,Male,3.0,4.0,Вasic,3.0,3,0,4,Executive,345825.0,"未婚、車なし,子供2人",0,37
971,33歳,Self Enquiry,2,13分,Small Business,male,3.0,3.0,King,3.0,6,0,5,VP,月収40.0万円,結婚済み 車未所持 子供有り 2人,0,33
972,30代,Self Enquiry,2,900秒,Small Business,Male,3.0,4.0,Βasic,3.0,7,0,5,Executive,318525.0,未婚 自動車未所有 こども2人,0,35
974,38際,Company Invited,2,16分,Salaried,Ｆｅｍａｌｅ,1.0,3.0,Standard,4.0,2,1,3,Senior Manager,月収40.0万円,未婚、自家用車なし、子供なし,0,38
975,２９歳,Self Enquiry,3,17分,Salaried,Female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,324870.0,結婚済み 自動車所有　1児,0,29
976,４０代,Self Enquiry,2,780秒,Salaried,Male,2.0,3.0,deluxe,3.0,3,0,2,Manager,月収35.0万円,離婚済み 車保有 子供有り(1人),0,9
977,48歳,Self Enquiry,2,6分,Small Business,male,2.0,3.0,Deluxe,3.0,1,0,2,Manager,月収30.0万円,結婚済み　車未所持　こども1人,0,48
978,31歳,Self Enquiry,2,6分,Small Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,424350.0,結婚済み、車所持、1児,0,31
979,３９才,Company Invited,2,780秒,Salaried,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,316980.0,未婚 車所持 子供有り(1人),0,39
980,32歳,Self Enquiry,2,660秒,Small Business,Male,2.0,3.0,King,4.0,2,0,1,VP,555450.0,結婚済み、車未所持、子供1人,0,32
981,35歳,Self Enquiry,2,32分,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,2,Manager,351060.0,結婚済み 乗用車なし 2児,0,35
982,40代,Company Invited,2,27分,Small Business,Female,2.0,3.0,deluxe,3.0,3,0,2,Manager,349200.0,"離婚済み,自動車未所有,子供1人",0,45
983,43歳,Self Enquiry,3,15分,Salaried,Male,2.0,300.0,De|uxe,3.0,3,0,1,Manager,451395.0,未婚、自動車未所有、こども1人,0,43
984,30代,Company Invited,2,1980秒,Small Business,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,344325.0,結婚済み/車未所持/子供1人,0,35
985,32歳,Self Enquiry,2,22分,Salaried,Male,2.0,3.0,DELUXE,3.0,2,0,1,Manager,307890.0,離婚済み、車未所持、子供有り 1人,0,32
986,42歳,Self Enquiry,3,13分,Small Business,ｍａｌｅ,2.0,3.0,Deluxe,3.0,5,0,1,Manager,345450.0,未婚／車未所持／子供1人,0,42
987,37歳,Company Invited,2,10分,Small Business,Male,3.0,4.0,Basic,3.0,3,0,2,Executive,394320.0,未婚	自動車未所有	子供有り(2人),0,37
988,40歳,Company Invited,2,16分,Salaried,MALE,2.0,3.0,Deluxe,4.0,2,0,2,Μanager,月収33.0万円,結婚済み 車未所持 こども1人,0,40
989,30歳,Self Enquiry,2,9分,Salaried,Male,2.0,3.0,Basic,3.0,2,0,1,Executive,253110.0,離婚済み 自家用車なし 子供1人,0,30
990,30歳,Self Enquiry,2,480秒,Salaried,male,2.0,3.0,basic,3.0,5,0,2,Executive,332700.0,離婚済み、車所持、子供1人,0,30
991,４３才,Company Invited,2,9分,Salaried,ｆｅｍａｌｅ,2.0,3.0,Deluxe,3.0,5,0,2,Manager,308460.0,離婚済み、車未所持、子供1人,0,43
992,35歳,Company Invited,2,14分,Salaried,Male,2.0,3.0,Deluxe,3.0,2,0,2,Managеr,390765.0,離婚済み 乗用車なし 子供1人,0,35
993,40代,Self Enquiry,3,600秒,Small Business,Female,2.0,3.0,Deluxe,3.0,2,0,1,Manager,月収33.0万円,離婚済み、車保有、子供1人,0,45
994,四十一歳,Company Invited,2,26分,Small Business,Ｆｅｍａｌｅ,2.0,3.0,Deluxe,3.0,7,0,2,Μanager,336195.0,未婚 自動車未所有 子供1人,0,41
995,30歳,Self Enquiry,2,27分,Large Business,Male,2.0,300.0,Deluxe,3.0,5,0,2,Manager,月収33.0万円,"未婚,車なし,1児",0,30
996,27歳,Company Invited,2,14分,Small Business,male,2.0,3.0,Basic,3.0,年に3回,0,2,Executive,307770.0,離婚済み、車所持、こども1人,0,27
997,36才,Self Enquiry,2,22分,Small Business,ｍａｌｅ,3.0,3.0,Standard,3.0,1,0,2,Senior Manager,381765.0,結婚済み、車所持、子供2人,0,36
998,20代,Self Enquiry,2,25分,Small Business,Ｆｅｍａｌｅ,2.0,3.0,Basic,3.0,3,0,2,Executive,295620.0,独身、乗用車なし、子供1人,1,25
