Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child
30,1,1,600,2,1,2,4,3,4,1,0,3,2,510480,0,2,1,0
20,2,2,540,2,1,3,5,4,3,2,0,2,4,304380,0,1,1,2
50,1,2,1740,0,1,3,5,3,3,12,0,2,0,350355,0,2,0,2
39,1,1,1920,1,0,4,4,4,3,3,0,2,4,449325,0,2,0,3
36,1,3,840,0,0,3,4,2,3,3,0,1,1,561525,0,0,0,2
28,1,2,480,0,0,3,4,2,3,3,0,3,1,495570,0,1,1,0
52,2,2,420,0,0,3,5,3,3,2,1,1,3,424770,0,2,1,2
59,1,2,1680,1,0,2,4,3,3,3,0,2,2,535065,0,2,1,0
52,1,2,960,1,0,2,3,3,3,1,0,2,0,315090,0,0,1,1
26,2,2,1020,1,1,2,3,4,3,2,0,2,4,262950,1,1,1,1
21,2,2,780,0,1,2,4,3,3,3,0,2,0,313950,0,1,0,1
30,1,3,780,1,1,2,3,1,3,2,0,1,3,358575,0,0,1,1
32,2,2,900,0,0,2,3,3,3,1,0,2,0,297360,0,0,1,1
34,1,3,840,1,0,2,3,3,3,3,0,2,0,340000,0,1,0,1
42,2,2,900,1,0,2,3,3,3,2,0,2,0,360195,0,2,0,1
28,1,2,480,1,0,2,3,4,3,2,0,1,4,259110,0,0,1,1
34,2,2,780,1,0,2,3,3,3,2,0,2,0,315600,0,1,0,1
30,1,2,1440,1,0,2,3,3,3,2,0,2,0,296820,0,1,0,1
30,2,3,780,1,1,2,3,3,3,2,0,2,0,307260,0,1,1,1
34,2,2,1680,0,0,2,3,3,3,12,0,2,0,311640,0,2,0,1
44,1,1,660,1,0,3,5,4,4,28,0,2,4,420000,0,1,0,2
36,2,1,1020,1,1,3,5,4,3,3,0,2,4,305640,0,0,1,2
51,2,1,480,0,1,3,3,3,3,1,0,1,2,280000,0,2,1,0
51,2,2,840,2,1,3,3,1,3,5,0,2,3,393915,0,2,0,0
47,1,1,480,0,1,3,3,3,3,4,0,2,2,498870,0,2,1,0
32,1,1,600,1,0,3,3,4,3,1,0,2,4,253725,1,1,0,0
33,1,1,1020,1,1,3,3,4,3,2,0,1,4,255615,0,1,1,0
22,2,2,840,1,0,3,3,4,3,2,0,2,4,256905,1,1,0,0
28,1,2,600,0,1,3,3,4,3,12,0,1,4,306360,0,2,1,0
33,1,2,1320,0,0,3,0,3,3,3,0,2,0,302520,0,2,0,0
45,2,1,420,1,1,3,3,4,3,5,0,2,4,259635,0,0,0,0
32,1,1,900,2,1,3,3,4,3,5,0,1,4,264540,0,2,0,0
53,1,2,960,0,0,3,4,4,3,5,1,2,4,270000,1,1,1,0
50,1,2,840,0,0,2,3,4,3,1,1,4,4,249570,1,1,1,0
33,1,1,480,0,0,3,5,1,3,5,1,1,3,460000,0,0,0,2
44,1,2,480,0,1,3,5,3,3,7,0,2,0,300000,0,2,0,2
33,1,2,1860,1,0,3,5,3,3,3,0,2,0,300000,0,1,0,2
40,1,2,540,2,0,3,5,3,3,5,0,1,0,421080,0,0,0,2
30,1,2,660,1,0,3,5,3,3,3,0,2,0,300000,0,0,1,2
44,1,2,540,0,1,2,3,1,3,16,1,2,3,440000,0,0,1,1
41,1,2,660,1,1,3,5,3,3,3,0,1,0,321825,0,2,1,2
59,2,1,540,0,1,2,3,4,3,2,0,2,0,270000,0,1,0,1
33,2,1,960,0,1,2,3,4,3,2,0,1,4,251910,0,2,1,1
31,2,1,540,0,0,2,3,4,3,7,0,2,4,263820,0,0,1,1
37,1,1,480,0,1,2,3,3,3,5,0,1,0,264855,0,1,0,1
38,1,1,540,0,0,2,3,4,3,2,0,1,4,262680,0,1,1,1
41,1,1,540,1,1,2,3,3,3,2,0,2,0,344310,0,1,0,1
56,2,1,960,1,1,2,3,3,4,1,0,1,2,430815,0,1,1,1
49,1,1,1380,1,0,2,3,1,3,1,0,2,3,523905,0,0,1,1
37,2,2,480,1,1,2,3,4,3,2,0,4,4,262890,1,1,0,0
34,1,1,1500,1,0,2,1,4,3,3,0,4,4,297810,0,0,1,0
25,2,1,900,1,0,2,3,4,3,2,0,4,4,252270,1,0,1,0
38,2,2,1080,1,0,2,3,3,3,20,0,4,0,343140,0,0,0,0
33,2,2,540,1,0,2,3,4,3,1,0,3,4,250000,0,0,0,0
40,2,2,960,1,0,2,3,4,3,1,0,4,4,262275,0,2,0,0
50,1,1,2100,1,0,2,3,2,3,6,0,5,1,470160,0,0,1,0
33,1,1,600,0,0,2,0,3,4,12,0,4,0,315840,0,1,0,0
32,1,1,480,0,0,2,1,4,3,2,0,4,4,258990,0,0,0,0
30,1,2,900,0,1,2,3,3,3,2,0,4,0,339180,0,2,1,0
38,2,1,780,0,0,2,3,3,3,5,0,4,0,310000,0,2,0,0
39,1,1,480,0,0,2,1,3,4,3,0,5,2,479325,0,0,0,0
23,1,1,780,1,1,3,5,4,3,6,0,1,4,315705,0,1,1,2
45,2,1,780,1,1,2,3,3,3,3,1,1,0,337905,0,2,1,1
25,2,2,720,1,0,3,5,3,3,3,0,2,0,420000,0,1,0,2
37,2,2,480,1,1,2,3,3,3,4,0,4,0,312855,0,0,0,1
28,2,3,780,1,1,2,3,3,3,3,0,4,0,298635,0,0,0,1
28,1,2,780,1,1,2,3,3,3,3,0,3,0,296220,0,0,0,1
30,2,2,780,1,1,2,3,3,3,1,0,4,0,296925,0,1,1,1
33,1,2,1020,2,0,2,3,3,3,3,0,4,0,258300,0,1,1,1
24,1,2,780,1,1,2,3,4,3,3,0,4,4,255210,1,2,0,1
48,2,3,420,2,0,2,3,1,3,2,0,3,3,311190,0,1,1,1
30,1,2,1620,1,1,2,3,3,3,1,0,4,0,326130,0,0,0,1
41,2,2,1260,1,0,2,3,3,3,2,0,3,0,325890,0,1,1,1
40,1,2,960,1,1,2,3,3,3,4,0,3,0,308400,0,0,1,1
30,1,3,960,0,0,2,3,3,3,3,0,4,0,346485,0,0,1,1
33,2,2,480,0,1,2,3,3,3,2,0,4,0,254760,0,1,1,1
28,2,2,780,0,0,2,3,3,3,3,0,3,0,292860,0,0,1,1
40,1,2,720,0,1,2,3,3,3,1,0,4,0,332295,0,0,0,1
32,2,2,1680,0,0,2,3,3,3,3,0,4,0,344010,0,0,1,1
31,2,2,900,0,0,2,3,1,3,2,0,4,3,328215,0,0,1,1
58,2,2,780,0,1,2,3,3,3,20,0,4,0,294450,0,1,0,1
48,2,2,780,1,0,2,4,1,3,2,1,3,3,400000,0,0,1,1
46,1,2,720,1,1,2,3,4,3,5,1,3,4,346545,1,2,0,1
31,2,2,660,1,0,2,3,4,3,2,1,3,4,269355,1,0,0,1
55,2,2,600,1,0,2,3,3,4,6,1,4,2,426510,0,0,1,1
31,1,2,660,1,1,3,5,4,3,1,0,1,4,264465,0,0,1,2
30,2,1,1440,0,0,2,6,4,3,3,0,2,4,349950,1,1,1,1
20,1,2,1320,0,1,2,3,3,3,20,1,4,0,332220,0,0,1,1
30,1,1,660,1,0,3,5,4,3,3,0,2,4,315510,0,0,0,2
20,1,1,1020,1,0,3,5,4,3,3,0,2,4,318675,0,0,0,2
46,1,2,1020,0,1,3,5,3,3,20,0,3,0,442125,0,0,1,0
35,2,1,780,1,0,2,3,3,3,3,0,4,0,291795,1,0,0,1
30,1,1,600,2,1,2,3,4,3,3,0,3,4,332985,0,0,0,1
22,1,1,840,2,0,2,3,4,4,2,0,4,4,263940,0,0,0,1
26,2,1,960,1,0,2,3,4,3,2,0,3,4,251370,0,0,0,1
37,2,1,780,1,1,2,3,3,3,3,0,4,0,295905,0,0,0,1
41,2,2,780,0,1,2,4,3,3,1,0,3,0,302775,0,2,0,1
47,2,1,780,0,0,2,3,3,3,3,0,4,0,297540,0,1,0,1
49,1,1,540,0,1,2,3,1,3,4,0,4,3,364860,0,0,1,1
40,2,1,780,0,0,2,3,3,3,1,0,4,0,311955,0,1,1,1
38,2,1,840,0,1,2,3,3,3,4,0,4,0,309885,0,2,0,1
30,1,1,960,0,0,2,3,3,3,2,0,4,0,261030,0,0,1,1
42,1,1,1740,0,0,2,3,3,3,3,0,4,0,317820,0,0,0,1
40,2,2,540,0,0,2,4,4,3,4,0,3,4,508050,1,1,0,0
50,1,2,900,0,0,2,3,2,3,16,0,3,1,500505,0,1,1,0
56,1,1,420,0,0,2,3,2,3,6,0,4,1,509760,0,1,1,0
36,1,1,780,1,1,3,6,4,3,3,0,2,4,319785,0,0,0,2
40,2,1,900,1,0,2,3,2,3,5,0,2,3,503670,0,2,1,0
41,1,1,1320,0,1,1,0,3,3,3,0,1,0,317055,0,2,0,0
52,1,1,960,0,0,2,3,2,3,6,1,5,1,503745,0,0,0,0
54,1,2,540,2,1,3,4,1,3,5,0,1,2,440685,0,2,1,2
34,1,2,840,0,1,3,4,4,3,3,0,1,4,316215,0,2,0,1
38,2,2,960,1,1,2,4,3,3,3,0,1,0,300000,0,2,1,1
34,2,2,480,1,1,2,4,4,3,3,0,2,4,319125,0,0,0,1
41,1,2,600,1,0,3,4,4,3,8,0,2,4,325980,0,1,1,2
24,2,2,900,1,0,2,4,4,3,2,0,2,4,312570,0,1,0,1
32,1,2,540,1,1,2,4,3,3,3,0,1,0,320000,0,1,0,1
47,1,2,480,0,0,3,4,1,3,5,0,1,3,417495,1,2,0,2
32,2,3,480,0,0,2,4,3,3,3,0,2,0,341280,0,1,0,1
33,1,2,780,1,0,3,4,1,3,2,0,2,3,354930,1,1,1,2
32,2,3,900,1,0,3,5,4,3,1,0,1,4,260805,1,1,0,2
32,2,3,1560,1,0,2,4,3,3,3,0,2,0,321270,0,1,0,1
37,2,2,1020,1,1,2,4,1,3,2,0,1,3,395160,0,2,1,1
30,1,3,1080,1,1,3,4,3,3,28,0,2,0,309990,0,1,1,2
45,1,2,600,1,0,2,4,3,3,3,0,2,0,325785,0,1,0,1
44,1,1,600,2,0,4,5,2,3,3,0,1,1,464160,0,1,1,0
42,1,2,600,1,0,2,4,3,3,3,0,1,0,300000,0,2,0,1
38,2,2,1920,2,0,2,4,4,3,3,1,2,4,320000,0,1,0,1
25,1,2,840,0,0,2,4,4,3,5,1,2,4,273030,1,2,1,1
55,2,2,420,1,0,3,4,1,3,2,1,2,3,402840,1,0,0,2
48,2,2,960,1,1,2,4,4,3,2,1,1,4,300000,0,1,1,1
54,1,1,780,1,1,3,4,3,3,2,0,1,2,449175,0,1,1,2
38,1,1,960,1,0,2,4,4,3,2,0,2,4,272550,0,2,1,1
28,2,1,480,0,0,3,4,3,3,12,0,1,0,332310,0,2,0,2
44,2,1,1920,0,0,2,5,3,3,3,0,1,0,357195,0,1,0,1
37,1,3,900,1,0,2,5,2,3,6,0,4,1,519240,1,0,1,1
28,1,2,480,2,0,3,4,3,3,2,0,3,2,337065,0,1,1,2
26,1,3,540,2,0,3,4,4,3,2,0,3,4,297315,0,2,1,2
33,1,2,1920,1,0,3,4,1,3,5,0,4,3,357720,0,0,1,2
29,1,2,420,1,0,3,4,1,3,5,0,3,3,429165,0,0,1,2
51,1,1,660,1,1,2,4,3,4,5,0,3,2,558465,0,0,1,0
28,1,2,840,0,1,3,4,3,3,12,0,3,0,330000,0,0,0,2
31,2,3,1800,0,0,3,4,3,3,3,0,4,0,333150,0,0,1,2
40,1,2,1980,0,0,3,4,3,3,20,0,3,0,357060,0,2,0,2
50,1,1,960,0,0,2,4,3,3,2,0,3,2,525060,0,0,1,0
46,1,2,840,0,0,3,4,3,3,3,0,1,2,544740,0,1,1,2
41,1,2,480,0,0,3,4,1,3,3,0,1,3,434460,1,1,1,2
38,2,2,1920,1,1,3,4,3,4,12,0,2,0,347820,0,1,1,2
34,2,2,1320,1,1,2,4,3,3,5,0,2,0,334605,0,0,1,1
45,2,3,1320,0,0,2,4,3,3,3,0,2,0,367320,0,1,0,1
30,1,2,960,1,0,3,4,1,4,20,0,2,3,349230,0,1,0,2
39,2,2,840,1,0,2,5,4,3,8,0,2,4,336195,0,0,1,1
42,2,2,720,1,0,2,4,3,3,8,0,2,3,406920,0,2,1,1
23,1,2,420,1,0,3,4,1,3,12,0,2,3,315540,0,2,0,2
35,1,2,1260,1,1,2,4,3,3,2,0,2,0,331560,0,2,1,1
55,1,2,900,0,1,3,4,3,4,7,0,2,0,356880,0,2,1,2
24,1,3,1380,1,1,2,4,3,3,3,0,1,0,357285,0,2,1,1
40,2,2,300,1,0,3,4,1,3,7,0,2,3,500000,0,0,0,2
55,1,2,720,2,1,3,4,3,3,20,0,2,2,500000,0,2,1,2
41,1,2,540,0,0,2,4,3,3,3,0,2,0,375045,0,1,1,1
41,1,2,1680,1,0,2,4,3,3,8,0,2,0,366735,0,0,0,1
40,1,2,900,0,0,3,4,3,3,7,0,2,0,378840,0,1,0,2
36,1,2,480,1,0,3,4,3,3,2,0,1,4,268755,1,2,1,2
46,1,2,780,2,1,2,4,3,3,4,0,2,0,292890,0,1,1,1
52,2,2,1020,1,0,3,4,1,3,2,0,2,3,406845,0,2,0,2
40,1,2,1800,1,1,2,4,3,4,2,0,2,0,452985,0,1,1,1
31,1,2,780,1,1,2,4,3,3,2,0,2,0,349455,0,1,0,1
42,1,2,720,1,0,3,4,3,4,7,0,2,0,328080,0,1,1,2
35,1,3,900,1,0,2,4,4,3,3,0,2,4,316515,0,2,0,1
31,1,2,420,1,0,3,4,1,3,1,0,1,3,493260,0,1,1,2
40,1,2,540,1,0,3,4,1,4,7,0,1,3,500000,0,1,0,2
53,2,2,480,0,0,2,4,3,3,2,0,1,1,400815,0,0,1,1
31,2,2,2040,1,1,3,4,3,3,7,0,2,0,342330,0,2,0,2
36,2,2,1740,1,0,2,4,3,3,2,0,2,0,307830,0,2,1,1
50,2,3,540,2,0,3,4,1,4,2,0,1,3,528570,0,1,0,2
37,1,2,1620,0,1,2,4,3,3,12,0,2,0,405150,0,2,1,1
44,1,3,660,0,0,2,4,1,3,7,0,1,3,388185,0,1,0,1
35,1,3,900,0,0,3,4,3,3,3,0,2,0,350445,0,1,0,2
43,2,2,720,0,0,2,4,1,3,2,0,2,3,425655,0,2,0,1
57,1,2,1200,1,1,2,4,3,3,2,0,1,0,448500,0,2,1,1
41,1,2,1020,1,0,2,4,3,3,2,0,1,0,352350,0,0,1,1
45,1,2,720,0,1,2,4,3,3,5,0,2,0,367905,0,2,0,1
52,2,2,780,0,1,2,4,1,3,5,0,2,3,433290,0,1,1,1
45,1,3,540,1,0,2,4,3,3,2,0,2,0,377835,0,1,0,1
40,1,3,240,0,1,3,4,1,3,5,0,1,3,360450,0,1,0,2
28,1,2,360,1,0,3,4,1,3,2,0,1,3,345870,0,1,0,2
39,2,2,480,0,0,2,4,1,3,2,0,2,3,388290,0,1,1,1
48,2,2,720,0,0,2,4,3,3,2,0,2,0,298740,0,1,0,1
50,1,2,480,2,0,2,4,1,3,7,0,2,3,366540,0,1,0,1
53,1,2,540,1,0,3,4,1,4,3,0,1,3,458310,0,0,1,2
35,2,2,660,0,1,2,4,3,3,3,0,1,2,409185,0,2,1,1
44,2,2,480,1,0,3,4,1,3,5,0,1,3,376665,0,0,1,2
41,2,2,900,1,0,2,4,3,3,3,0,2,0,376215,0,0,0,1
50,2,2,900,2,1,2,4,1,3,1,0,2,3,458250,0,2,1,1
50,1,2,420,1,0,3,4,4,3,20,0,1,4,351690,0,1,1,2
30,1,1,600,2,1,3,4,4,3,7,0,3,4,312300,0,0,1,2
40,1,1,960,1,1,3,4,1,3,2,0,3,3,400000,0,1,1,2
44,1,2,540,0,1,3,4,3,3,20,1,1,2,575355,0,2,1,1
26,1,2,960,1,1,3,4,3,3,3,0,5,0,395910,0,0,1,2
32,1,2,540,2,1,3,4,4,3,2,0,4,4,337545,0,0,0,2
40,2,1,720,1,0,3,4,4,3,3,0,4,4,314160,0,1,1,2
30,2,1,600,0,0,3,5,4,3,2,0,4,4,326985,0,1,0,2
31,1,1,480,1,1,3,4,4,3,7,1,3,4,300000,0,2,1,2
30,1,2,900,0,0,3,4,4,3,3,0,4,0,325290,0,0,1,2
55,2,1,1020,1,0,2,4,4,4,5,0,3,4,374355,0,0,1,0
38,1,2,420,0,0,3,4,3,3,12,1,2,0,344415,1,1,0,1
23,2,2,600,2,1,3,4,4,3,3,1,2,4,330000,1,0,0,2
29,1,2,960,1,1,3,3,4,3,2,0,4,4,264270,0,0,1,0
38,1,1,600,2,1,3,3,4,3,5,0,4,4,343140,0,2,1,0
50,2,2,420,1,1,3,3,4,3,5,0,3,4,254805,0,0,1,0
48,1,1,2100,2,0,3,3,3,4,20,0,3,0,423360,0,0,0,0
27,2,1,840,1,0,3,3,4,3,2,0,4,4,300000,1,1,1,0
27,2,1,540,2,0,3,4,4,4,7,0,4,4,306945,0,0,0,0
37,1,1,780,1,1,2,4,3,3,2,0,2,0,265965,0,2,1,1
20,1,1,960,1,0,3,4,3,3,3,0,2,0,351075,0,1,0,2
32,1,1,600,0,0,2,4,4,3,3,0,2,0,319410,0,0,0,1
47,1,1,1920,1,1,2,4,3,3,3,0,2,0,370000,0,1,0,1
36,2,1,540,1,0,2,5,4,3,2,0,1,4,413355,0,2,0,1
42,1,1,480,1,0,2,4,4,3,2,0,1,4,264135,0,2,1,1
40,2,1,1800,1,0,2,4,3,3,2,0,1,0,360855,0,2,1,1
48,1,1,540,1,0,2,4,3,3,3,0,2,2,578670,0,2,0,1
41,1,1,1020,1,0,2,4,4,4,7,0,2,4,269925,1,0,1,1
39,1,1,960,1,0,2,5,3,3,3,0,1,0,300000,0,2,0,1
27,1,1,720,0,1,2,4,4,3,3,0,2,4,266565,1,2,0,1
30,2,1,600,0,0,2,4,4,3,2,0,2,3,356655,0,1,0,1
30,2,1,840,0,0,2,4,4,3,8,0,2,4,269295,1,2,0,1
39,1,1,900,1,0,2,4,3,3,2,0,2,0,321270,0,1,0,1
36,2,1,900,0,0,3,4,4,3,1,0,2,4,340000,1,0,0,2
38,2,1,540,1,1,2,5,3,3,3,0,2,0,360000,0,1,1,1
32,1,1,1260,2,0,2,4,4,4,7,0,2,4,310410,0,0,1,1
42,1,1,360,2,1,3,4,1,4,2,0,1,3,400000,0,0,1,2
40,2,1,540,1,0,2,4,3,3,2,0,2,0,325080,0,0,0,1
37,1,1,1140,0,0,2,4,3,3,3,0,1,0,355980,0,0,0,1
42,1,1,480,1,0,2,4,4,3,8,0,2,4,300000,0,0,1,1
31,2,1,840,1,0,2,4,1,3,3,0,2,3,361200,0,0,1,1
45,1,1,420,0,1,2,4,4,3,28,0,2,4,356490,0,2,1,1
42,2,1,720,1,0,2,4,3,3,3,0,1,0,358800,0,1,0,1
36,2,2,1140,0,1,3,3,3,3,20,0,4,0,252270,0,1,0,0
34,2,1,720,0,0,2,4,1,4,2,0,1,3,431145,0,1,0,1
47,1,1,420,0,0,2,4,3,3,7,0,2,0,326910,0,0,1,1
42,1,1,780,0,1,2,4,3,3,4,0,1,0,397680,0,0,0,1
60,1,1,660,1,1,2,4,3,3,3,0,1,3,549225,0,0,1,1
43,1,1,540,1,0,3,4,4,3,5,0,1,4,316035,1,2,0,2
37,1,3,840,0,1,3,3,3,3,1,0,4,0,260400,0,0,1,0
38,2,1,660,1,1,2,4,3,4,3,0,2,0,300000,0,1,0,1
27,1,1,780,0,0,3,4,3,3,3,0,2,2,345615,0,1,0,2
33,2,1,360,0,0,3,4,4,3,1,0,1,4,300000,0,2,0,2
50,1,1,660,0,1,3,4,1,3,12,1,2,3,489960,0,0,1,2
26,1,1,420,0,1,3,4,4,3,20,1,2,4,264375,1,2,1,2
51,2,2,900,1,1,3,4,1,3,7,1,2,3,480630,1,1,0,2
42,2,3,1620,1,0,2,3,3,3,5,0,1,0,327330,0,2,1,1
23,2,3,1920,1,0,3,4,3,4,3,0,3,0,319140,0,0,1,2
29,1,2,1920,1,0,3,4,3,3,3,0,3,0,332250,0,0,1,2
23,2,2,1140,1,0,3,4,4,4,2,0,3,4,300000,1,1,0,2
27,1,2,480,1,0,3,4,3,3,3,0,4,0,303585,0,0,0,2
50,1,3,780,1,1,3,4,2,4,16,0,3,1,519885,0,2,1,2
20,1,2,420,1,0,3,4,4,3,2,0,3,4,307215,0,2,1,2
23,2,2,900,1,1,3,4,3,3,2,0,4,0,303495,0,1,0,2
48,1,3,960,1,1,3,4,4,3,12,0,4,4,363705,0,1,1,2
29,2,2,540,1,0,4,4,3,3,3,0,4,0,360000,0,0,0,3
32,1,2,660,0,0,3,5,1,3,12,0,2,3,347115,0,0,1,2
30,2,2,840,1,0,3,5,3,3,2,0,2,0,384360,0,1,1,1
20,1,3,480,1,0,2,5,3,3,3,0,1,0,328995,0,2,1,1
39,1,2,960,0,1,2,5,3,3,12,0,1,0,306330,0,2,0,1
20,2,2,540,0,0,3,4,1,4,2,0,3,3,463665,0,1,0,1
33,2,2,900,0,0,3,4,3,3,3,0,3,0,389550,0,0,1,2
33,1,2,1020,0,1,3,4,3,3,5,0,3,0,300000,0,2,1,2
42,1,2,1980,0,0,3,4,3,3,3,0,4,0,314820,0,0,0,2
30,1,2,360,0,1,3,4,1,4,2,0,4,3,267615,0,1,1,2
50,1,2,540,2,0,3,4,3,4,7,1,3,0,400000,0,0,1,1
52,1,2,780,1,0,3,4,2,4,5,1,3,2,554670,1,0,1,2
34,1,2,960,0,1,3,4,3,3,2,1,4,0,343980,0,2,0,2
43,1,2,540,0,0,3,4,1,3,5,1,3,3,498630,0,1,1,2
42,1,2,480,0,0,3,5,4,3,28,0,2,4,300000,0,2,0,2
22,1,2,960,1,0,2,5,3,3,12,0,1,0,353910,0,0,0,1
53,2,2,1380,0,0,2,3,3,3,12,0,1,0,400000,0,0,0,1
31,1,2,1080,1,0,2,3,3,3,3,0,1,0,424530,0,0,1,1
50,1,1,540,1,0,3,5,4,3,3,0,1,4,332325,0,1,0,2
22,2,1,540,0,0,3,5,4,3,3,0,1,4,300000,1,2,0,2
20,1,1,540,1,0,3,5,4,3,3,0,1,4,325785,1,1,0,2
50,1,1,600,1,0,2,5,4,3,3,0,2,4,315465,0,1,1,1
51,1,2,420,1,0,3,5,3,3,1,0,5,0,329055,0,0,1,2
32,1,2,420,1,0,3,5,3,3,7,0,3,0,443280,0,0,1,2
31,2,2,1020,1,0,2,3,4,3,3,1,2,4,266145,1,1,0,1
20,2,2,1740,0,0,2,3,3,3,3,1,2,0,300000,0,0,1,1
23,2,2,540,0,0,3,5,3,3,3,0,4,0,326910,0,1,1,2
35,1,2,540,2,0,3,5,3,3,5,1,3,0,400000,0,1,0,2
39,2,1,840,1,0,3,4,4,3,2,0,3,4,263820,0,2,1,2
30,2,1,1740,1,1,3,4,4,4,3,0,3,4,300000,0,1,0,2
28,1,1,540,1,0,3,4,4,3,3,0,3,4,317565,1,1,1,2
21,1,1,720,2,1,3,4,1,4,1,0,5,3,336450,0,0,1,2
34,2,1,780,1,0,3,4,2,4,3,0,3,1,326430,0,0,0,2
25,2,1,900,1,1,3,4,4,3,3,0,3,4,310000,0,1,0,2
35,1,1,480,2,1,3,4,4,3,3,0,3,4,323775,0,2,0,2
40,2,1,900,1,1,3,4,4,3,3,0,4,4,300000,0,1,1,2
47,2,1,840,1,1,3,4,4,4,12,0,3,4,326085,0,1,0,2
55,1,1,660,0,0,3,4,1,3,4,0,4,3,453840,0,0,1,2
34,1,1,540,0,0,3,4,4,3,2,0,4,4,306885,0,0,0,2
34,1,1,1500,0,0,3,4,4,3,28,0,3,4,263670,0,0,0,2
40,2,1,420,1,1,2,3,3,3,2,0,2,0,269565,0,1,0,1
28,1,1,960,0,0,2,5,3,3,3,1,2,0,350000,1,0,0,1
49,1,1,960,0,0,3,5,4,3,3,1,2,4,405435,1,0,0,2
40,1,1,600,1,1,3,5,4,3,1,0,4,4,353565,0,0,1,2
26,2,3,780,0,0,2,6,4,3,3,0,2,4,346875,1,2,1,1
31,2,1,780,0,0,3,5,4,3,2,0,3,4,429960,1,1,1,2
29,1,2,780,1,0,3,5,1,3,7,0,4,3,396150,0,0,1,2
21,1,2,1380,1,1,2,5,1,3,3,0,2,3,383895,0,0,0,1
24,1,2,480,1,1,3,5,4,3,2,0,1,4,300000,0,2,0,1
20,2,2,660,0,0,3,5,4,3,2,0,3,4,272955,1,1,1,2
47,1,3,1560,0,1,3,5,4,3,12,0,4,4,325710,0,0,1,2
59,1,2,840,0,1,2,5,3,3,5,0,2,2,427815,0,0,1,1
52,1,2,960,0,0,3,5,1,4,20,0,1,3,458085,0,0,1,2
48,1,3,840,1,1,3,5,1,3,2,0,2,3,377595,0,1,1,2
38,1,2,1380,0,0,2,5,3,3,3,0,2,0,329100,0,2,0,1
35,2,3,600,0,0,2,5,3,3,28,0,2,0,368145,0,0,0,1
31,2,2,840,0,0,2,5,3,4,3,0,2,0,350000,0,1,0,1
34,1,2,660,0,0,2,5,1,3,5,0,1,3,404370,0,1,0,1
33,1,3,1500,2,0,3,5,4,3,2,0,1,4,350000,0,0,0,2
50,1,2,1980,1,1,3,5,3,3,2,0,2,2,450000,0,1,1,2
35,2,3,1020,0,0,3,5,3,3,3,0,2,2,522855,1,1,0,2
31,1,2,900,1,0,3,5,4,4,2,0,2,4,317655,1,1,0,2
36,2,2,900,1,1,2,5,3,3,3,0,2,0,334575,0,0,1,1
44,1,2,480,1,0,2,5,3,3,7,0,2,0,321600,0,1,1,1
55,2,3,960,0,1,3,5,1,3,2,0,2,3,372930,0,1,1,2
32,2,2,540,0,0,3,5,4,3,5,0,1,4,270810,1,1,0,2
20,2,2,1200,1,0,3,5,4,3,8,0,1,4,316335,0,2,1,2
33,1,2,600,0,0,3,5,1,3,2,0,2,3,335415,0,0,0,2
24,1,2,600,0,0,2,5,3,3,3,0,2,0,339165,0,0,0,1
28,2,2,600,0,0,3,5,3,3,3,1,4,0,366765,0,1,0,2
46,2,1,1980,0,1,3,5,3,3,4,0,2,2,361455,0,0,0,2
36,1,1,1680,1,1,2,5,3,3,3,0,2,0,300000,0,0,0,1
50,1,1,1860,1,1,2,5,4,3,7,0,2,4,270975,0,0,1,1
32,1,1,660,1,1,3,5,4,3,3,0,2,4,310000,0,2,0,2
45,2,1,720,1,0,2,5,3,3,3,0,1,0,360000,0,1,0,1
36,1,1,900,0,0,2,5,4,3,2,0,2,4,314520,0,0,0,1
37,2,1,900,1,1,2,5,3,3,1,0,2,3,375840,0,1,1,1
50,2,1,1020,1,1,2,5,4,4,1,0,2,2,375375,0,2,1,1
41,2,1,1380,0,1,2,5,1,3,3,0,1,3,364455,0,0,1,1
42,1,1,420,0,0,2,5,4,3,1,0,1,4,320000,0,0,1,1
43,1,1,1680,1,1,2,5,3,3,5,0,1,0,300000,0,2,1,1
35,1,1,420,0,0,2,5,4,3,3,0,2,4,306825,1,0,1,1
38,1,1,600,0,0,3,5,2,4,5,0,2,1,459765,0,1,0,2
43,2,1,420,0,1,3,5,3,3,4,0,1,2,576810,0,2,1,2
52,1,1,900,0,0,2,5,3,3,5,1,2,2,499260,0,2,1,1
40,2,1,720,1,0,2,4,4,3,12,0,2,4,268770,0,0,0,1
41,1,1,900,2,0,3,5,1,3,2,1,2,3,404820,0,1,0,2
40,1,2,600,2,1,3,6,4,3,7,0,4,4,314790,0,1,0,2
40,2,2,660,1,1,2,4,4,4,6,0,2,4,271665,0,0,0,1
41,1,2,360,0,0,3,6,3,3,4,0,2,0,420870,0,0,0,2
40,1,2,780,1,0,3,5,3,3,28,0,3,0,319365,0,0,0,2
37,1,2,480,1,0,3,5,4,3,8,0,3,4,308955,0,0,1,2
34,1,2,780,0,0,3,5,3,3,12,0,4,0,319215,0,0,1,2
25,1,2,840,0,1,3,5,3,3,5,0,3,0,297630,0,0,1,2
