id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup
488,33,Self Enquiry,2,1920.0,Small Business,male,3.0,4.0,Standard,3.0,5.0,0,4,Senior Manager,12.78750863193871,0,Married,Has Car,2_child,30s
489,29,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,Standard,3.0,5.0,0,3,Senior Manager,12.969599069452654,0,Married,Has Car,2_child,20s
490,51,Self Enquiry,1,660.0,Small Business,female,2.0,4.0,Deluxe,4.0,5.0,0,3,AVP,13.232949018288249,0,Married,Has Car,0_child,50s
491,28,Self Enquiry,2,840.0,Salaried,female,3.0,4.0,Deluxe,3.0,12.0,0,3,Manager,12.706850963741102,0,Married,No Car,2_child,20s
492,31,Company Invited,3,1800.0,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,4,Manager,12.716351119637086,0,Married,Has Car,2_child,30s
493,40,Self Enquiry,2,1980.0,Salaried,male,3.0,4.0,Deluxe,3.0,20.0,0,3,Manager,12.78566191451278,0,Divorced,No Car,2_child,40s
494,50,Self Enquiry,1,960.0,Salaried,male,2.0,4.0,Deluxe,3.0,2.0,0,3,AVP,13.17126972530036,0,Married,Has Car,0_child,50s
495,46,Self Enquiry,2,840.0,Salaried,male,3.0,4.0,Deluxe,3.0,4.0,0,1,AVP,13.208065731330324,0,Single,Has Car,2_child,40s
496,41,Self Enquiry,2,480.0,Salaried,male,3.0,4.0,Standard,3.0,3.0,0,1,Senior Manager,12.98186146131614,1,Single,Has Car,2_child,40s
497,38,Company Invited,2,1920.0,Small Business,female,3.0,4.0,Deluxe,4.0,12.0,0,2,Manager,12.759443258608014,0,Single,Has Car,2_child,30s
498,34,Company Invited,2,1320.0,Small Business,female,2.0,4.0,Deluxe,3.0,5.0,0,2,Manager,12.720708999233024,0,Married,Has Car,1_child,30s
499,45,Company Invited,3,1320.0,Salaried,male,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,12.81399140414562,0,Single,No Car,1_child,40s
500,30,Self Enquiry,2,960.0,Small Business,male,3.0,4.0,Standard,4.0,20.0,0,2,Senior Manager,12.763488873348727,0,Single,No Car,2_child,30s
501,39,Company Invited,2,840.0,Small Business,male,2.0,5.0,Basic,3.0,8.0,0,2,Executive,12.725449602205922,0,Married,Has Car,1_child,30s
502,42,Company Invited,2,720.0,Small Business,male,2.0,4.0,Deluxe,3.0,8.0,0,2,Senior Manager,12.916374342390164,0,Divorced,Has Car,1_child,40s
503,23,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,Standard,3.0,12.0,0,2,Senior Manager,12.662043904976734,0,Divorced,No Car,2_child,20s
504,35,Self Enquiry,2,1260.0,Small Business,female,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,12.711567083746276,0,Divorced,Has Car,1_child,30s
505,55,Self Enquiry,2,900.0,Salaried,female,3.0,4.0,Deluxe,4.0,7.0,0,2,Manager,12.78515767186054,0,Divorced,Has Car,2_child,50s
506,24,Self Enquiry,3,1380.0,Small Business,female,2.0,4.0,Deluxe,3.0,3.0,0,1,Manager,12.786291860484251,0,Divorced,Has Car,1_child,20s
507,40,Company Invited,2,300.0,Small Business,male,3.0,4.0,Standard,3.0,7.0,0,2,Senior Manager,13.122365377402328,0,Married,No Car,2_child,40s
508,55,Self Enquiry,2,720.0,Large Business,female,3.0,4.0,Deluxe,3.0,20.0,0,2,AVP,13.122365377402328,0,Divorced,Has Car,2_child,50s
509,41,Self Enquiry,2,540.0,Salaried,male,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,12.834803964096274,0,Single,Has Car,1_child,40s
510,41,Self Enquiry,2,1680.0,Small Business,male,2.0,4.0,Deluxe,3.0,8.0,0,2,Manager,12.812397522134148,0,Married,No Car,1_child,40s
511,40,Self Enquiry,2,900.0,Salaried,male,3.0,4.0,Deluxe,3.0,7.0,0,2,Manager,12.84487187097334,0,Single,No Car,2_child,40s
512,36,Self Enquiry,2,480.0,Small Business,male,3.0,4.0,Deluxe,3.0,2.0,0,1,Executive,12.501559183756193,1,Divorced,Has Car,2_child,30s
513,46,Self Enquiry,2,780.0,Large Business,female,2.0,4.0,Deluxe,3.0,4.0,0,2,Manager,12.587555805133082,0,Single,Has Car,1_child,40s
514,52,Company Invited,2,1020.0,Small Business,male,3.0,4.0,Standard,3.0,2.0,0,2,Senior Manager,12.916190014443192,0,Divorced,No Car,2_child,50s
515,40,Self Enquiry,2,1800.0,Small Business,female,2.0,4.0,Deluxe,4.0,2.0,0,2,Manager,13.023616498910336,0,Single,Has Car,1_child,40s
516,31,Self Enquiry,2,780.0,Small Business,female,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,12.764132938596193,0,Single,No Car,1_child,30s
517,42,Self Enquiry,2,720.0,Small Business,male,3.0,4.0,Deluxe,4.0,7.0,0,2,Manager,12.70101580809836,0,Single,Has Car,2_child,40s
518,35,Self Enquiry,3,900.0,Small Business,male,2.0,4.0,Basic,3.0,3.0,0,2,Executive,12.665129072211204,0,Divorced,No Car,1_child,30s
519,31,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,Standard,3.0,1.0,0,1,Senior Manager,13.108793724700568,0,Single,Has Car,2_child,30s
520,40,Self Enquiry,2,540.0,Small Business,male,3.0,4.0,Standard,4.0,7.0,0,1,Senior Manager,13.122365377402328,0,Single,No Car,2_child,40s
521,53,Company Invited,2,480.0,Salaried,male,2.0,4.0,Deluxe,3.0,2.0,0,1,VP,12.901257748115684,0,Married,Has Car,1_child,50s
522,31,Company Invited,2,2040.0,Small Business,female,3.0,4.0,Deluxe,3.0,7.0,0,2,Manager,12.743533384250515,0,Divorced,No Car,2_child,30s
523,36,Company Invited,2,1740.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,12.637306210065365,0,Divorced,Has Car,1_child,30s
524,50,Company Invited,3,540.0,Large Business,male,3.0,4.0,Standard,4.0,2.0,0,1,Senior Manager,13.177932417748,0,Single,No Car,2_child,50s
525,37,Self Enquiry,2,1620.0,Salaried,female,2.0,4.0,Deluxe,3.0,12.0,0,2,Manager,12.912015116107472,0,Divorced,Has Car,1_child,30s
526,44,Self Enquiry,3,660.0,Salaried,male,2.0,4.0,Standard,3.0,7.0,0,1,Senior Manager,12.869239885182134,0,Single,No Car,1_child,40s
527,35,Self Enquiry,3,900.0,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,2,Manager,12.766961907966913,0,Single,No Car,2_child,30s
528,43,Company Invited,2,720.0,Salaried,male,2.0,4.0,Standard,3.0,2.0,0,2,Senior Manager,12.96138678730119,0,Divorced,No Car,1_child,40s
529,57,Self Enquiry,2,1200.0,Small Business,female,2.0,4.0,Deluxe,3.0,2.0,0,1,Manager,13.013666190132906,0,Divorced,Has Car,1_child,50s
530,41,Self Enquiry,2,1020.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,1,Manager,12.77238311683827,0,Married,Has Car,1_child,40s
531,45,Self Enquiry,2,720.0,Salaried,female,2.0,4.0,Deluxe,3.0,5.0,0,2,Manager,12.81558274973944,0,Divorced,No Car,1_child,40s
532,52,Company Invited,2,780.0,Salaried,female,2.0,4.0,Standard,3.0,5.0,0,2,Senior Manager,12.97916483668376,0,Single,Has Car,1_child,50s
533,45,Self Enquiry,3,540.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,12.842215518022323,0,Single,No Car,1_child,40s
534,40,Self Enquiry,3,240.0,Salaried,female,3.0,4.0,Standard,3.0,5.0,0,1,Senior Manager,12.795111304138766,0,Single,No Car,2_child,40s
535,28,Self Enquiry,2,360.0,Small Business,male,3.0,4.0,Standard,3.0,2.0,0,1,Senior Manager,12.753821152150651,0,Single,No Car,2_child,20s
536,39,Company Invited,2,480.0,Salaried,male,2.0,4.0,Standard,3.0,2.0,0,2,Senior Manager,12.869510337495957,0,Single,Has Car,1_child,30s
537,48,Company Invited,2,720.0,Salaried,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,12.607332256251064,0,Single,No Car,1_child,40s
538,50,Self Enquiry,2,480.0,Large Business,male,2.0,4.0,Standard,3.0,7.0,0,2,Senior Manager,12.811865663083347,0,Single,No Car,1_child,50s
539,53,Self Enquiry,2,540.0,Small Business,male,3.0,4.0,Standard,4.0,3.0,0,1,Senior Manager,13.03530327195476,0,Married,Has Car,2_child,50s
540,35,Company Invited,2,660.0,Salaried,female,2.0,4.0,Deluxe,3.0,3.0,0,1,AVP,12.921925099375596,0,Divorced,Has Car,1_child,30s
541,44,Company Invited,2,480.0,Small Business,male,3.0,4.0,Standard,3.0,5.0,0,1,Senior Manager,12.839114132107342,0,Married,Has Car,2_child,40s
542,41,Company Invited,2,900.0,Small Business,male,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,12.837918725513514,0,Married,No Car,1_child,40s
543,50,Company Invited,2,900.0,Large Business,female,2.0,4.0,Standard,3.0,1.0,0,2,Senior Manager,13.035172347914518,0,Divorced,Has Car,1_child,50s
544,50,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,Basic,3.0,20.0,0,1,Executive,12.770508228143177,0,Single,Has Car,2_child,50s
545,30,Self Enquiry,1,600.0,Large Business,female,3.0,4.0,Basic,3.0,7.0,0,3,Executive,12.651722745315356,0,Married,Has Car,2_child,30s
546,40,Self Enquiry,1,960.0,Small Business,female,3.0,4.0,Standard,3.0,2.0,0,3,Senior Manager,12.899222326086994,0,Single,Has Car,2_child,40s
547,44,Self Enquiry,2,540.0,Salaried,female,3.0,4.0,Deluxe,3.0,20.0,1,1,AVP,13.262744258632097,0,Divorced,Has Car,1_child,40s
548,26,Self Enquiry,2,960.0,Small Business,female,3.0,4.0,Deluxe,3.0,3.0,0,5,Manager,12.88894471750237,0,Married,Has Car,2_child,20s
549,32,Self Enquiry,2,540.0,Large Business,female,3.0,4.0,Basic,3.0,2.0,0,4,Executive,12.729457076303522,0,Married,No Car,2_child,30s
550,40,Company Invited,1,720.0,Small Business,male,3.0,4.0,Basic,3.0,3.0,0,4,Executive,12.657660872338244,0,Single,Has Car,2_child,40s
551,30,Company Invited,1,600.0,Salaried,male,3.0,5.0,Basic,3.0,2.0,0,4,Executive,12.69767263550721,0,Single,No Car,2_child,30s
552,31,Self Enquiry,1,480.0,Small Business,female,3.0,4.0,Basic,3.0,7.0,1,3,Executive,12.611541086966117,0,Divorced,Has Car,2_child,30s
553,30,Self Enquiry,2,900.0,Salaried,male,3.0,4.0,Basic,3.0,3.0,0,4,Manager,12.692475445309574,0,Married,Has Car,2_child,30s
554,55,Company Invited,1,1020.0,Small Business,male,2.0,4.0,Basic,4.0,5.0,0,3,Executive,12.832962495311875,0,Married,Has Car,0_child,50s
555,38,Self Enquiry,2,420.0,Salaried,male,3.0,4.0,Deluxe,3.0,12.0,1,2,Manager,12.749605508064024,1,Single,No Car,1_child,30s
556,23,Company Invited,2,600.0,Large Business,female,3.0,4.0,Basic,3.0,3.0,1,2,Executive,12.706850963741102,1,Married,No Car,2_child,20s
557,29,Self Enquiry,2,960.0,Small Business,female,3.0,3.0,Basic,3.0,2.0,0,4,Executive,12.48473037077357,0,Married,Has Car,0_child,20s
558,33,Self Enquiry,1,600.0,Large Business,female,3.0,3.0,Basic,3.0,5.0,0,4,Executive,12.494912610736336,0,Divorced,Has Car,0_child,30s
559,50,Company Invited,2,420.0,Small Business,female,3.0,3.0,Basic,3.0,5.0,0,3,Executive,12.44825775028359,0,Married,Has Car,0_child,50s
560,48,Self Enquiry,1,2100.0,Large Business,male,3.0,3.0,Deluxe,4.0,20.0,0,3,Manager,12.955980521961871,0,Married,No Car,0_child,40s
561,27,Company Invited,1,840.0,Small Business,male,3.0,3.0,Basic,3.0,2.0,0,4,Executive,12.611541086966117,1,Single,Has Car,0_child,20s
562,27,Company Invited,1,540.0,Large Business,male,3.0,4.0,Basic,4.0,7.0,0,4,Executive,12.634427115332388,0,Married,No Car,0_child,20s
563,37,Self Enquiry,1,780.0,Small Business,female,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,12.49112376004535,0,Divorced,Has Car,1_child,30s
564,20,Self Enquiry,1,960.0,Small Business,male,3.0,4.0,Deluxe,3.0,3.0,0,2,Manager,12.768758003226544,0,Single,No Car,2_child,20s
565,32,Self Enquiry,1,600.0,Salaried,male,2.0,4.0,Basic,3.0,3.0,0,2,Manager,12.674233953744222,0,Married,No Car,1_child,30s
566,47,Self Enquiry,1,1920.0,Small Business,female,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,12.821260987319455,0,Single,No Car,1_child,40s
567,36,Company Invited,1,540.0,Small Business,male,2.0,5.0,Basic,3.0,2.0,0,1,Executive,12.9320644861192,0,Divorced,No Car,1_child,30s
568,42,Self Enquiry,1,480.0,Small Business,male,2.0,4.0,Basic,3.0,2.0,0,1,Executive,12.484219400998615,0,Divorced,Has Car,1_child,40s
569,40,Company Invited,1,1800.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,1,Manager,12.796234265769696,0,Divorced,Has Car,1_child,40s
570,48,Self Enquiry,1,540.0,Small Business,male,2.0,4.0,Deluxe,3.0,4.0,0,2,AVP,13.268489373985547,0,Divorced,No Car,1_child,40s
571,41,Self Enquiry,1,1020.0,Small Business,male,2.0,4.0,Basic,4.0,7.0,0,2,Executive,12.505903126341275,1,Married,Has Car,1_child,40s
572,39,Self Enquiry,1,960.0,Small Business,male,2.0,5.0,Deluxe,3.0,3.0,0,1,Manager,12.611541086966117,0,Divorced,No Car,1_child,30s
573,27,Self Enquiry,1,720.0,Salaried,female,2.0,4.0,Basic,3.0,3.0,0,2,Executive,12.493377146710891,1,Divorced,No Car,1_child,20s
574,30,Company Invited,1,600.0,Salaried,male,2.0,4.0,Basic,3.0,2.0,0,2,Senior Manager,12.784527010780714,0,Single,No Car,1_child,30s
575,30,Company Invited,1,840.0,Salaried,male,2.0,4.0,Basic,3.0,8.0,0,2,Executive,12.503566425365948,1,Divorced,No Car,1_child,30s
576,39,Self Enquiry,1,900.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,12.68004028270487,0,Single,No Car,1_child,30s
577,36,Company Invited,1,900.0,Salaried,male,3.0,4.0,Basic,3.0,1.0,0,2,Executive,12.73670383776449,1,Married,No Car,2_child,30s
578,38,Company Invited,1,540.0,Small Business,female,2.0,5.0,Deluxe,3.0,3.0,0,2,Manager,12.793862088206213,0,Single,Has Car,1_child,30s
579,32,Self Enquiry,1,1260.0,Large Business,male,2.0,4.0,Basic,4.0,7.0,0,2,Executive,12.645652504807614,0,Married,Has Car,1_child,30s
580,42,Self Enquiry,1,360.0,Large Business,female,3.0,4.0,Standard,4.0,2.0,0,1,Senior Manager,12.899222326086994,0,Married,Has Car,2_child,40s
581,40,Company Invited,1,540.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,12.691829661028276,0,Married,No Car,1_child,40s
582,37,Self Enquiry,1,1140.0,Salaried,male,2.0,4.0,Deluxe,3.0,3.0,0,1,Manager,12.78263263762338,0,Married,No Car,1_child,30s
583,42,Self Enquiry,1,480.0,Small Business,male,2.0,4.0,Basic,3.0,8.0,0,2,Executive,12.611541086966117,0,Married,Has Car,1_child,40s
584,31,Company Invited,1,840.0,Small Business,male,2.0,4.0,Standard,3.0,3.0,0,2,Senior Manager,12.797189869070415,0,Married,Has Car,1_child,30s
585,45,Self Enquiry,1,420.0,Salaried,female,2.0,4.0,Basic,3.0,28.0,0,2,Executive,12.78406427307602,0,Divorced,Has Car,1_child,40s
586,42,Company Invited,1,720.0,Small Business,male,2.0,4.0,Deluxe,3.0,3.0,0,1,Manager,12.7905231962309,0,Single,No Car,1_child,40s
587,36,Company Invited,2,1140.0,Salaried,female,3.0,3.0,Deluxe,3.0,20.0,0,4,Manager,12.438259185494015,0,Single,No Car,0_child,30s
588,34,Company Invited,1,720.0,Salaried,male,2.0,4.0,Standard,4.0,2.0,0,1,Senior Manager,12.974202058823808,0,Single,No Car,1_child,30s
589,47,Self Enquiry,1,420.0,Salaried,male,2.0,4.0,Deluxe,3.0,7.0,0,2,Manager,12.69744324158025,0,Married,Has Car,1_child,40s
590,42,Self Enquiry,1,780.0,Salaried,female,2.0,4.0,Deluxe,3.0,4.0,0,1,Manager,12.893405455349985,0,Married,No Car,1_child,40s
591,60,Self Enquiry,1,660.0,Small Business,female,2.0,4.0,Deluxe,3.0,3.0,0,1,Senior Manager,13.21626529334314,0,Married,Has Car,1_child,60s
592,43,Self Enquiry,1,540.0,Small Business,male,3.0,4.0,Basic,3.0,5.0,0,1,Executive,12.66361141013083,1,Divorced,No Car,2_child,40s
593,37,Self Enquiry,3,840.0,Salaried,female,3.0,3.0,Deluxe,3.0,1.0,0,4,Manager,12.469978029554952,0,Married,Has Car,0_child,30s
594,38,Company Invited,1,660.0,Small Business,female,2.0,4.0,Deluxe,4.0,3.0,0,2,Manager,12.611541086966117,0,Single,No Car,1_child,30s
595,27,Self Enquiry,1,,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,2,AVP,12.753083611136692,0,Single,No Car,2_child,20s
596,33,Company Invited,1,360.0,Salaried,male,3.0,4.0,Basic,3.0,1.0,0,1,Executive,12.611541086966117,0,Divorced,No Car,2_child,30s
597,50,Self Enquiry,1,660.0,Salaried,female,3.0,4.0,Standard,3.0,12.0,1,2,Senior Manager,13.102081075082475,0,Married,Has Car,2_child,50s
598,26,Self Enquiry,1,420.0,Salaried,female,3.0,4.0,Basic,3.0,20.0,1,2,Executive,12.485127611281436,1,Divorced,Has Car,2_child,20s
599,51,Company Invited,2,900.0,Small Business,female,3.0,4.0,Standard,3.0,7.0,1,2,Senior Manager,13.082855102909248,1,Single,No Car,2_child,50s
600,42,Company Invited,3,1620.0,Small Business,male,2.0,3.0,Deluxe,3.0,5.0,0,1,Manager,12.698727170333514,0,Divorced,Has Car,1_child,40s
601,23,Company Invited,3,1920.0,Small Business,male,3.0,4.0,Deluxe,4.0,3.0,0,3,Manager,12.673388290380576,0,Married,Has Car,2_child,20s
602,29,Self Enquiry,2,1920.0,Small Business,male,3.0,4.0,Deluxe,3.0,3.0,0,3,Manager,12.713645986352754,0,Married,Has Car,2_child,20s
603,23,Company Invited,2,1140.0,Small Business,male,3.0,4.0,Basic,4.0,2.0,0,3,Executive,12.611541086966117,1,Single,No Car,2_child,20s
604,27,Self Enquiry,2,480.0,Small Business,male,3.0,4.0,Deluxe,3.0,3.0,0,4,Manager,12.62342021013338,0,Married,No Car,2_child,20s
605,50,Self Enquiry,3,780.0,Small Business,female,3.0,4.0,King,4.0,16.0,0,3,VP,13.1613648357538,0,Divorced,Has Car,2_child,50s
606,20,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,Basic,3.0,2.0,0,3,Executive,12.635306362232695,0,Divorced,Has Car,2_child,20s
607,23,Company Invited,2,900.0,Small Business,female,3.0,4.0,Deluxe,3.0,2.0,0,4,Manager,12.623123709823174,0,Single,No Car,2_child,20s
608,48,Self Enquiry,3,960.0,Small Business,female,3.0,4.0,Basic,3.0,12.0,0,4,Executive,12.80410112795201,0,Single,Has Car,2_child,40s
609,29,Company Invited,2,540.0,Small Business,male,4.0,4.0,Deluxe,3.0,3.0,0,4,Manager,12.793862088206213,0,Married,No Car,3_child,20s
610,32,Self Enquiry,2,660.0,Salaried,male,3.0,5.0,Standard,3.0,12.0,0,2,Senior Manager,12.757414297013352,0,Married,Has Car,2_child,30s
611,30,Company Invited,2,840.0,Small Business,male,3.0,5.0,Deluxe,3.0,2.0,0,2,Manager,12.859337494115367,0,Single,Has Car,1_child,30s
612,20,Self Enquiry,3,480.0,Small Business,male,2.0,5.0,Deluxe,3.0,3.0,0,1,Manager,12.703800871618888,0,Divorced,Has Car,1_child,20s
613,39,Self Enquiry,2,960.0,Salaried,female,2.0,5.0,Deluxe,3.0,12.0,0,1,Manager,12.632421495665731,0,Divorced,No Car,1_child,30s
614,20,Company Invited,2,540.0,Salaried,male,3.0,4.0,Standard,4.0,2.0,0,3,Senior Manager,13.046919744421915,0,Single,No Car,1_child,20s
615,33,Company Invited,2,900.0,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,3,Manager,12.87275007282027,0,Married,Has Car,2_child,30s
616,33,Self Enquiry,2,1020.0,Salaried,female,3.0,4.0,Deluxe,3.0,5.0,0,3,Manager,12.611541086966117,0,Divorced,Has Car,2_child,30s
617,42,Self Enquiry,2,1980.0,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,4,Manager,12.65975950232204,0,Married,No Car,2_child,40s
618,30,Self Enquiry,2,360.0,Salaried,female,3.0,4.0,Standard,4.0,2.0,0,4,Senior Manager,12.497308396181252,0,Single,Has Car,2_child,30s
619,50,Self Enquiry,2,540.0,Large Business,male,3.0,4.0,Deluxe,4.0,7.0,1,3,Manager,12.899222326086994,0,Married,Has Car,1_child,50s
620,52,Self Enquiry,2,780.0,Small Business,male,3.0,4.0,King,4.0,5.0,1,3,AVP,13.226130424164664,1,Married,Has Car,2_child,50s
621,34,Self Enquiry,2,960.0,Salaried,female,3.0,4.0,Deluxe,3.0,2.0,1,4,Manager,12.748341702272022,0,Divorced,No Car,2_child,30s
622,43,Self Enquiry,2,540.0,Salaried,male,3.0,4.0,Standard,3.0,5.0,1,3,Senior Manager,13.119621622226312,0,Single,Has Car,2_child,40s
623,42,Self Enquiry,2,480.0,Salaried,male,3.0,5.0,Basic,3.0,28.0,0,2,Executive,12.611541086966117,0,Divorced,No Car,2_child,40s
624,22,Self Enquiry,2,960.0,Small Business,male,2.0,5.0,Deluxe,3.0,12.0,0,1,Manager,12.77680074807713,0,Married,No Car,1_child,20s
625,53,Company Invited,2,1380.0,Salaried,male,2.0,3.0,Deluxe,3.0,12.0,0,1,Manager,12.899222326086994,0,Married,No Car,1_child,50s
626,31,Self Enquiry,2,1080.0,Small Business,male,2.0,3.0,Deluxe,3.0,3.0,0,1,Manager,12.958740309157886,0,Married,Has Car,1_child,30s
627,50,Self Enquiry,1,540.0,Small Business,male,3.0,5.0,Basic,3.0,3.0,0,1,Executive,12.713871693833807,0,Single,No Car,2_child,50s
628,22,Company Invited,1,540.0,Salaried,male,3.0,5.0,Basic,3.0,3.0,0,1,Executive,12.611541086966117,1,Divorced,No Car,2_child,20s
629,20,Self Enquiry,1,540.0,Small Business,male,3.0,5.0,Basic,3.0,3.0,0,1,Executive,12.693996003078851,1,Single,No Car,2_child,20s
630,50,Self Enquiry,1,600.0,Small Business,male,2.0,5.0,Basic,3.0,3.0,0,2,Executive,12.661806189704627,0,Single,Has Car,1_child,50s
631,51,Self Enquiry,2,420.0,Small Business,male,3.0,5.0,Deluxe,3.0,1.0,0,5,Manager,12.703983228028918,0,Married,Has Car,2_child,50s
632,32,Self Enquiry,2,420.0,Small Business,male,3.0,5.0,Deluxe,3.0,7.0,0,3,Manager,13.001959159449171,0,Married,Has Car,2_child,30s
633,31,Company Invited,2,1020.0,Small Business,male,2.0,3.0,Basic,3.0,3.0,1,2,Executive,12.491800309369047,1,Single,No Car,1_child,30s
634,20,Company Invited,2,1740.0,Salaried,male,2.0,3.0,Deluxe,3.0,3.0,1,2,Manager,12.611541086966117,0,Married,Has Car,1_child,20s
635,23,Company Invited,2,540.0,Salaried,male,3.0,5.0,Deluxe,3.0,3.0,0,4,Manager,12.69744324158025,0,Single,Has Car,2_child,20s
636,35,Self Enquiry,2,540.0,Large Business,male,3.0,5.0,Deluxe,3.0,5.0,1,3,Manager,12.899222326086994,0,Single,No Car,2_child,30s
637,39,Company Invited,1,840.0,Small Business,male,3.0,4.0,Basic,3.0,2.0,0,3,Executive,12.483026121858922,0,Divorced,Has Car,2_child,30s
638,30,Company Invited,1,1740.0,Small Business,female,3.0,4.0,Basic,4.0,3.0,0,3,Executive,12.611541086966117,0,Single,No Car,2_child,30s
639,28,Self Enquiry,1,540.0,Small Business,male,3.0,4.0,Basic,3.0,3.0,0,3,Executive,12.668440949727822,1,Single,Has Car,2_child,20s
640,21,Self Enquiry,1,720.0,Large Business,female,3.0,4.0,Standard,4.0,1.0,0,5,Senior Manager,12.726207800821886,0,Married,Has Car,2_child,20s
641,34,Company Invited,1,780.0,Small Business,male,3.0,4.0,King,4.0,3.0,0,3,VP,12.6959738730524,0,Married,No Car,2_child,30s
642,25,Company Invited,1,900.0,Small Business,female,3.0,4.0,Basic,3.0,3.0,0,3,Executive,12.644330802262578,0,Single,No Car,2_child,20s
643,35,Self Enquiry,1,480.0,Large Business,female,3.0,4.0,Basic,3.0,3.0,0,3,Executive,12.687807197651608,0,Divorced,No Car,2_child,30s
644,40,Company Invited,1,900.0,Small Business,female,3.0,4.0,Basic,3.0,3.0,0,4,Executive,12.611541086966117,0,Single,Has Car,2_child,40s
645,47,Company Invited,1,840.0,Small Business,female,3.0,4.0,Basic,4.0,12.0,0,3,Executive,12.694916429239754,0,Single,No Car,2_child,40s
646,55,Self Enquiry,1,660.0,Salaried,male,3.0,4.0,Standard,3.0,4.0,0,4,Senior Manager,13.02550219541773,0,Married,Has Car,2_child,50s
647,34,Self Enquiry,1,540.0,Salaried,male,3.0,4.0,Basic,3.0,2.0,0,4,Executive,12.634231622102346,0,Married,No Car,2_child,30s
648,34,Self Enquiry,1,1500.0,Salaried,male,3.0,4.0,Basic,3.0,28.0,0,3,Executive,12.482457392839173,0,Married,No Car,2_child,30s
649,40,Company Invited,1,420.0,Small Business,female,2.0,3.0,Deluxe,3.0,2.0,0,2,Manager,12.504568537307762,0,Single,No Car,1_child,40s
650,28,Self Enquiry,1,960.0,Salaried,male,2.0,5.0,Deluxe,3.0,3.0,1,2,Manager,12.765691290604371,1,Married,No Car,1_child,20s
651,49,Self Enquiry,1,960.0,Salaried,male,3.0,5.0,Basic,3.0,3.0,1,2,Executive,12.91271831024146,1,Married,No Car,2_child,40s
652,40,Self Enquiry,1,600.0,Small Business,female,3.0,5.0,Basic,3.0,1.0,0,4,Executive,12.775825451276392,0,Married,Has Car,2_child,40s
653,26,Company Invited,3,780.0,Salaried,male,2.0,6.0,Basic,3.0,3.0,0,2,Executive,12.756722646361563,1,Divorced,Has Car,1_child,20s
654,31,Company Invited,1,780.0,Salaried,male,3.0,5.0,Basic,3.0,2.0,0,3,Executive,12.971449785882044,1,Single,Has Car,2_child,30s
655,29,Self Enquiry,2,780.0,Small Business,male,3.0,5.0,Standard,3.0,7.0,0,4,Senior Manager,12.889550730686556,0,Married,Has Car,2_child,20s
656,21,Self Enquiry,2,1380.0,Small Business,female,2.0,5.0,Standard,3.0,3.0,0,2,Senior Manager,12.85812696155456,0,Married,No Car,1_child,20s
657,24,Self Enquiry,2,480.0,Small Business,female,3.0,5.0,Basic,3.0,2.0,0,1,Executive,12.611541086966117,0,Divorced,No Car,1_child,20s
658,20,Company Invited,2,660.0,Salaried,male,3.0,5.0,Basic,3.0,2.0,0,3,Executive,12.517065889016296,1,Single,Has Car,2_child,20s
659,47,Self Enquiry,3,1560.0,Salaried,female,3.0,5.0,Basic,3.0,12.0,0,4,Executive,12.69376576410513,0,Married,Has Car,2_child,40s
660,59,Self Enquiry,2,840.0,Salaried,female,2.0,5.0,Deluxe,3.0,5.0,0,2,AVP,12.966448475585567,0,Married,Has Car,1_child,50s
661,52,Self Enquiry,2,960.0,Salaried,male,3.0,5.0,Standard,4.0,20.0,0,1,Senior Manager,13.034812218394958,0,Married,Has Car,2_child,50s
662,48,Self Enquiry,3,840.0,Small Business,female,3.0,5.0,Standard,3.0,2.0,0,2,Senior Manager,12.841580119977037,0,Single,Has Car,2_child,40s
