Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child
57,Company Invited,3,1020.0,Small Business,male,1.0,3.0,Deluxe,4.0,4,0,4,AVP,400000.0,0,Married,Has Car,0_child
36,Self Enquiry,2,900.0,Large Business,female,1.0,3.0,Deluxe,4.0,1,0,3,AVP,300000.0,0,Divorced,Has Car,0_child
37,Company Invited,2,780.0,Small Business,female,1.0,3.0,Standard,4.0,1,0,4,Senior Manager,410000.0,0,Divorced,Has Car,0_child
0,Self Enquiry,2,480.0,Small Business,male,1.0,3.0,King,5.0,2,0,3,VP,300000.0,0,Divorced,Has Car,0_child
29,Company Invited,2,900.0,Small Business,female,1.0,3.0,Standard,4.0,2,0,3,Senior Manager,352830.0,0,Divorced,Has Car,0_child
49,Self Enquiry,2,900.0,Small Business,female,1.0,3.0,Basic,4.0,5,0,3,Executive,350955.0,0,Divorced,Has Car,0_child
37,Company Invited,2,1080.0,Large Business,male,1.0,3.0,Basic,4.0,1,0,4,Executive,252480.0,1,Divorced,No Car,0_child
55,Company Invited,2,540.0,Small Business,male,1.0,4.0,Standard,4.0,4,0,4,Senior Manager,400000.0,0,Divorced,No Car,0_child
43,Self Enquiry,1,1440.0,Small Business,female,1.0,3.0,Basic,4.0,1,0,4,Executive,260000.0,0,Single,Has Car,0_child
45,Self Enquiry,2,1020.0,Small Business,male,1.0,3.0,Basic,4.0,2,0,4,Executive,261195.0,1,Married,Has Car,0_child
46,Self Enquiry,2,900.0,Small Business,female,2.0,3.0,Deluxe,4.0,2,0,4,Manager,355785.0,0,Married,Has Car,0_child
27,Self Enquiry,3,300.0,Large Business,male,1.0,3.0,Standard,4.0,2,0,4,Senior Manager,400000.0,0,Married,No Car,0_child
60,Self Enquiry,3,1020.0,Small Business,male,1.0,3.0,King,4.0,1,0,5,Senior Manager,370000.0,0,Married,Has Car,0_child
52,Company Invited,2,660.0,Small Business,male,1.0,3.0,Basic,4.0,8,0,4,Executive,268215.0,0,Married,No Car,0_child
55,Company Invited,1,660.0,Small Business,male,1.0,3.0,Deluxe,5.0,4,0,4,AVP,292830.0,0,Divorced,Has Car,0_child
48,Company Invited,1,720.0,Large Business,male,1.0,3.0,Standard,4.0,1,0,4,Senior Manager,400000.0,0,Single,Has Car,0_child
24,Self Enquiry,1,420.0,Large Business,male,1.0,3.0,Basic,4.0,2,0,4,Executive,267045.0,1,Single,No Car,0_child
30,Company Invited,1,900.0,Small Business,female,1.0,3.0,Basic,4.0,1,0,3,Executive,261045.0,1,Married,Has Car,0_child
34,Company Invited,2,1020.0,Salaried,male,2.0,2.0,Deluxe,3.0,2,0,4,Manager,344160.0,0,Single,No Car,1_child
37,Company Invited,2,1500.0,Salaried,male,2.0,2.0,Deluxe,3.0,12,0,4,Manager,358860.0,0,Single,Has Car,1_child
0,Company Invited,1,1680.0,Small Business,male,1.0,3.0,Basic,4.0,4,1,3,Executive,282600.0,1,Divorced,No Car,0_child
33,Company Invited,1,480.0,Large Business,female,1.0,3.0,Basic,4.0,4,1,3,Executive,258960.0,1,Divorced,Has Car,0_child
50,Company Invited,1,960.0,Large Business,female,1.0,3.0,Standard,4.0,2,1,3,Senior Manager,444405.0,0,Married,Has Car,0_child
0,Self Enquiry,1,1080.0,Large Business,female,1.0,3.0,Basic,4.0,2,1,4,Executive,280000.0,1,Divorced,Has Car,0_child
41,Self Enquiry,2,420.0,Small Business,male,2.0,2.0,Deluxe,3.0,2,1,3,Manager,360000.0,0,Married,No Car,1_child
31,Company Invited,2,840.0,Salaried,female,1.0,3.0,Standard,4.0,2,0,4,Senior Manager,300000.0,0,Divorced,Has Car,0_child
50,Company Invited,1,1020.0,Salaried,male,1.0,3.0,Deluxe,4.0,6,0,4,AVP,458220.0,0,Single,Has Car,0_child
49,Company Invited,1,960.0,Salaried,female,1.0,3.0,Standard,4.0,20,0,4,Senior Manager,363540.0,0,Single,Has Car,0_child
54,Self Enquiry,1,960.0,Salaried,male,1.0,3.0,Standard,4.0,2,0,4,Senior Manager,372000.0,0,Divorced,Has Car,0_child
22,Self Enquiry,2,780.0,Small Business,male,2.0,4.0,Basic,3.0,3,0,2,Executive,254130.0,1,Single,No Car,1_child
31,Self Enquiry,3,1440.0,Salaried,male,2.0,3.0,Standard,3.0,3,0,2,Senior Manager,379020.0,1,Married,Has Car,1_child
51,Company Invited,3,960.0,Salaried,male,2.0,3.0,Standard,3.0,3,0,2,Senior Manager,432825.0,0,Single,Has Car,1_child
54,Self Enquiry,2,720.0,Small Business,male,2.0,3.0,King,3.0,5,0,1,VP,417405.0,0,Married,No Car,1_child
40,Company Invited,3,840.0,Small Business,male,2.0,3.0,Deluxe,3.0,2,0,2,Manager,347355.0,0,Single,Has Car,1_child
51,Self Enquiry,3,900.0,Small Business,male,2.0,3.0,Deluxe,3.0,28,0,1,Manager,420270.0,0,Married,Has Car,1_child
49,Self Enquiry,2,1800.0,Small Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,400000.0,0,Married,No Car,1_child
43,No,3,,Small Business,female,2.0,3.0,Deluxe,3.0,4,0,2,Manager,303285.0,0,Single,Has Car,1_child
52,Self Enquiry,2,1680.0,Small Business,male,2.0,3.0,Deluxe,3.0,5,0,2,Manager,346605.0,0,Married,No Car,1_child
53,Company Invited,2,960.0,Small Business,male,3.0,3.0,Deluxe,3.0,3,0,1,AVP,458550.0,0,Married,Has Car,2_child
33,Self Enquiry,1,1260.0,Small Business,female,2.0,1.0,Basic,3.0,2,0,4,Executive,266925.0,1,Married,Has Car,1_child
0,Self Enquiry,1,1380.0,Large Business,male,2.0,2.0,Basic,3.0,7,0,4,Executive,,0,Married,No Car,1_child
44,Self Enquiry,1,840.0,Small Business,male,2.0,3.0,Basic,3.0,4,0,5,Executive,312195.0,0,Married,No Car,1_child
37,Self Enquiry,2,780.0,Small Business,male,3.0,4.0,Basic,3.0,3,0,4,Executive,345825.0,0,Single,No Car,2_child
33,Self Enquiry,2,780.0,Small Business,male,3.0,3.0,King,3.0,6,0,5,VP,400000.0,0,Married,No Car,1_child
30,Self Enquiry,2,900.0,Small Business,male,3.0,4.0,Basic,3.0,7,0,5,Executive,318525.0,0,Single,No Car,2_child
0,Self Enquiry,1,360.0,Salaried,female,2.0,3.0,Basic,3.0,1,0,4,Executive,254790.0,1,Single,Has Car,1_child
38,Company Invited,2,960.0,Salaried,female,1.0,3.0,Standard,4.0,2,1,3,Senior Manager,400000.0,0,Single,No Car,0_child
29,Self Enquiry,3,1020.0,Salaried,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,324870.0,0,Married,Has Car,1_child
40,Self Enquiry,2,780.0,Salaried,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,350000.0,0,Divorced,Has Car,1_child
48,Self Enquiry,2,360.0,Small Business,male,2.0,3.0,Deluxe,3.0,1,0,2,Manager,300000.0,0,Married,No Car,1_child
31,Self Enquiry,2,360.0,Small Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,424350.0,0,Married,Has Car,1_child
39,Company Invited,2,780.0,Salaried,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,316980.0,0,Single,Has Car,1_child
32,Self Enquiry,2,660.0,Small Business,male,2.0,3.0,King,4.0,2,0,1,VP,555450.0,0,Married,No Car,1_child
35,Self Enquiry,2,1920.0,Small Business,male,3.0,3.0,Deluxe,3.0,5,0,2,Manager,351060.0,0,Married,No Car,2_child
40,Company Invited,2,1620.0,Small Business,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,349200.0,0,Divorced,No Car,1_child
43,Self Enquiry,3,900.0,Salaried,male,2.0,3.0,Deluxe,3.0,3,0,1,Manager,451395.0,0,Single,No Car,1_child
30,Company Invited,2,1980.0,Small Business,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,344325.0,0,Married,No Car,1_child
32,Self Enquiry,2,1320.0,Salaried,male,2.0,3.0,Deluxe,3.0,2,0,1,Manager,307890.0,0,Divorced,No Car,1_child
42,Self Enquiry,3,780.0,Small Business,male,2.0,3.0,Deluxe,3.0,5,0,1,Manager,345450.0,0,Single,No Car,1_child
37,Company Invited,2,600.0,Small Business,male,3.0,4.0,Basic,3.0,3,0,2,Executive,394320.0,0,Single,No Car,2_child
40,Company Invited,2,960.0,Salaried,male,2.0,3.0,Deluxe,4.0,2,0,2,Manager,330000.0,0,Married,No Car,1_child
30,Self Enquiry,2,540.0,Salaried,male,2.0,3.0,Basic,3.0,2,0,1,Executive,253110.0,0,Divorced,No Car,1_child
30,Self Enquiry,2,480.0,Salaried,male,2.0,3.0,Basic,3.0,5,0,2,Executive,332700.0,0,Divorced,Has Car,1_child
43,Company Invited,2,540.0,Salaried,female,2.0,3.0,Deluxe,3.0,5,0,2,Manager,308460.0,0,Divorced,No Car,1_child
35,Company Invited,2,840.0,Salaried,male,2.0,3.0,Deluxe,3.0,2,0,2,Manager,390765.0,0,Divorced,No Car,1_child
40,Self Enquiry,3,600.0,Small Business,female,2.0,3.0,Deluxe,3.0,2,0,1,Manager,330000.0,0,Divorced,Has Car,1_child
41,Company Invited,2,1560.0,Small Business,female,2.0,3.0,Deluxe,3.0,7,0,2,Manager,336195.0,0,Single,No Car,1_child
30,Self Enquiry,2,1620.0,Large Business,male,2.0,3.0,Deluxe,3.0,5,0,2,Manager,330000.0,0,Single,No Car,1_child
27,Company Invited,2,840.0,Small Business,male,2.0,3.0,Basic,3.0,12,0,2,Executive,307770.0,0,Divorced,Has Car,1_child
36,Self Enquiry,2,1320.0,Small Business,male,3.0,3.0,Standard,3.0,1,0,2,Senior Manager,381765.0,0,Married,Has Car,2_child
20,Self Enquiry,2,1500.0,Small Business,female,2.0,3.0,Basic,3.0,3,0,2,Executive,295620.0,1,Single,No Car,1_child
38,Company Invited,3,1260.0,Salaried,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,342495.0,0,Single,No Car,1_child
45,Self Enquiry,2,1800.0,Salaried,male,2.0,3.0,Deluxe,3.0,8,0,2,Manager,317640.0,0,Married,No Car,1_child
40,Company Invited,2,780.0,Small Business,male,2.0,3.0,Deluxe,3.0,1,0,1,Manager,340000.0,0,Divorced,Has Car,1_child
42,Self Enquiry,2,2040.0,Salaried,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,318075.0,0,Single,No Car,1_child
47,Self Enquiry,2,840.0,Salaried,female,3.0,3.0,Standard,4.0,2,0,1,Senior Manager,385545.0,0,Married,No Car,2_child
33,Self Enquiry,2,1380.0,Salaried,female,2.0,3.0,Standard,3.0,5,0,2,Senior Manager,348450.0,0,Married,Has Car,1_child
43,Self Enquiry,2,600.0,Small Business,male,3.0,3.0,Standard,3.0,2,0,1,Manager,365175.0,0,Divorced,Has Car,2_child
41,Self Enquiry,2,420.0,Salaried,female,3.0,3.0,Standard,3.0,5,0,1,Senior Manager,394530.0,0,Single,No Car,2_child
33,Self Enquiry,2,420.0,Small Business,male,2.0,3.0,Deluxe,3.0,7,0,2,Manager,300000.0,1,Married,No Car,1_child
40,Self Enquiry,2,1920.0,Small Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,340320.0,0,Divorced,Has Car,1_child
57,Self Enquiry,2,660.0,Small Business,female,2.0,3.0,King,4.0,6,0,1,VP,521385.0,0,Married,Has Car,1_child
45,Self Enquiry,2,840.0,Small Business,male,2.0,3.0,Standard,3.0,8,0,1,Senior Manager,314655.0,0,Married,Has Car,1_child
44,Self Enquiry,2,,Salaried,male,2.0,4.0,Deluxe,3.0,3,0,2,Manager,307740.0,0,Married,No Car,1_child
30,Self Enquiry,2,1260.0,Salaried,male,2.0,3.0,Basic,3.0,2,0,2,Executive,256560.0,0,Divorced,Has Car,1_child
32,Company Invited,2,900.0,Salaried,male,3.0,3.0,Standard,3.0,2,0,2,Manager,300000.0,0,Married,No Car,1_child
42,Company Invited,1,,Small Business,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,319830.0,0,Divorced,Has Car,1_child
40,Self Enquiry,1,780.0,Small Business,male,2.0,3.0,Deluxe,3.0,4,0,2,Manager,340000.0,0,Married,Has Car,1_child
22,Self Enquiry,1,480.0,Small Business,female,2.0,3.0,Basic,3.0,3,0,1,Executive,260475.0,0,Single,No Car,1_child
36,Company Invited,1,1500.0,Small Business,male,2.0,3.0,Basic,3.0,3,0,2,Executive,316575.0,0,Divorced,No Car,1_child
0,Self Enquiry,1,420.0,Small Business,male,2.0,3.0,Basic,3.0,4,0,2,Executive,263805.0,0,Married,No Car,1_child
50,Self Enquiry,2,600.0,Small Business,female,2.0,4.0,Deluxe,3.0,2,1,1,Manager,365610.0,0,Divorced,No Car,1_child
25,Self Enquiry,2,,Salaried,male,2.0,4.0,Basic,3.0,3,1,2,Executive,310845.0,1,Single,No Car,1_child
39,Company Invited,2,1800.0,Salaried,female,3.0,3.0,Deluxe,4.0,6,1,2,Manager,300000.0,0,Single,Has Car,2_child
50,Company Invited,2,840.0,Salaried,female,3.0,3.0,Deluxe,3.0,4,0,2,AVP,529785.0,0,Single,Has Car,2_child
50,Self Enquiry,3,480.0,Small Business,female,1.0,4.0,Standard,4.0,2,0,2,Senior Manager,362835.0,0,Single,Has Car,0_child
37,Self Enquiry,2,900.0,Salaried,male,2.0,3.0,King,3.0,2,0,2,VP,506400.0,0,Married,No Car,1_child
37,Company Invited,2,900.0,Large Business,male,1.0,4.0,Basic,4.0,1,0,2,Executive,263925.0,1,Single,No Car,0_child
47,Company Invited,1,720.0,Small Business,female,1.0,4.0,Standard,4.0,2,0,2,Senior Manager,450390.0,0,Divorced,Has Car,0_child
51,Self Enquiry,2,900.0,Salaried,female,1.0,4.0,Deluxe,4.0,5,0,2,AVP,470000.0,0,Divorced,Has Car,0_child
47,Company Invited,1,780.0,Salaried,female,1.0,4.0,Standard,4.0,1,0,1,Senior Manager,400000.0,0,Married,No Car,0_child
52,Company Invited,1,840.0,Small Business,male,1.0,5.0,Standard,4.0,24,0,3,Senior Manager,374220.0,0,Married,Has Car,0_child
37,Self Enquiry,2,900.0,Small Business,male,3.0,3.0,Standard,3.0,3,1,3,Senior Manager,464940.0,0,Married,No Car,2_child
35,Self Enquiry,1,540.0,Small Business,male,3.0,4.0,Basic,3.0,6,0,4,Executive,329610.0,0,Single,Has Car,2_child
0,Self Enquiry,1,1440.0,Small Business,female,3.0,3.0,Basic,3.0,2,0,3,Executive,,0,Divorced,Has Car,2_child
34,Self Enquiry,1,420.0,Small Business,female,2.0,3.0,Basic,3.0,3,0,1,Executive,400000.0,0,Divorced,No Car,1_child
30,Self Enquiry,1,600.0,Salaried,female,3.0,3.0,Deluxe,3.0,5,0,2,Manager,324570.0,0,Divorced,No Car,2_child
48,Self Enquiry,1,600.0,Large Business,female,3.0,3.0,Basic,3.0,20,0,2,Executive,311445.0,0,Single,No Car,2_child
27,Self Enquiry,1,480.0,Small Business,male,2.0,3.0,Basic,3.0,2,0,2,Executive,372600.0,0,Married,No Car,1_child
47,Self Enquiry,1,480.0,Small Business,male,3.0,3.0,Basic,3.0,2,0,2,Executive,262710.0,0,Married,No Car,2_child
29,Company Invited,1,1440.0,Small Business,male,2.0,3.0,Basic,3.0,1,0,2,Executive,266910.0,1,Married,Has Car,1_child
30,Self Enquiry,1,900.0,Salaried,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,400000.0,0,Married,No Car,1_child
42,Self Enquiry,1,1500.0,Large Business,male,2.0,4.0,Deluxe,3.0,4,0,1,Manager,320000.0,0,Married,No Car,1_child
42,Company Invited,1,480.0,Salaried,male,3.0,3.0,Standard,3.0,2,0,1,Senior Manager,423645.0,0,Single,No Car,2_child
20,Self Enquiry,1,1860.0,Salaried,male,3.0,4.0,Deluxe,3.0,2,0,2,Manager,370560.0,0,Single,No Car,2_child
46,Company Invited,1,480.0,Salaried,male,3.0,3.0,Deluxe,3.0,1,0,2,Manager,316605.0,0,Married,Has Car,1_child
34,Self Enquiry,1,,Small Business,female,2.0,3.0,Deluxe,3.0,1,0,1,Manager,286440.0,0,Married,Has Car,1_child
32,Self Enquiry,1,960.0,Small Business,male,2.0,3.0,Deluxe,3.0,12,0,2,Manager,400000.0,0,Married,Has Car,1_child
42,Self Enquiry,1,360.0,Salaried,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,306270.0,0,Married,No Car,1_child
30,Self Enquiry,1,420.0,Salaried,male,2.0,3.0,Basic,3.0,3,0,2,Executive,300000.0,0,Married,Has Car,1_child
50,Company Invited,1,720.0,Salaried,male,2.0,3.0,Standard,3.0,7,0,2,Senior Manager,500000.0,0,Single,Has Car,1_child
56,Self Enquiry,1,780.0,Small Business,female,2.0,3.0,Deluxe,3.0,1,0,2,Manager,384405.0,0,Married,Has Car,1_child
60,Self Enquiry,1,420.0,Salaried,male,3.0,3.0,Standard,3.0,2,0,2,Senior Manager,343545.0,0,Single,Has Car,2_child
45,Company Invited,1,600.0,Large Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,331305.0,0,Married,No Car,1_child
46,Self Enquiry,1,600.0,Small Business,male,2.0,4.0,Deluxe,3.0,2,0,2,Manager,331455.0,0,Divorced,No Car,1_child
52,Self Enquiry,2,1800.0,Small Business,female,3.0,3.0,Deluxe,3.0,4,0,4,Manager,366405.0,0,Married,No Car,2_child
21,Company Invited,2,600.0,Small Business,female,2.0,3.0,Basic,3.0,3,0,2,Executive,255075.0,1,Married,Has Car,1_child
0,Self Enquiry,2,600.0,Small Business,female,2.0,3.0,Deluxe,3.0,1,0,1,Manager,272730.0,0,Single,No Car,1_child
24,Company Invited,2,900.0,Small Business,female,1.0,3.0,Basic,3.0,2,0,2,Executive,249480.0,0,Single,Has Car,0_child
30,Self Enquiry,2,1080.0,Small Business,male,1.0,3.0,Standard,3.0,3,0,2,Senior Manager,360660.0,0,Married,Has Car,0_child
31,Company Invited,2,780.0,Small Business,male,1.0,3.0,Standard,3.0,2,0,2,Senior Manager,392745.0,0,Single,Has Car,0_child
20,Self Enquiry,2,1320.0,Small Business,male,1.0,3.0,Standard,3.0,2,0,2,Senior Manager,345240.0,0,Married,No Car,0_child
34,Company Invited,2,540.0,Salaried,male,1.0,3.0,Deluxe,3.0,2,0,1,Manager,259305.0,1,Divorced,No Car,0_child
58,Self Enquiry,2,480.0,Large Business,female,2.0,3.0,Deluxe,3.0,20,0,2,AVP,506370.0,0,Married,No Car,1_child
30,Company Invited,2,,Small Business,male,1.0,3.0,Deluxe,3.0,2,0,2,Manager,321765.0,0,Single,No Car,0_child
50,Self Enquiry,2,840.0,Small Business,male,2.0,3.0,Deluxe,4.0,7,0,2,AVP,510000.0,0,Single,No Car,1_child
33,Self Enquiry,2,780.0,Small Business,female,2.0,3.0,Deluxe,3.0,8,0,1,Manager,400000.0,0,Married,No Car,1_child
23,Self Enquiry,3,780.0,Small Business,male,1.0,3.0,Deluxe,4.0,3,0,2,AVP,251550.0,1,Single,Has Car,0_child
51,Company Invited,2,1080.0,Small Business,female,2.0,3.0,Standard,4.0,6,0,2,Senior Manager,508485.0,0,Married,Has Car,1_child
28,Company Invited,2,600.0,Salaried,male,1.0,3.0,Deluxe,3.0,1,0,2,Manager,300000.0,0,Married,No Car,0_child
34,Company Invited,2,960.0,Small Business,male,1.0,3.0,Deluxe,3.0,2,0,2,Manager,277620.0,0,Married,No Car,0_child
23,Self Enquiry,2,480.0,Small Business,male,1.0,3.0,Basic,3.0,1,0,2,Executive,256335.0,1,Divorced,Has Car,0_child
47,Company Invited,2,480.0,Salaried,male,1.0,3.0,Standard,3.0,2,0,2,Senior Manager,359895.0,0,Divorced,Has Car,0_child
33,Self Enquiry,2,840.0,Small Business,female,2.0,3.0,Basic,3.0,2,0,1,Executive,255825.0,0,Divorced,Has Car,1_child
27,Company Invited,2,,Small Business,male,2.0,3.0,Deluxe,3.0,1,0,2,Manager,300570.0,0,Married,No Car,1_child
38,Company Invited,2,1860.0,Salaried,female,2.0,3.0,Deluxe,3.0,1,0,2,Manager,310920.0,0,Divorced,No Car,1_child
52,Self Enquiry,2,540.0,Salaried,male,3.0,3.0,Deluxe,3.0,3,0,1,Manager,382650.0,0,Married,Has Car,2_child
53,Self Enquiry,1,420.0,Salaried,male,3.0,3.0,King,3.0,6,0,4,Executive,267270.0,0,Married,No Car,2_child
18,Self Enquiry,2,540.0,Large Business,female,1.0,4.0,Basic,4.0,4,1,2,Executive,264585.0,1,Single,No Car,0_child
33,Self Enquiry,2,780.0,Small Business,female,3.0,3.0,Standard,3.0,2,0,3,Senior Manager,348885.0,0,Married,Has Car,2_child
28,Self Enquiry,2,1440.0,Small Business,male,3.0,3.0,Deluxe,3.0,5,0,3,Manager,303840.0,0,Divorced,No Car,2_child
34,Self Enquiry,2,480.0,Large Business,male,3.0,3.0,Deluxe,3.0,3,0,3,Manager,320655.0,0,Married,No Car,2_child
43,Self Enquiry,2,900.0,Large Business,male,3.0,3.0,King,4.0,2,0,3,VP,437670.0,0,Divorced,Has Car,2_child
20,Self Enquiry,2,840.0,Large Business,male,3.0,3.0,Standard,4.0,3,0,3,Senior Manager,425430.0,0,Married,No Car,2_child
29,Self Enquiry,3,540.0,Salaried,female,3.0,3.0,Deluxe,4.0,2,0,4,Manager,264540.0,0,Single,Has Car,2_child
29,Company Invited,3,480.0,Salaried,female,3.0,3.0,Standard,4.0,2,0,4,Senior Manager,373575.0,0,Married,No Car,2_child
38,Self Enquiry,2,780.0,Salaried,male,3.0,3.0,Deluxe,3.0,3,0,4,Manager,329325.0,0,Married,Has Car,2_child
30,Company Invited,2,,Salaried,female,3.0,3.0,Deluxe,3.0,3,0,3,Manager,321615.0,0,Married,Has Car,2_child
0,Self Enquiry,2,1320.0,Salaried,male,3.0,4.0,Basic,3.0,12,0,4,Executive,339855.0,0,Married,No Car,2_child
27,Company Invited,2,720.0,Salaried,female,3.0,3.0,Standard,3.0,1,1,3,Senior Manager,396120.0,1,Single,Has Car,1_child
46,Company Invited,2,420.0,Salaried,male,2.0,4.0,King,3.0,6,0,1,VP,571785.0,0,Divorced,No Car,1_child
57,Company Invited,1,1020.0,Salaried,male,2.0,3.0,Basic,3.0,1,1,1,Executive,473370.0,0,Married,No Car,1_child
25,Self Enquiry,2,660.0,Salaried,male,3.0,4.0,Standard,3.0,3,1,1,Executive,438555.0,0,Divorced,No Car,2_child
24,Self Enquiry,2,480.0,Salaried,male,1.0,3.0,Basic,3.0,2,1,2,Executive,312690.0,0,Single,No Car,0_child
32,Self Enquiry,2,840.0,Small Business,female,1.0,3.0,Basic,4.0,1,1,2,Executive,264600.0,1,Divorced,No Car,0_child
35,Company Invited,2,1560.0,Small Business,female,1.0,3.0,Basic,3.0,2,1,2,Executive,264780.0,1,Single,No Car,0_child
39,Self Enquiry,2,960.0,Salaried,male,2.0,3.0,Standard,3.0,3,1,2,Senior Manager,448590.0,0,Single,Has Car,1_child
40,Company Invited,2,420.0,Salaried,male,3.0,3.0,Deluxe,3.0,4,0,3,Manager,400000.0,0,Single,No Car,2_child
30,Self Enquiry,1,540.0,Small Business,female,3.0,4.0,Basic,3.0,3,0,3,Executive,300000.0,0,Single,No Car,2_child
37,Company Invited,1,480.0,Salaried,male,3.0,3.0,Deluxe,3.0,3,0,4,Manager,303135.0,0,Married,No Car,2_child
35,Self Enquiry,1,780.0,Small Business,male,2.0,3.0,Basic,3.0,6,0,1,Executive,269715.0,0,Divorced,No Car,1_child
52,Self Enquiry,2,1020.0,Salaried,male,3.0,3.0,King,3.0,2,1,5,VP,464535.0,0,Married,Has Car,0_child
0,Self Enquiry,1,600.0,Large Business,male,2.0,3.0,Deluxe,3.0,2,1,2,Manager,315060.0,0,Divorced,No Car,1_child
0,Company Invited,2,1140.0,Small Business,male,1.0,4.0,Basic,3.0,8,0,3,Executive,259155.0,1,Single,No Car,0_child
20,Company Invited,2,480.0,Small Business,female,1.0,4.0,Basic,3.0,2,0,3,Executive,264240.0,0,Divorced,Has Car,0_child
42,Company Invited,2,1080.0,Small Business,female,2.0,4.0,Basic,3.0,8,0,3,Executive,276960.0,0,Divorced,Has Car,1_child
22,Self Enquiry,2,540.0,Small Business,female,2.0,4.0,Basic,3.0,1,0,3,Executive,256200.0,1,Single,Has Car,1_child
47,Self Enquiry,3,960.0,Small Business,female,3.0,3.0,Standard,3.0,5,0,1,Senior Manager,519570.0,0,Married,Has Car,2_child
51,Company Invited,2,960.0,Small Business,female,1.0,4.0,Basic,3.0,2,1,3,Executive,280000.0,0,Married,No Car,0_child
36,Self Enquiry,1,1560.0,Salaried,male,2.0,0.0,Deluxe,3.0,3,0,2,Manager,300000.0,0,Single,Has Car,1_child
19,Company Invited,1,420.0,Small Business,female,2.0,3.0,Basic,3.0,2,0,2,Executive,250000.0,1,Single,Has Car,1_child
58,Company Invited,1,1800.0,Small Business,female,1.0,3.0,Deluxe,3.0,4,0,2,AVP,437640.0,0,Divorced,Has Car,0_child
53,Self Enquiry,1,540.0,Salaried,male,2.0,3.0,Standard,3.0,3,0,1,Senior Manager,428790.0,0,Single,No Car,1_child
50,Company Invited,1,1020.0,Salaried,male,2.0,3.0,Deluxe,3.0,1,0,1,AVP,454830.0,0,Divorced,Has Car,1_child
30,Company Invited,1,1440.0,Small Business,male,1.0,3.0,Basic,3.0,5,0,2,Executive,267030.0,0,Married,No Car,0_child
53,Company Invited,1,540.0,Salaried,female,2.0,3.0,Standard,3.0,4,0,2,Senior Manager,383040.0,0,Married,Has Car,1_child
36,Self Enquiry,1,,Large Business,male,2.0,3.0,Deluxe,3.0,1,0,2,Manager,300000.0,0,Divorced,No Car,1_child
51,Self Enquiry,1,960.0,Small Business,female,1.0,3.0,Standard,4.0,20,0,2,Executive,266970.0,0,Married,Has Car,0_child
27,Company Invited,1,900.0,Small Business,male,2.0,3.0,Basic,3.0,1,0,1,Executive,272580.0,0,Single,No Car,1_child
54,Self Enquiry,1,1020.0,Small Business,male,1.0,3.0,Deluxe,3.0,5,0,2,Manager,400000.0,0,Divorced,No Car,0_child
32,Company Invited,1,1260.0,Salaried,female,1.0,3.0,Basic,3.0,1,0,1,Executive,300000.0,1,Single,Has Car,0_child
45,Self Enquiry,1,780.0,Large Business,female,2.0,3.0,Deluxe,3.0,1,0,2,Manager,297300.0,0,Single,Has Car,1_child
0,Company Invited,1,900.0,Small Business,female,1.0,3.0,Basic,3.0,2,0,2,Executive,266535.0,0,Divorced,No Car,0_child
33,Company Invited,1,1440.0,Small Business,male,1.0,3.0,Basic,3.0,1,0,1,Executive,260000.0,0,Single,No Car,0_child
50,Self Enquiry,2,960.0,Small Business,male,3.0,4.0,Standard,3.0,2,0,2,Senior Manager,472995.0,0,Single,Has Car,2_child
30,Self Enquiry,2,480.0,Small Business,female,1.0,3.0,Standard,4.0,4,0,1,Senior Manager,262065.0,0,Single,No Car,0_child
38,Company Invited,2,480.0,Salaried,male,1.0,3.0,Deluxe,4.0,1,0,2,Manager,262515.0,0,Single,No Car,0_child
57,Self Enquiry,1,1860.0,Salaried,male,1.0,3.0,Deluxe,4.0,3,0,1,AVP,417120.0,0,Married,Has Car,0_child
54,Self Enquiry,2,360.0,Salaried,male,1.0,3.0,Standard,4.0,2,0,1,Senior Manager,300000.0,1,Married,No Car,0_child
30,Self Enquiry,2,1020.0,Small Business,male,1.0,3.0,Deluxe,4.0,20,0,2,Senior Manager,308610.0,0,Single,No Car,0_child
52,Company Invited,2,960.0,Small Business,male,1.0,3.0,Standard,4.0,2,0,1,Senior Manager,440000.0,0,Single,Has Car,0_child
43,Self Enquiry,1,720.0,Salaried,male,1.0,3.0,Standard,4.0,2,0,1,Senior Manager,349005.0,0,Single,Has Car,0_child
