id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup
400,34,Self Enquiry,1,1500.0,Small Business,male,2.0,1.0,Basic,3.0,3.0,0,4,Executive,297810.0,0,Married,Has Car,0_child,30s
401,25,Company Invited,1,900.0,Small Business,male,2.0,3.0,Basic,3.0,2.0,0,4,Executive,252270.0,1,Married,Has Car,0_child,20s
402,36,Company Invited,2,1080.0,Small Business,male,2.0,3.0,Deluxe,3.0,20.0,0,4,Manager,,0,Married,No Car,0_child,30s
403,33,Company Invited,2,540.0,Small Business,male,2.0,3.0,Basic,3.0,1.0,0,3,Executive,250000.0,0,Married,No Car,0_child,30s
404,40,Company Invited,2,960.0,Small Business,male,2.0,3.0,Basic,3.0,1.0,0,4,Executive,262275.0,0,Divorced,No Car,0_child,40s
405,50,Self Enquiry,1,2100.0,Small Business,male,2.0,3.0,King,3.0,6.0,0,5,VP,470160.0,0,Married,Has Car,0_child,50s
406,33,Self Enquiry,1,600.0,Salaried,male,2.0,0.0,Deluxe,4.0,12.0,0,4,Manager,315840.0,0,Single,No Car,0_child,30s
407,32,Self Enquiry,1,480.0,Salaried,male,2.0,1.0,Basic,3.0,2.0,0,4,Executive,258990.0,0,Married,No Car,0_child,30s
408,30,Self Enquiry,2,900.0,Salaried,female,2.0,3.0,Deluxe,3.0,2.0,0,4,Manager,339180.0,0,Divorced,Has Car,0_child,30s
409,38,Company Invited,1,,Salaried,male,2.0,3.0,Deluxe,3.0,5.0,0,4,Manager,310000.0,0,Divorced,No Car,0_child,30s
410,39,Self Enquiry,1,480.0,Salaried,male,2.0,1.0,Deluxe,4.0,3.0,0,5,AVP,479325.0,0,Married,No Car,0_child,30s
411,23,Self Enquiry,1,780.0,Small Business,female,3.0,5.0,Basic,3.0,6.0,0,1,Executive,315705.0,0,Single,Has Car,2_child,20s
412,45,Company Invited,1,,Small Business,female,2.0,3.0,Deluxe,3.0,3.0,1,1,Manager,337905.0,0,Divorced,Has Car,1_child,40s
413,25,Company Invited,2,720.0,Small Business,male,3.0,5.0,Deluxe,3.0,3.0,0,2,Manager,420000.0,0,Single,No Car,2_child,20s
414,37,Company Invited,2,480.0,Small Business,female,2.0,3.0,Deluxe,3.0,4.0,0,4,Manager,312855.0,0,Married,No Car,1_child,30s
415,28,Company Invited,3,,Small Business,female,2.0,3.0,Deluxe,3.0,3.0,0,4,Manager,298635.0,0,Married,No Car,1_child,20s
416,28,Self Enquiry,2,,Small Business,female,2.0,3.0,Deluxe,3.0,3.0,0,3,Manager,296220.0,0,Married,No Car,1_child,20s
417,30,Company Invited,2,,Small Business,female,2.0,3.0,Deluxe,3.0,1.0,0,4,Manager,296925.0,0,Single,Has Car,1_child,30s
418,33,Self Enquiry,2,1020.0,Large Business,male,2.0,3.0,Deluxe,3.0,3.0,0,4,Manager,258300.0,0,Single,Has Car,1_child,30s
419,24,Self Enquiry,2,,Small Business,female,2.0,3.0,Basic,3.0,3.0,0,4,Executive,255210.0,1,Divorced,No Car,1_child,20s
420,48,Company Invited,3,420.0,Large Business,male,2.0,3.0,Standard,3.0,2.0,0,3,Senior Manager,311190.0,0,Single,Has Car,1_child,40s
421,30,Self Enquiry,2,1620.0,Small Business,female,2.0,3.0,Deluxe,3.0,1.0,0,4,Manager,326130.0,0,Married,No Car,1_child,30s
422,41,Company Invited,2,1260.0,Small Business,male,2.0,3.0,Deluxe,3.0,2.0,0,3,Manager,325890.0,0,Single,Has Car,1_child,40s
423,40,Self Enquiry,2,960.0,Small Business,female,2.0,3.0,Deluxe,3.0,4.0,0,3,Manager,308400.0,0,Married,Has Car,1_child,40s
424,30,Self Enquiry,3,960.0,Salaried,male,2.0,3.0,Deluxe,3.0,3.0,0,4,Manager,346485.0,0,Married,Has Car,1_child,30s
425,33,Company Invited,2,480.0,Salaried,female,2.0,3.0,Deluxe,3.0,2.0,0,4,Manager,254760.0,0,Single,Has Car,1_child,30s
426,28,Company Invited,2,780.0,Salaried,male,2.0,3.0,Deluxe,3.0,3.0,0,3,Manager,292860.0,0,Married,Has Car,1_child,20s
427,40,Self Enquiry,2,720.0,Salaried,female,2.0,3.0,Deluxe,3.0,1.0,0,4,Manager,332295.0,0,Married,No Car,1_child,40s
428,32,Company Invited,2,1680.0,Salaried,male,2.0,3.0,Deluxe,3.0,3.0,0,4,Manager,344010.0,0,Married,Has Car,1_child,30s
429,31,Company Invited,2,900.0,Salaried,male,2.0,3.0,Standard,3.0,2.0,0,4,Senior Manager,328215.0,0,Married,Has Car,1_child,30s
430,58,Company Invited,2,,Salaried,female,2.0,3.0,Deluxe,3.0,20.0,0,4,Manager,294450.0,0,Single,No Car,1_child,50s
431,48,Company Invited,2,780.0,Small Business,male,2.0,4.0,Standard,3.0,2.0,1,3,Senior Manager,400000.0,0,Married,Has Car,1_child,40s
432,46,Self Enquiry,2,720.0,Small Business,female,2.0,3.0,Basic,3.0,5.0,1,3,Executive,346545.0,1,Divorced,No Car,1_child,40s
433,31,Company Invited,2,660.0,Small Business,male,2.0,3.0,Basic,3.0,2.0,1,3,Executive,269355.0,1,Married,No Car,1_child,30s
434,55,Company Invited,2,600.0,Small Business,male,2.0,3.0,Deluxe,4.0,6.0,1,4,AVP,426510.0,0,Married,Has Car,1_child,50s
435,31,Self Enquiry,2,660.0,Small Business,female,3.0,5.0,Basic,3.0,1.0,0,1,Executive,264465.0,0,Married,Has Car,2_child,30s
436,30,Company Invited,1,1440.0,Salaried,male,2.0,6.0,Basic,3.0,3.0,0,2,Executive,349950.0,1,Single,Has Car,1_child,30s
437,20,Self Enquiry,2,1320.0,Salaried,female,2.0,3.0,Deluxe,3.0,20.0,1,4,Manager,332220.0,0,Married,Has Car,1_child,20s
438,30,Self Enquiry,1,660.0,Small Business,male,3.0,5.0,Basic,3.0,3.0,0,2,Executive,315510.0,0,Married,No Car,2_child,30s
439,20,Self Enquiry,1,1020.0,Small Business,male,3.0,5.0,Basic,3.0,3.0,0,2,Executive,318675.0,0,Married,No Car,2_child,20s
440,46,Self Enquiry,2,1020.0,Salaried,female,3.0,5.0,Deluxe,3.0,20.0,0,3,Manager,442125.0,0,Married,Has Car,0_child,40s
441,35,Company Invited,1,,Small Business,male,2.0,3.0,Deluxe,3.0,3.0,0,4,Manager,291795.0,1,Married,No Car,1_child,30s
442,30,Self Enquiry,1,600.0,Large Business,female,2.0,3.0,Basic,3.0,3.0,0,3,Executive,332985.0,0,Married,No Car,1_child,30s
443,22,Self Enquiry,1,840.0,Large Business,male,2.0,3.0,Basic,4.0,2.0,0,4,Executive,263940.0,0,Married,No Car,1_child,20s
444,26,Company Invited,1,960.0,Small Business,male,2.0,3.0,Basic,3.0,2.0,0,3,Executive,251370.0,0,Married,No Car,1_child,20s
445,37,Company Invited,1,,Small Business,female,2.0,3.0,Deluxe,3.0,3.0,0,4,Manager,295905.0,0,Married,No Car,1_child,30s
446,41,Company Invited,2,,Salaried,female,2.0,4.0,Deluxe,3.0,1.0,0,3,Manager,302775.0,0,Divorced,No Car,1_child,40s
447,47,Company Invited,1,,Salaried,male,2.0,3.0,Deluxe,3.0,3.0,0,4,Manager,297540.0,0,Single,No Car,1_child,40s
448,49,Self Enquiry,1,540.0,Salaried,female,2.0,3.0,Standard,3.0,4.0,0,4,Senior Manager,364860.0,0,Married,Has Car,1_child,40s
449,40,Company Invited,1,,Salaried,male,2.0,3.0,Deluxe,3.0,1.0,0,4,Manager,311955.0,0,Single,Has Car,1_child,40s
450,40,Company Invited,1,840.0,Salaried,female,2.0,3.0,Deluxe,3.0,4.0,0,4,Manager,309885.0,0,Divorced,No Car,1_child,40s
451,30,Self Enquiry,1,960.0,Salaried,male,2.0,3.0,Deluxe,3.0,2.0,0,4,Manager,261030.0,0,Married,Has Car,1_child,30s
452,42,Self Enquiry,1,1740.0,Salaried,male,2.0,3.0,Deluxe,3.0,3.0,0,4,Manager,317820.0,0,Married,No Car,1_child,40s
453,40,Company Invited,2,540.0,Salaried,male,2.0,4.0,Basic,3.0,4.0,0,3,Executive,508050.0,1,Single,No Car,0_child,40s
454,50,Self Enquiry,2,900.0,Salaried,male,2.0,3.0,King,3.0,16.0,0,3,VP,500505.0,0,Single,Has Car,0_child,50s
455,56,Self Enquiry,1,420.0,Salaried,male,2.0,3.0,King,3.0,6.0,0,4,VP,509760.0,0,Single,Has Car,0_child,50s
456,36,Self Enquiry,1,780.0,Small Business,female,3.0,6.0,Basic,3.0,3.0,0,2,Executive,319785.0,0,Married,No Car,2_child,30s
457,40,Company Invited,1,900.0,Small Business,male,2.0,3.0,King,3.0,5.0,0,2,Senior Manager,503670.0,0,Divorced,Has Car,0_child,40s
458,41,Self Enquiry,1,1320.0,Salaried,female,1.0,0.0,Deluxe,3.0,3.0,0,1,Manager,317055.0,0,Divorced,No Car,0_child,40s
459,52,Self Enquiry,1,960.0,Salaried,male,2.0,3.0,King,3.0,6.0,1,5,VP,503745.0,0,Married,No Car,0_child,50s
460,54,Self Enquiry,2,540.0,Large Business,female,3.0,4.0,Standard,3.0,5.0,0,1,AVP,440685.0,0,Divorced,Has Car,2_child,50s
461,34,Self Enquiry,2,840.0,Salaried,female,3.0,4.0,Basic,3.0,3.0,0,1,Executive,316215.0,0,Divorced,No Car,1_child,30s
462,38,Company Invited,2,960.0,Small Business,female,2.0,4.0,Deluxe,3.0,3.0,0,1,Manager,300000.0,0,Divorced,Has Car,1_child,30s
463,34,Company Invited,2,480.0,Small Business,female,2.0,4.0,Basic,3.0,3.0,0,2,Executive,319125.0,0,Married,No Car,1_child,30s
464,41,Self Enquiry,2,600.0,Small Business,male,3.0,4.0,Basic,3.0,8.0,0,2,Executive,325980.0,0,Single,Has Car,2_child,40s
465,24,Company Invited,2,900.0,Small Business,male,2.0,4.0,Basic,3.0,2.0,0,2,Executive,312570.0,0,Single,No Car,1_child,20s
466,32,Self Enquiry,2,540.0,Small Business,female,2.0,4.0,Deluxe,3.0,3.0,0,1,Manager,320000.0,0,Single,No Car,1_child,30s
467,47,Self Enquiry,2,480.0,Salaried,male,3.0,4.0,Standard,3.0,5.0,0,1,Senior Manager,417495.0,1,Divorced,No Car,2_child,40s
468,32,Company Invited,3,480.0,Salaried,male,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,341280.0,0,Single,No Car,1_child,30s
469,33,Self Enquiry,2,780.0,Small Business,male,3.0,4.0,Standard,3.0,2.0,0,2,Senior Manager,354930.0,1,Single,Has Car,2_child,30s
470,32,Company Invited,3,900.0,Small Business,male,3.0,5.0,Basic,3.0,1.0,0,1,Executive,260805.0,1,Single,No Car,2_child,30s
471,32,Company Invited,3,1560.0,Small Business,male,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,321270.0,0,Single,No Car,1_child,30s
472,37,Company Invited,2,1020.0,Small Business,female,2.0,4.0,Standard,3.0,2.0,0,1,Senior Manager,395160.0,0,Divorced,Has Car,1_child,30s
473,30,Self Enquiry,3,1080.0,Small Business,female,3.0,4.0,Deluxe,3.0,28.0,0,2,Manager,309990.0,0,Single,Has Car,2_child,30s
474,45,Self Enquiry,2,600.0,Small Business,male,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,325785.0,0,Single,No Car,1_child,40s
475,44,Self Enquiry,1,600.0,Large Business,male,4.0,5.0,King,3.0,3.0,0,1,VP,464160.0,0,Single,Has Car,0_child,40s
476,42,Self Enquiry,2,600.0,Small Business,male,2.0,4.0,Deluxe,3.0,3.0,0,1,Manager,300000.0,0,Divorced,No Car,1_child,40s
477,30,Company Invited,2,1920.0,Large Business,male,2.0,4.0,Basic,3.0,3.0,1,2,Executive,320000.0,0,Single,No Car,1_child,30s
478,25,Self Enquiry,2,840.0,Salaried,male,2.0,4.0,Basic,3.0,5.0,1,2,Executive,273030.0,1,Divorced,Has Car,1_child,20s
479,55,Company Invited,2,420.0,Small Business,male,3.0,4.0,Standard,3.0,2.0,1,2,Senior Manager,402840.0,1,Married,No Car,2_child,50s
480,48,Company Invited,2,960.0,Small Business,female,2.0,4.0,Basic,3.0,2.0,1,1,Executive,300000.0,0,Single,Has Car,1_child,40s
481,54,Self Enquiry,1,780.0,Small Business,female,3.0,4.0,Deluxe,3.0,2.0,0,1,AVP,449175.0,0,Single,Has Car,2_child,50s
482,35,Self Enquiry,1,960.0,Small Business,male,2.0,4.0,Basic,3.0,2.0,0,2,Executive,272550.0,0,Divorced,Has Car,1_child,30s
483,28,Company Invited,1,480.0,Salaried,male,3.0,4.0,Deluxe,3.0,12.0,0,1,Manager,332310.0,0,Divorced,No Car,2_child,20s
484,44,Company Invited,1,1920.0,Salaried,male,2.0,5.0,Deluxe,3.0,3.0,0,1,Manager,357195.0,0,Single,No Car,1_child,40s
485,37,Self Enquiry,3,900.0,Small Business,male,2.0,5.0,King,3.0,6.0,0,4,VP,519240.0,1,Married,Has Car,1_child,30s
486,28,Self Enquiry,2,480.0,Large Business,male,3.0,4.0,Deluxe,3.0,2.0,0,3,AVP,337065.0,0,Single,Has Car,2_child,20s
487,26,Self Enquiry,3,540.0,Large Business,male,3.0,4.0,Basic,3.0,2.0,0,3,Executive,297315.0,0,Divorced,Has Car,2_child,20s
488,33,Self Enquiry,2,1920.0,Small Business,male,3.0,4.0,Standard,3.0,5.0,0,4,Senior Manager,357720.0,0,Married,Has Car,2_child,30s
489,29,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,Standard,3.0,5.0,0,3,Senior Manager,429165.0,0,Married,Has Car,2_child,20s
490,51,Self Enquiry,1,660.0,Small Business,female,2.0,4.0,Deluxe,4.0,5.0,0,3,AVP,558465.0,0,Married,Has Car,0_child,50s
491,28,Self Enquiry,2,840.0,Salaried,female,3.0,4.0,Deluxe,3.0,12.0,0,3,Manager,330000.0,0,Married,No Car,2_child,20s
492,31,Company Invited,3,1800.0,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,4,Manager,333150.0,0,Married,Has Car,2_child,30s
493,40,Self Enquiry,2,1980.0,Salaried,male,3.0,4.0,Deluxe,3.0,20.0,0,3,Manager,357060.0,0,Divorced,No Car,2_child,40s
494,50,Self Enquiry,1,960.0,Salaried,male,2.0,4.0,Deluxe,3.0,2.0,0,3,AVP,525060.0,0,Married,Has Car,0_child,50s
495,46,Self Enquiry,2,840.0,Salaried,male,3.0,4.0,Deluxe,3.0,,0,1,AVP,544740.0,0,Single,Has Car,2_child,40s
496,41,Self Enquiry,2,480.0,Salaried,male,3.0,4.0,Standard,3.0,3.0,0,1,Senior Manager,434460.0,1,Single,Has Car,2_child,40s
497,38,Company Invited,2,1920.0,Small Business,female,3.0,4.0,Deluxe,4.0,12.0,0,2,Manager,347820.0,0,Single,Has Car,2_child,30s
498,34,Company Invited,2,1320.0,Small Business,female,2.0,4.0,Deluxe,3.0,5.0,0,2,Manager,334605.0,0,Married,Has Car,1_child,30s
499,45,Company Invited,3,1320.0,Salaried,male,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,367320.0,0,Single,No Car,1_child,40s
500,30,Self Enquiry,2,960.0,Small Business,male,3.0,4.0,Standard,4.0,20.0,0,2,Senior Manager,349230.0,0,Single,No Car,2_child,30s
501,39,Company Invited,2,840.0,Small Business,male,2.0,5.0,Basic,3.0,8.0,0,2,Executive,336195.0,0,Married,Has Car,1_child,30s
502,42,Company Invited,2,720.0,Small Business,male,2.0,4.0,Deluxe,3.0,8.0,0,2,Senior Manager,406920.0,0,Divorced,Has Car,1_child,40s
503,23,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,Standard,3.0,12.0,0,2,Senior Manager,315540.0,0,Divorced,No Car,2_child,20s
504,35,Self Enquiry,2,1260.0,Small Business,female,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,331560.0,0,Divorced,Has Car,1_child,30s
505,55,Self Enquiry,2,900.0,Salaried,female,3.0,4.0,Deluxe,4.0,7.0,0,2,Manager,356880.0,0,Divorced,Has Car,2_child,50s
506,24,Self Enquiry,3,1380.0,Small Business,female,2.0,4.0,Deluxe,3.0,3.0,0,1,Manager,357285.0,0,Divorced,Has Car,1_child,20s
507,40,Company Invited,2,300.0,Small Business,male,3.0,4.0,Standard,3.0,7.0,0,2,Senior Manager,500000.0,0,Married,No Car,2_child,40s
508,55,Self Enquiry,2,720.0,Large Business,female,3.0,4.0,Deluxe,3.0,20.0,0,2,AVP,500000.0,0,Divorced,Has Car,2_child,50s
509,41,Self Enquiry,2,540.0,Salaried,male,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,375045.0,0,Single,Has Car,1_child,40s
510,41,Self Enquiry,2,1680.0,Small Business,male,2.0,4.0,Deluxe,3.0,8.0,0,2,Manager,366735.0,0,Married,No Car,1_child,40s
511,40,Self Enquiry,2,900.0,Salaried,male,3.0,4.0,Deluxe,3.0,7.0,0,2,Manager,378840.0,0,Single,No Car,2_child,40s
512,36,Self Enquiry,2,480.0,Small Business,male,3.0,4.0,Deluxe,3.0,2.0,0,1,Executive,268755.0,1,Divorced,Has Car,2_child,30s
513,46,Self Enquiry,2,780.0,Large Business,female,2.0,4.0,Deluxe,3.0,4.0,0,2,Manager,292890.0,0,Single,Has Car,1_child,40s
514,52,Company Invited,2,1020.0,Small Business,male,3.0,4.0,Standard,3.0,2.0,0,2,Senior Manager,406845.0,0,Divorced,No Car,2_child,50s
515,40,Self Enquiry,2,1800.0,Small Business,female,2.0,4.0,Deluxe,4.0,2.0,0,2,Manager,452985.0,0,Single,Has Car,1_child,40s
516,31,Self Enquiry,2,780.0,Small Business,female,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,349455.0,0,Single,No Car,1_child,30s
517,42,Self Enquiry,2,720.0,Small Business,male,3.0,4.0,Deluxe,4.0,7.0,0,2,Manager,328080.0,0,Single,Has Car,2_child,40s
518,35,Self Enquiry,3,900.0,Small Business,male,2.0,4.0,Basic,3.0,3.0,0,2,Executive,316515.0,0,Divorced,No Car,1_child,30s
519,31,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,Standard,3.0,1.0,0,1,Senior Manager,493260.0,0,Single,Has Car,2_child,30s
520,40,Self Enquiry,2,540.0,Small Business,male,3.0,4.0,Standard,4.0,7.0,0,1,Senior Manager,500000.0,0,Single,No Car,2_child,40s
521,53,Company Invited,2,480.0,Salaried,male,2.0,4.0,Deluxe,3.0,2.0,0,1,VP,400815.0,0,Married,Has Car,1_child,50s
522,31,Company Invited,2,2040.0,Small Business,female,3.0,4.0,Deluxe,3.0,7.0,0,2,Manager,342330.0,0,Divorced,No Car,2_child,30s
523,36,Company Invited,2,1740.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,307830.0,0,Divorced,Has Car,1_child,30s
524,50,Company Invited,3,540.0,Large Business,male,3.0,4.0,Standard,4.0,2.0,0,1,Senior Manager,528570.0,0,Single,No Car,2_child,50s
525,37,Self Enquiry,2,1620.0,Salaried,female,2.0,4.0,Deluxe,3.0,12.0,0,2,Manager,405150.0,0,Divorced,Has Car,1_child,30s
526,44,Self Enquiry,3,660.0,Salaried,male,2.0,4.0,Standard,3.0,7.0,0,1,Senior Manager,388185.0,0,Single,No Car,1_child,40s
527,35,Self Enquiry,3,900.0,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,2,Manager,350445.0,0,Single,No Car,2_child,30s
528,43,Company Invited,2,720.0,Salaried,male,2.0,4.0,Standard,3.0,2.0,0,2,Senior Manager,425655.0,0,Divorced,No Car,1_child,40s
529,57,Self Enquiry,2,1200.0,Small Business,female,2.0,4.0,Deluxe,3.0,2.0,0,1,Manager,448500.0,0,Divorced,Has Car,1_child,50s
530,41,Self Enquiry,2,1020.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,1,Manager,352350.0,0,Married,Has Car,1_child,40s
531,45,Self Enquiry,2,720.0,Salaried,female,2.0,4.0,Deluxe,3.0,5.0,0,2,Manager,367905.0,0,Divorced,No Car,1_child,40s
532,52,Company Invited,2,780.0,Salaried,female,2.0,4.0,Standard,3.0,5.0,0,2,Senior Manager,433290.0,0,Single,Has Car,1_child,50s
533,45,Self Enquiry,3,540.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,377835.0,0,Single,No Car,1_child,40s
534,40,Self Enquiry,3,240.0,Salaried,female,3.0,4.0,Standard,3.0,5.0,0,1,Senior Manager,360450.0,0,Single,No Car,2_child,40s
535,28,Self Enquiry,2,360.0,Small Business,male,3.0,4.0,Standard,3.0,2.0,0,1,Senior Manager,345870.0,0,Single,No Car,2_child,20s
536,39,Company Invited,2,480.0,Salaried,male,2.0,4.0,Standard,3.0,2.0,0,2,Senior Manager,388290.0,0,Single,Has Car,1_child,30s
537,48,Company Invited,2,720.0,Salaried,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,298740.0,0,Single,No Car,1_child,40s
538,50,Self Enquiry,2,480.0,Large Business,male,2.0,4.0,Standard,3.0,7.0,0,2,Senior Manager,366540.0,0,Single,No Car,1_child,50s
539,53,Self Enquiry,2,540.0,Small Business,male,3.0,4.0,Standard,4.0,3.0,0,1,Senior Manager,458310.0,0,Married,Has Car,2_child,50s
540,35,Company Invited,2,660.0,Salaried,female,2.0,4.0,Deluxe,3.0,3.0,0,1,AVP,409185.0,0,Divorced,Has Car,1_child,30s
541,44,Company Invited,2,480.0,Small Business,male,3.0,4.0,Standard,3.0,5.0,0,1,Senior Manager,376665.0,0,Married,Has Car,2_child,40s
542,41,Company Invited,2,900.0,Small Business,male,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,376215.0,0,Married,No Car,1_child,40s
543,50,Company Invited,2,900.0,Large Business,female,2.0,4.0,Standard,3.0,1.0,0,2,Senior Manager,458250.0,0,Divorced,Has Car,1_child,50s
544,50,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,Basic,3.0,20.0,0,1,Executive,351690.0,0,Single,Has Car,2_child,50s
545,30,Self Enquiry,1,600.0,Large Business,female,3.0,4.0,Basic,3.0,7.0,0,3,Executive,312300.0,0,Married,Has Car,2_child,30s
546,40,Self Enquiry,1,960.0,Small Business,female,3.0,4.0,Standard,3.0,2.0,0,3,Senior Manager,400000.0,0,Single,Has Car,2_child,40s
547,44,Self Enquiry,2,540.0,Salaried,female,3.0,4.0,Deluxe,3.0,20.0,1,1,AVP,575355.0,0,Divorced,Has Car,1_child,40s
548,26,Self Enquiry,2,960.0,Small Business,female,3.0,4.0,Deluxe,3.0,3.0,0,5,Manager,395910.0,0,Married,Has Car,2_child,20s
549,32,Self Enquiry,2,540.0,Large Business,female,3.0,4.0,Basic,3.0,2.0,0,4,Executive,337545.0,0,Married,No Car,2_child,30s
550,40,Company Invited,1,720.0,Small Business,male,3.0,4.0,Basic,3.0,3.0,0,4,Executive,314160.0,0,Single,Has Car,2_child,40s
551,30,Company Invited,1,600.0,Salaried,male,3.0,5.0,Basic,3.0,2.0,0,4,Executive,326985.0,0,Single,No Car,2_child,30s
552,31,Self Enquiry,1,480.0,Small Business,female,3.0,4.0,Basic,3.0,7.0,1,3,Executive,300000.0,0,Divorced,Has Car,2_child,30s
553,30,Self Enquiry,2,900.0,Salaried,male,3.0,4.0,Basic,3.0,3.0,0,4,Manager,325290.0,0,Married,Has Car,2_child,30s
554,55,Company Invited,1,1020.0,Small Business,male,2.0,4.0,Basic,4.0,5.0,0,3,Executive,374355.0,0,Married,Has Car,0_child,50s
555,38,Self Enquiry,2,420.0,Salaried,male,3.0,4.0,Deluxe,3.0,12.0,1,2,Manager,344415.0,1,Single,No Car,1_child,30s
556,23,Company Invited,2,600.0,Large Business,female,3.0,4.0,Basic,3.0,3.0,1,2,Executive,330000.0,1,Married,No Car,2_child,20s
557,29,Self Enquiry,2,960.0,Small Business,female,3.0,3.0,Basic,3.0,2.0,0,4,Executive,264270.0,0,Married,Has Car,0_child,20s
558,34,Self Enquiry,1,600.0,Large Business,female,3.0,3.0,Basic,3.0,5.0,0,4,Executive,,0,Divorced,Has Car,0_child,30s
559,50,Company Invited,2,420.0,Small Business,female,3.0,3.0,Basic,3.0,5.0,0,3,Executive,254805.0,0,Married,Has Car,0_child,50s
560,48,Self Enquiry,1,2100.0,Large Business,male,3.0,3.0,Deluxe,4.0,20.0,0,3,Manager,423360.0,0,Married,No Car,0_child,40s
561,27,Company Invited,1,840.0,Small Business,male,3.0,3.0,Basic,3.0,2.0,0,4,Executive,300000.0,1,Single,Has Car,0_child,20s
562,27,Company Invited,1,540.0,Large Business,male,3.0,4.0,Basic,4.0,7.0,0,4,Executive,306945.0,0,Married,No Car,0_child,20s
563,37,Self Enquiry,1,780.0,Small Business,female,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,265965.0,0,Divorced,Has Car,1_child,30s
564,20,Self Enquiry,1,960.0,Small Business,male,3.0,4.0,Deluxe,3.0,3.0,0,2,Manager,351075.0,0,Single,No Car,2_child,20s
565,32,Self Enquiry,1,600.0,Salaried,male,2.0,4.0,Basic,3.0,3.0,0,2,Manager,319410.0,0,Married,No Car,1_child,30s
566,47,Self Enquiry,1,1920.0,Small Business,female,2.0,4.0,Deluxe,3.0,3.0,0,2,Manager,370000.0,0,Single,No Car,1_child,40s
567,36,Company Invited,1,540.0,Small Business,male,2.0,5.0,Basic,3.0,2.0,0,1,Executive,413355.0,0,Divorced,No Car,1_child,30s
568,42,Self Enquiry,1,480.0,Small Business,male,2.0,4.0,Basic,3.0,2.0,0,1,Executive,264135.0,0,Divorced,Has Car,1_child,40s
569,40,Company Invited,1,1800.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,1,Manager,360855.0,0,Divorced,Has Car,1_child,40s
570,48,Self Enquiry,1,540.0,Small Business,male,2.0,4.0,Deluxe,3.0,,0,2,AVP,578670.0,0,Divorced,No Car,1_child,40s
571,41,Self Enquiry,1,1020.0,Small Business,male,2.0,4.0,Basic,4.0,7.0,0,2,Executive,269925.0,1,Married,Has Car,1_child,40s
572,39,Self Enquiry,1,960.0,Small Business,male,2.0,5.0,Deluxe,3.0,3.0,0,1,Manager,300000.0,0,Divorced,No Car,1_child,30s
573,27,Self Enquiry,1,720.0,Salaried,female,2.0,4.0,Basic,3.0,3.0,0,2,Executive,266565.0,1,Divorced,No Car,1_child,20s
574,30,Company Invited,1,600.0,Salaried,male,2.0,4.0,Basic,3.0,2.0,0,2,Senior Manager,356655.0,0,Single,No Car,1_child,30s
575,30,Company Invited,1,840.0,Salaried,male,2.0,4.0,Basic,3.0,8.0,0,2,Executive,269295.0,1,Divorced,No Car,1_child,30s
576,39,Self Enquiry,1,900.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,321270.0,0,Single,No Car,1_child,30s
577,36,Company Invited,1,900.0,Salaried,male,3.0,4.0,Basic,3.0,1.0,0,2,Executive,340000.0,1,Married,No Car,2_child,30s
578,38,Company Invited,1,540.0,Small Business,female,2.0,5.0,Deluxe,3.0,3.0,0,2,Manager,360000.0,0,Single,Has Car,1_child,30s
579,32,Self Enquiry,1,1260.0,Large Business,male,2.0,4.0,Basic,4.0,7.0,0,2,Executive,310410.0,0,Married,Has Car,1_child,30s
580,42,Self Enquiry,1,360.0,Large Business,female,3.0,4.0,Standard,4.0,2.0,0,1,Senior Manager,400000.0,0,Married,Has Car,2_child,40s
581,40,Company Invited,1,540.0,Small Business,male,2.0,4.0,Deluxe,3.0,2.0,0,2,Manager,325080.0,0,Married,No Car,1_child,40s
582,37,Self Enquiry,1,1140.0,Salaried,male,2.0,4.0,Deluxe,3.0,3.0,0,1,Manager,355980.0,0,Married,No Car,1_child,30s
