id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup,NumberOfTrips_log,TypeofContactNULL,Motivation,EconomicPower,Child01,TripEasier,SalesPerformance,LivingCost,EconomicStability,TripFreaqency,TravelCost,EconomicSegment,PackageMatch
386,33,Self Enquiry,2,7.528869256642251,Small Business,male,3,5,Deluxe,3,3,0,2,Manager,300000.0,0,Single,No Car,2_child,30s,1.3862943611198906,0,15,780000.0,1,4,1.3282207007616216,192307.6923076923,324000.0,0,2.386294361119891,21,0.8
387,40,Self Enquiry,2,6.293419278846481,Large Business,male,3,5,Deluxe,3,5,0,1,Manager,421080.0,0,Married,No Car,2_child,40s,1.791759469228055,0,15,1094808.0,1,2,0.7944806755218203,249159.76331360944,606355.2,1,2.791759469228055,39,0.8
388,30,Self Enquiry,2,6.493753839851686,Small Business,male,3,5,Deluxe,3,3,0,2,Manager,300000.0,0,Married,Has Car,2_child,30s,1.3862943611198906,0,15,780000.0,1,2,1.539941341575152,170940.17094017094,324000.0,0,2.386294361119891,21,0.8
389,44,Self Enquiry,2,6.293419278846481,Salaried,female,2,3,Standard,3,16,1,2,Senior Manager,440000.0,0,Married,Has Car,1_child,40s,2.833213344056216,0,16,880000.0,1,3,0.9533768106261845,270769.2307692307,629200.0000000001,2,3.833213344056216,20,1.0
390,41,Self Enquiry,2,6.493753839851686,Small Business,female,3,5,Deluxe,3,3,0,1,Manager,321825.0,0,Divorced,Has Car,2_child,40s,1.3862943611198906,0,15,643650.0,1,2,0.769970670787576,198046.15384615384,347571.0,0,2.386294361119891,21,0.8
391,59,Company Invited,1,6.293419278846481,Salaried,female,2,3,Basic,3,2,0,2,Manager,270000.0,0,Single,No Car,1_child,50s,1.0986122886681098,0,6,810000.0,1,18,0.9533768106261845,163636.36363636362,356400.0,0,2.09861228866811,16,1.0
392,33,Company Invited,1,6.8679744089702925,Salaried,female,2,3,Basic,3,2,0,1,Executive,251910.0,0,Divorced,Has Car,1_child,30s,1.0986122886681098,0,6,755730.0,1,9,0.4368100143299437,146034.78260869565,304811.10000000003,0,2.09861228866811,13,1.0
393,31,Company Invited,1,6.293419278846481,Salaried,male,2,3,Basic,3,7,0,2,Executive,263820.0,0,Married,Has Car,1_child,30s,2.0794415416798357,0,6,1028898.0,1,9,0.9533768106261845,140703.99999999997,319222.2,1,3.0794415416798357,13,1.0
394,37,Self Enquiry,1,6.175867270105761,Salaried,female,2,3,Deluxe,3,5,0,1,Manager,264855.0,0,Single,No Car,1_child,30s,1.791759469228055,0,6,794565.0,1,6,0.48576173495850167,160518.1818181818,349608.6,1,2.791759469228055,16,0.8
395,33,Self Enquiry,1,6.293419278846481,Salaried,male,2,3,Basic,3,2,0,1,Executive,262680.0,0,Single,Has Car,1_child,30s,1.0986122886681098,0,6,1024452.0,1,18,0.47668840531309226,152278.26086956522,317842.80000000005,0,2.09861228866811,13,1.0
396,41,Self Enquiry,1,6.293419278846481,Small Business,female,2,3,Deluxe,3,2,0,2,Manager,344310.0,0,Single,No Car,1_child,40s,1.0986122886681098,0,6,1032930.0,1,6,0.9533768106261845,208672.72727272726,371854.8,0,2.09861228866811,37,0.8
397,56,Company Invited,1,6.8679744089702925,Small Business,female,2,3,Deluxe,4,1,0,1,AVP,430815.0,0,Single,Has Car,1_child,50s,0.6931471805599453,0,6,1292445.0,1,6,0.4368100143299437,249747.8260869565,542826.9,0,2.539720770839918,9,1.0
398,49,Self Enquiry,1,7.2305631534092925,Small Business,male,2,3,Standard,3,1,0,2,Senior Manager,523905.0,0,Married,Has Car,1_child,40s,0.6931471805599453,0,6,2043229.5,1,3,0.8298108837028734,279415.99999999994,612968.85,0,1.6931471805599454,8,1.0
399,37,Company Invited,2,6.175867270105761,Small Business,female,2,3,Basic,3,2,0,4,Executive,262890.0,1,Single,No Car,0_child,30s,1.0986122886681098,0,6,525780.0,0,36,1.9430469398340067,202223.0769230769,260261.10000000003,0,2.09861228866811,5,1.0
400,34,Self Enquiry,1,7.313886831633462,Small Business,male,2,1,Basic,3,3,0,4,Executive,297810.0,0,Married,Has Car,0_child,30s,1.3862943611198906,0,2,1161459.0,0,18,0.5469048253111475,172643.47826086957,294831.9,0,2.386294361119891,11,1.0
401,25,Company Invited,1,6.803505257608338,Small Business,male,2,3,Basic,3,2,0,4,Executive,252270.0,1,Married,Has Car,0_child,20s,1.0986122886681098,0,6,983853.0,0,18,1.7637966820971351,146243.47826086957,249747.30000000002,0,2.09861228866811,11,1.0
402,35,Company Invited,2,6.985641817639208,Small Business,male,2,3,Deluxe,3,20,0,4,Manager,12.61417006902647,0,Married,No Car,0_child,30s,3.044522437723423,0,6,32.796842179468825,0,6,1.717809231171745,8.82109795036816,13.623303674548586,2,4.044522437723423,21,0.8
403,33,Company Invited,2,6.293419278846481,Small Business,male,2,3,Basic,3,1,0,3,Executive,250000.0,0,Married,No Car,0_child,30s,0.6931471805599453,0,6,650000.0,0,18,1.4300652159392766,174825.1748251748,247500.00000000003,0,1.6931471805599454,5,1.0
404,40,Company Invited,2,6.8679744089702925,Small Business,male,2,3,Basic,3,1,0,4,Executive,262275.0,0,Divorced,No Car,0_child,40s,0.6931471805599453,0,6,681915.0,0,18,1.7472400573197748,201750.0,259652.25000000003,0,1.6931471805599454,5,1.0
405,50,Self Enquiry,1,7.650168700845001,Small Business,male,2,3,King,3,6,0,5,VP,470160.0,0,Married,Has Car,0_child,50s,1.9459101490553132,0,6,1833624.0,0,6,1.9607410746828593,272556.52173913043,634716.0,1,2.9459101490553135,32,0.6
406,33,Self Enquiry,1,6.398594934535208,Salaried,male,2,0,Deluxe,4,12,0,4,Manager,315840.0,0,Single,No Car,0_child,30s,2.5649493574615367,0,0,1231776.0,0,12,0.0,210560.0,416908.8,2,5.347424036192305,16,1.0
407,32,Self Enquiry,1,6.175867270105761,Salaried,male,2,1,Basic,3,2,0,4,Executive,258990.0,0,Married,No Car,0_child,30s,1.0986122886681098,0,2,1010061.0,0,18,0.6476823132780022,156963.63636363635,313377.9,0,2.09861228866811,13,1.0
408,30,Self Enquiry,2,6.803505257608338,Salaried,female,2,3,Deluxe,3,2,0,4,Manager,339180.0,0,Divorced,Has Car,0_child,30s,1.0986122886681098,0,6,678360.0,0,6,1.7637966820971351,248483.51648351643,447717.60000000003,0,2.09861228866811,15,0.8
409,38,Company Invited,1,6.894915994058462,Salaried,male,2,3,Deluxe,3,5,0,4,Manager,310000.0,0,Divorced,No Car,0_child,30s,1.791759469228055,0,6,1209000.0,0,6,1.7404127926055557,206666.66666666666,409200.0,1,2.791759469228055,16,0.8
410,39,Self Enquiry,1,6.175867270105761,Salaried,male,2,1,Deluxe,4,3,0,5,AVP,479325.0,0,Married,No Car,0_child,30s,1.3862943611198906,0,2,1869367.5,0,6,0.8096028915975028,290500.0,738160.5,0,3.579441541679836,17,1.0
411,23,Self Enquiry,1,6.660575149839686,Small Business,female,3,5,Basic,3,6,0,1,Executive,315705.0,0,Single,Has Car,2_child,20s,1.9459101490553132,0,15,947115.0,1,12,0.7506859223892017,168376.0,312547.95,1,2.9459101490553135,11,1.0
412,45,Company Invited,1,6.860254387591524,Small Business,female,2,3,Deluxe,3,3,1,1,Manager,337905.0,0,Divorced,Has Car,1_child,40s,1.3862943611198906,0,16,1013715.0,1,3,0.43730156791652597,195886.9565217391,364937.39999999997,0,2.386294361119891,37,0.8
413,25,Company Invited,2,6.580639137284949,Small Business,male,3,5,Deluxe,3,3,0,2,Manager,420000.0,0,Single,No Car,2_child,20s,1.3862943611198906,0,15,1092000.0,1,4,1.5196092342066665,269230.76923076925,453600.0,0,2.386294361119891,21,0.8
414,37,Company Invited,2,6.175867270105761,Small Business,female,2,3,Deluxe,3,4,0,4,Manager,312855.0,0,Married,No Car,1_child,30s,1.6094379124341003,0,6,625710.0,1,3,1.9430469398340067,200548.07692307688,337883.39999999997,0,2.6094379124341005,21,0.8
415,28,Company Invited,3,6.932164354047192,Small Business,female,2,3,Deluxe,3,3,0,4,Manager,298635.0,0,Married,No Car,1_child,20s,1.3862943611198906,0,6,298635.0,1,3,1.7310610924846386,248862.49999999997,322525.8,0,2.386294361119891,35,0.8
416,28,Self Enquiry,2,6.90774140354431,Small Business,female,2,3,Deluxe,3,3,0,3,Manager,296220.0,0,Married,No Car,1_child,20s,1.3862943611198906,0,6,592440.0,1,3,1.3028860627848877,189884.61538461535,319917.6,0,2.386294361119891,21,0.8
417,30,Company Invited,2,6.871763693695318,Small Business,female,2,3,Deluxe,3,1,0,4,Manager,296925.0,0,Single,Has Car,1_child,30s,0.6931471805599453,0,6,593850.0,1,6,1.7462765797679742,198612.04013377923,320679.0,0,1.6931471805599454,21,0.8
418,33,Self Enquiry,2,6.928537818164665,Large Business,male,2,3,Deluxe,3,3,0,4,Manager,258300.0,0,Single,Has Car,1_child,30s,1.3862943611198906,0,6,671580.0,1,6,1.7319671646360069,172775.91973244143,371952.0,0,2.386294361119891,39,0.8
419,24,Self Enquiry,2,6.807201480305388,Small Business,female,2,3,Basic,3,3,0,4,Executive,255210.0,1,Divorced,No Car,1_child,20s,1.3862943611198906,0,6,510420.0,1,9,1.7628389632242307,178468.53146853144,252657.90000000002,0,2.386294361119891,5,1.0
420,48,Company Invited,3,6.042632833682381,Large Business,male,2,3,Standard,3,2,0,3,Senior Manager,311190.0,0,Single,Has Car,1_child,40s,1.0986122886681098,0,6,404547.0,1,6,1.4894169888716204,270599.99999999994,485456.4,0,2.09861228866811,27,1.0
421,30,Self Enquiry,2,7.390798521735676,Small Business,female,2,3,Deluxe,3,1,0,4,Manager,326130.0,0,Married,No Car,1_child,30s,0.6931471805599453,0,6,652260.0,1,3,1.6236405260824085,209057.69230769228,352220.39999999997,0,1.6931471805599454,21,0.8
422,41,Company Invited,2,7.13966033596492,Small Business,male,2,3,Deluxe,3,2,0,3,Manager,325890.0,0,Single,Has Car,1_child,40s,1.0986122886681098,0,6,847314.0,1,6,1.2605641692314002,217986.62207357856,351961.2,0,2.09861228866811,21,0.8
423,40,Self Enquiry,2,6.8679744089702925,Small Business,female,2,3,Deluxe,3,4,0,3,Manager,308400.0,0,Married,Has Car,1_child,40s,1.6094379124341003,0,6,616800.0,1,3,1.310430042989831,189784.61538461535,333072.0,0,2.6094379124341005,21,0.8
424,30,Self Enquiry,3,6.8679744089702925,Salaried,male,2,3,Deluxe,3,3,0,4,Manager,346485.0,0,Married,Has Car,1_child,30s,1.3862943611198906,0,6,450430.5,1,3,1.7472400573197748,277187.99999999994,457360.20000000007,0,2.386294361119891,26,0.8
425,33,Company Invited,2,6.175867270105761,Salaried,female,2,3,Deluxe,3,2,0,4,Manager,254760.0,0,Single,Has Car,1_child,30s,1.0986122886681098,0,6,509520.0,1,6,1.9430469398340067,170408.0267558528,336283.2,0,2.09861228866811,15,0.8
426,28,Company Invited,2,6.660575149839686,Salaried,male,2,3,Deluxe,3,3,0,3,Manager,292860.0,0,Married,Has Car,1_child,20s,1.3862943611198906,0,6,761436.0,1,3,1.351234660300563,180221.5384615384,386575.2,0,2.386294361119891,15,0.8
427,40,Self Enquiry,2,6.580639137284949,Salaried,female,2,3,Deluxe,3,1,0,4,Manager,332295.0,0,Married,No Car,1_child,40s,0.6931471805599453,0,6,664590.0,1,3,1.8235310810479997,213009.61538461535,438629.4000000001,0,1.6931471805599454,15,0.8
428,32,Company Invited,2,7.427144133408616,Salaried,male,2,3,Deluxe,3,3,0,4,Manager,344010.0,0,Married,Has Car,1_child,30s,1.3862943611198906,0,6,894426.0,1,3,1.6156950483863461,211698.46153846147,454093.20000000007,0,2.386294361119891,15,0.8
429,31,Company Invited,2,6.803505257608338,Salaried,male,2,3,Standard,3,2,0,4,Senior Manager,328215.0,0,Married,Has Car,1_child,30s,1.0986122886681098,0,6,853359.0,1,3,1.7637966820971351,201978.46153846147,469347.45000000007,0,2.09861228866811,20,1.0
430,58,Company Invited,2,6.899423333706088,Salaried,female,2,3,Deluxe,3,20,0,4,Manager,294450.0,0,Single,No Car,1_child,50s,3.044522437723423,0,6,588900.0,1,6,1.7392757944531128,205909.09090909088,388674.0,2,4.044522437723423,15,0.8
431,48,Company Invited,2,6.660575149839686,Small Business,male,2,4,Standard,3,2,1,3,Senior Manager,400000.0,0,Married,Has Car,1_child,40s,1.0986122886681098,0,18,1040000.0,1,3,1.801646213734084,246153.8461538461,468000.0,0,2.09861228866811,3,1.0
432,46,Self Enquiry,2,6.580639137284949,Small Business,female,2,3,Basic,3,5,1,3,Executive,346545.0,1,Divorced,No Car,1_child,40s,1.791759469228055,0,16,693090.0,1,9,1.3676483107859998,242339.16083916082,343079.55000000005,1,2.791759469228055,5,1.0
433,31,Company Invited,2,6.493753839851686,Small Business,male,2,3,Basic,3,2,1,3,Executive,269355.0,1,Married,No Car,1_child,30s,1.0986122886681098,0,16,700323.0,1,9,1.3859472074176369,172663.4615384615,266661.45,0,2.09861228866811,5,1.0
434,55,Company Invited,2,6.398594934535208,Small Business,male,2,3,Deluxe,4,6,1,4,AVP,426510.0,0,Married,Has Car,1_child,50s,1.9459101490553132,0,16,1108926.0,1,3,1.8754117306648475,262467.69230769225,537402.6,1,4.41886522358297,10,1.0
435,31,Self Enquiry,2,6.493753839851686,Small Business,female,3,5,Basic,3,1,0,1,Executive,264465.0,0,Married,Has Car,2_child,30s,0.6931471805599453,0,15,528930.0,1,6,0.769970670787576,150692.3076923077,261820.35000000003,0,1.6931471805599454,5,1.0
436,30,Company Invited,1,7.273092595999522,Salaried,male,2,6,Basic,3,3,0,2,Executive,349950.0,1,Single,Has Car,1_child,30s,1.3862943611198906,0,12,1364805.0,1,18,1.64991712144576,202869.5652173913,423439.5000000001,0,2.386294361119891,13,1.0
437,20,Self Enquiry,2,7.186144304522325,Salaried,female,2,3,Deluxe,3,20,1,4,Manager,332220.0,0,Married,Has Car,1_child,20s,3.044522437723423,0,16,664440.0,1,3,1.6698801876895595,204443.07692307688,438530.4000000001,2,4.044522437723423,15,0.8
438,30,Self Enquiry,1,6.493753839851686,Small Business,male,3,5,Basic,3,3,0,2,Executive,315510.0,0,Married,No Car,2_child,30s,1.3862943611198906,0,15,1230489.0,1,6,1.539941341575152,161799.99999999997,312354.9,0,2.386294361119891,11,1.0
439,20,Self Enquiry,1,6.928537818164665,Small Business,male,3,5,Basic,3,3,0,2,Executive,318675.0,0,Married,No Car,2_child,20s,1.3862943611198906,0,15,1242832.5,1,6,1.4433059705300055,163423.0769230769,315488.25,0,2.386294361119891,11,1.0
440,46,Self Enquiry,2,6.928537818164665,Salaried,female,3,5,Deluxe,3,20,0,3,Manager,442125.0,0,Married,Has Car,0_child,40s,3.044522437723423,0,15,884250.0,0,4,2.1649589557950084,295735.7859531772,583605.0,2,4.044522437723423,15,0.8
441,35,Company Invited,1,6.935372585242776,Small Business,male,2,3,Deluxe,3,3,0,4,Manager,291795.0,1,Married,No Car,1_child,30s,1.3862943611198906,0,6,1138000.5,1,3,1.730260321634895,162108.3333333333,315138.6,0,2.386294361119891,37,0.8
442,30,Self Enquiry,1,6.398594934535208,Large Business,female,2,3,Basic,3,3,0,3,Executive,332985.0,0,Married,No Car,1_child,30s,1.3862943611198906,0,6,998955.0,1,9,1.4065587979986356,184991.66666666663,439540.2,0,2.386294361119891,2,1.0
443,22,Self Enquiry,1,6.734591659972948,Large Business,male,2,3,Basic,4,2,0,4,Executive,263940.0,0,Married,No Car,1_child,20s,1.0986122886681098,0,6,1029366.0,1,9,1.7818452262402205,146633.3333333333,348400.80000000005,0,3.147918433002165,2,0.8
444,26,Company Invited,1,6.8679744089702925,Small Business,male,2,3,Basic,3,2,0,3,Executive,251370.0,0,Married,No Car,1_child,20s,1.0986122886681098,0,6,980343.0,1,9,1.310430042989831,139649.99999999997,248856.30000000002,0,2.09861228866811,11,1.0
445,37,Company Invited,1,6.946557250830687,Small Business,female,2,3,Deluxe,3,3,0,4,Manager,295905.0,0,Married,No Car,1_child,30s,1.3862943611198906,0,6,887715.0,1,3,1.727474426064078,164391.66666666663,319577.39999999997,0,2.386294361119891,37,0.8
446,41,Company Invited,2,6.767880801304386,Salaried,female,2,4,Deluxe,3,1,0,3,Manager,302775.0,0,Divorced,No Car,1_child,40s,0.6931471805599453,0,8,605550.0,1,3,1.7730808730684526,211730.76923076922,399663.0,0,1.6931471805599454,15,0.8
447,47,Company Invited,1,6.887478656321325,Salaried,male,2,3,Deluxe,3,3,0,4,Manager,297540.0,0,Single,No Car,1_child,40s,1.3862943611198906,0,6,1160406.0,1,6,1.7422921505515527,180327.2727272727,392752.8,0,2.386294361119891,16,0.8
448,49,Self Enquiry,1,6.293419278846481,Salaried,female,2,3,Standard,3,4,0,4,Senior Manager,364860.0,0,Married,Has Car,1_child,40s,1.6094379124341003,0,6,1094580.0,1,3,1.906753621252369,194591.99999999994,521749.8000000001,0,2.6094379124341005,1,1.0
449,40,Company Invited,1,6.82855633004546,Salaried,male,2,3,Deluxe,3,1,0,4,Manager,311955.0,0,Single,Has Car,1_child,40s,0.6931471805599453,0,6,1216624.5,1,6,1.7573260613228494,180843.47826086957,411780.6,0,1.6931471805599454,16,0.8
450,39,Company Invited,1,6.734591659972948,Salaried,female,2,3,Deluxe,3,4,0,4,Manager,309885.0,0,Divorced,No Car,1_child,30s,1.6094379124341003,0,6,929655.0,1,3,1.7818452262402205,187809.09090909088,409048.2,0,2.6094379124341005,16,0.8
451,30,Self Enquiry,1,6.8679744089702925,Salaried,male,2,3,Deluxe,3,2,0,4,Manager,261030.0,0,Married,Has Car,1_child,30s,1.0986122886681098,0,6,1018017.0,1,3,1.7472400573197748,139215.99999999997,344559.6,0,2.09861228866811,16,0.8
452,42,Self Enquiry,1,7.462214939768189,Salaried,male,2,3,Deluxe,3,3,0,4,Manager,317820.0,0,Married,No Car,1_child,40s,1.3862943611198906,0,6,1239498.0,1,3,1.6081016289210206,176566.66666666663,419522.39999999997,0,2.386294361119891,16,0.8
453,40,Company Invited,2,6.293419278846481,Salaried,male,2,4,Basic,3,4,0,3,Executive,508050.0,1,Single,No Car,0_child,40s,1.6094379124341003,0,8,1320930.0,0,36,1.906753621252369,390807.6923076923,614740.5,0,2.6094379124341005,12,1.0
454,50,Self Enquiry,2,6.803505257608338,Salaried,male,2,3,King,3,16,0,3,VP,500505.0,0,Single,Has Car,0_child,50s,2.833213344056216,0,6,1301313.0,0,12,1.3228475115728513,366670.32967032964,825833.25,2,3.833213344056216,30,0.6
455,56,Self Enquiry,1,6.042632833682381,Salaried,male,2,3,King,3,6,0,4,VP,509760.0,0,Single,Has Car,0_child,50s,1.9459101490553132,0,6,1988064.0,0,12,1.985889318495494,323657.14285714284,841104.0,1,2.9459101490553135,29,0.6
456,36,Self Enquiry,1,6.660575149839686,Small Business,female,3,6,Basic,3,3,0,2,Executive,319785.0,0,Married,No Car,2_child,30s,1.3862943611198906,0,18,959355.0,1,6,1.801646213734084,163992.3076923077,316587.15,0,2.386294361119891,11,1.0
457,40,Company Invited,1,6.803505257608338,Small Business,male,2,3,King,3,5,0,2,Senior Manager,503670.0,0,Divorced,Has Car,0_child,40s,1.791759469228055,0,6,1964313.0,0,6,0.8818983410485676,319790.47619047615,589293.9,1,2.791759469228055,8,0.6
458,41,Self Enquiry,1,7.186144304522325,Salaried,female,1,0,Deluxe,3,3,0,1,Manager,317055.0,0,Divorced,No Car,0_child,40s,1.3862943611198906,0,0,951165.0,0,8,0.0,211370.0,418512.6,0,2.386294361119891,16,0.8
459,52,Self Enquiry,1,6.8679744089702925,Salaried,male,2,3,King,3,6,1,5,VP,503745.0,0,Married,No Car,0_child,50s,1.9459101490553132,0,16,1964605.5,0,6,2.1840500716497186,305300.0,831179.25,1,2.9459101490553135,29,0.6
460,54,Self Enquiry,2,6.293419278846481,Large Business,female,3,4,Standard,3,5,0,1,AVP,440685.0,0,Divorced,Has Car,2_child,50s,1.791759469228055,0,12,881370.0,1,2,0.6355845404174563,271190.76923076925,740350.7999999999,1,2.791759469228055,28,1.0
461,34,Self Enquiry,2,6.734591659972948,Salaried,female,3,4,Basic,3,3,0,1,Executive,316215.0,0,Divorced,No Car,1_child,30s,1.3862943611198906,0,12,632430.0,1,6,0.5939484087467402,221129.3706293706,382620.15,0,2.386294361119891,12,1.0
462,38,Company Invited,2,6.8679744089702925,Small Business,female,2,4,Deluxe,3,3,0,1,Manager,300000.0,0,Divorced,Has Car,1_child,30s,1.3862943611198906,0,8,600000.0,1,3,0.5824133524399249,200668.89632107018,324000.0,0,2.386294361119891,21,0.8
463,34,Company Invited,2,6.175867270105761,Small Business,female,2,4,Basic,3,3,0,2,Executive,319125.0,0,Married,No Car,1_child,30s,1.3862943611198906,0,8,638250.0,1,9,1.2953646265560044,204567.30769230766,315933.75,0,2.386294361119891,5,1.0
464,41,Self Enquiry,2,6.398594934535208,Small Business,male,3,4,Basic,3,8,0,2,Executive,325980.0,0,Single,Has Car,2_child,40s,2.1972245773362196,0,12,847548.0,1,12,1.2502744871098983,200603.07692307694,322720.2,1,3.1972245773362196,5,1.0
465,24,Company Invited,2,6.803505257608338,Small Business,male,2,4,Basic,3,2,0,2,Executive,312570.0,0,Single,No Car,1_child,20s,1.0986122886681098,0,8,812682.0,1,18,1.1758644547314234,218580.41958041955,309444.30000000005,0,2.09861228866811,5,1.0
466,32,Self Enquiry,2,6.293419278846481,Small Business,female,2,4,Deluxe,3,3,0,1,Manager,320000.0,0,Single,No Car,1_child,30s,1.3862943611198906,0,8,640000.0,1,6,0.6355845404174563,223776.22377622375,345600.0,0,2.386294361119891,21,0.8
467,47,Self Enquiry,2,6.175867270105761,Salaried,male,3,4,Standard,3,5,0,1,Senior Manager,417495.0,1,Divorced,No Car,2_child,40s,1.791759469228055,0,12,1085487.0,1,2,0.6476823132780022,267625.0,597017.8500000001,1,2.791759469228055,20,1.0
468,32,Company Invited,3,6.175867270105761,Salaried,male,2,4,Deluxe,3,3,0,2,Manager,341280.0,0,Single,No Car,1_child,30s,1.3862943611198906,0,8,443664.0,1,6,1.2953646265560044,310254.5454545454,450489.60000000003,0,2.386294361119891,26,0.8
469,33,Self Enquiry,2,6.660575149839686,Small Business,male,3,4,Standard,3,2,0,2,Senior Manager,354930.0,1,Single,Has Car,2_child,30s,1.0986122886681098,0,12,922818.0,1,4,1.2010974758227226,218418.46153846153,415268.10000000003,0,2.09861228866811,3,1.0
470,32,Company Invited,3,6.803505257608338,Small Business,male,3,5,Basic,3,1,0,1,Executive,260805.0,1,Single,No Car,2_child,30s,0.6931471805599453,0,15,339046.5,1,12,0.7349152842071396,217337.5,258196.95,0,1.6931471805599454,4,1.0
471,32,Company Invited,3,7.353081920515432,Small Business,male,2,4,Deluxe,3,3,0,2,Manager,321270.0,0,Single,No Car,1_child,30s,1.3862943611198906,0,8,417651.0,1,6,1.087979174783792,292063.63636363635,346971.6,0,2.386294361119891,35,0.8
472,37,Company Invited,2,6.928537818164665,Small Business,female,2,4,Standard,3,2,0,1,Senior Manager,395160.0,0,Divorced,Has Car,1_child,30s,1.0986122886681098,0,8,790320.0,1,3,0.5773223882120022,264321.07023411366,462337.2,0,2.09861228866811,3,1.0
473,30,Self Enquiry,3,6.985641817639208,Small Business,female,3,4,Deluxe,3,28,0,2,Manager,309990.0,0,Single,Has Car,2_child,30s,3.367295829986474,0,12,309990.0,1,4,1.1452061541144967,247992.0,334789.2,2,4.367295829986475,35,0.8
474,45,Self Enquiry,2,6.398594934535208,Small Business,male,2,4,Deluxe,3,3,0,2,Manager,325785.0,0,Single,No Car,1_child,40s,1.3862943611198906,0,8,847041.0,1,6,1.2502744871098983,227821.6783216783,351847.8,0,2.386294361119891,21,0.8
475,44,Self Enquiry,1,6.398594934535208,Large Business,male,4,5,King,3,3,0,1,VP,464160.0,0,Single,Has Car,0_child,40s,1.3862943611198906,0,20,1810224.0,0,4,0.7814215544436864,294704.7619047619,835488.0,0,2.386294361119891,34,0.6
476,42,Self Enquiry,2,6.398594934535208,Small Business,male,2,4,Deluxe,3,3,0,1,Manager,300000.0,0,Divorced,No Car,1_child,40s,1.3862943611198906,0,8,780000.0,1,3,0.6251372435549492,209790.20979020977,324000.0,0,2.386294361119891,21,0.8
477,28,Company Invited,2,7.560601162768557,Large Business,male,2,4,Basic,3,3,1,2,Executive,320000.0,0,Single,No Car,1_child,20s,1.3862943611198906,0,18,832000.0,1,18,1.0581169179238312,223776.22377622375,422400.00000000006,0,2.386294361119891,0,1.0
478,25,Self Enquiry,2,6.734591659972948,Salaried,male,2,4,Basic,3,5,1,2,Executive,273030.0,1,Divorced,Has Car,1_child,20s,1.791759469228055,0,18,709878.0,1,9,1.1878968174934803,182628.76254180598,330366.30000000005,1,2.791759469228055,12,1.0
479,55,Company Invited,2,6.042632833682381,Small Business,male,3,4,Standard,3,2,1,2,Senior Manager,402840.0,1,Married,No Car,2_child,50s,1.0986122886681098,0,22,1047384.0,1,2,1.3239262123303295,238366.86390532542,471322.8,0,2.09861228866811,3,1.0
480,48,Company Invited,2,6.8679744089702925,Small Business,female,2,4,Basic,3,2,1,1,Executive,300000.0,0,Single,Has Car,1_child,40s,1.0986122886681098,0,18,600000.0,1,18,0.5824133524399249,200668.89632107018,297000.0,0,2.09861228866811,5,1.0
481,54,Self Enquiry,1,6.660575149839686,Small Business,female,3,4,Deluxe,3,2,0,1,AVP,449175.0,0,Single,Has Car,2_child,50s,1.0986122886681098,0,12,1347525.0,1,4,0.6005487379113613,239560.0,565960.5,0,2.09861228866811,9,0.8
482,34,Self Enquiry,1,6.8679744089702925,Small Business,male,2,4,Basic,3,2,0,2,Executive,272550.0,0,Divorced,Has Car,1_child,30s,1.0986122886681098,0,8,1062945.0,1,9,1.1648267048798497,158000.0,269824.5,0,2.09861228866811,11,1.0
483,28,Company Invited,1,6.175867270105761,Salaried,male,3,4,Deluxe,3,12,0,1,Manager,332310.0,0,Divorced,No Car,2_child,20s,2.5649493574615367,0,12,1296009.0,1,2,0.6476823132780022,184616.6666666667,438649.20000000007,2,3.5649493574615367,16,0.8
484,44,Company Invited,1,7.560601162768557,Salaried,male,2,5,Deluxe,3,3,0,1,Manager,357195.0,0,Single,No Car,1_child,40s,1.3862943611198906,0,10,1393060.5,1,6,0.6613230737023945,216481.81818181818,471497.4000000001,0,2.386294361119891,16,0.8
485,37,Self Enquiry,3,6.803505257608338,Small Business,male,2,5,King,3,6,0,4,VP,519240.0,1,Married,Has Car,1_child,30s,1.9459101490553132,0,10,675012.0,1,3,2.9396611368285583,415391.99999999994,700974.0,1,2.9459101490553135,24,0.6
486,28,Self Enquiry,2,6.175867270105761,Large Business,male,3,4,Deluxe,3,2,0,3,AVP,337065.0,0,Single,Has Car,2_child,20s,1.0986122886681098,0,12,876369.0,1,4,1.9430469398340067,207424.61538461538,566269.2,0,2.09861228866811,28,0.8
487,26,Self Enquiry,3,6.293419278846481,Large Business,male,3,4,Basic,3,2,0,3,Executive,297315.0,0,Divorced,Has Car,2_child,20s,1.0986122886681098,0,12,386509.5,1,6,1.906753621252369,237852.0,392455.80000000005,0,2.09861228866811,25,1.0
488,33,Self Enquiry,2,7.560601162768557,Small Business,male,3,4,Standard,3,5,0,4,Senior Manager,357720.0,0,Married,Has Car,2_child,30s,1.791759469228055,0,12,930072.0,1,2,2.1162338358476624,203829.0598290598,418532.4,1,2.791759469228055,3,1.0
489,29,Self Enquiry,2,6.042632833682381,Small Business,male,3,4,Standard,3,5,0,3,Senior Manager,429165.0,0,Married,Has Car,2_child,20s,1.791759469228055,0,12,1115829.0,1,2,1.985889318495494,244538.46153846153,502123.05,1,2.791759469228055,3,1.0
