,id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,AgeInt
606,4095,46歳,Self Enquiry,1,6分,Salaried,Male,3.0,4.0,Standard,3.0,2,1,2,Senior Manager,454770.0,独身、車所持、こども2人,46.0
607,4096,27際,Company Invited,1,7分,Small Business,Male,2.0,4.0,Basic,3.0,3,1,2,Executive,350265.0,離婚済み/自動車所有/こども1人,27.0
608,4097,53歳,Self Enquiry,2,8分,Salaried,male,2.0,4.0,King,3.0,2,0,1,VP,554610.0,結婚済み	車所持	1児,53.0
609,4098,56歳,Company Invited,2,1560秒,Large Business,Female,2.0,4.0,Super Deluxe,3.0,1,0,1,AVP,541125.0,離婚済み、自動車所有、こども1人,56.0
610,4099,41歳,Self Enquiry,2,11分,Small Business,male,2.0,4.0,King,3.0,7,0,2,VP,518055.0,離婚済み／車未所持／子供1人,41.0
611,4100,54歳,Self Enquiry,2,13分,Small Business,Male,2.0,400.0,King,3.0,2,0,1,VP,578460.0,"離婚済み,自動車未所有,こども1人",54.0
612,4101,５１歳,Self Enquiry,2,8分,Salaried,female,3.0,5.0,Deluxe,3.0,3,0,3,Manager,500370.0,"離婚済み,車未所持,子供2人",51.0
613,4102,二十八歳,Self Enquiry,2,7分,Small Business,Female,3.0,4.0,BASIC,3.0,7,0,3,Executive,312270.0,離婚済み　車未所持　こども2人,28.0
614,4103,二十七歳,Self Enquiry,2,1020秒,Small Business,Male,3.0,4.0,Basic,4.0,7,0,3,Executive,369900.0,結婚済み　乗用車所持　こども2人,27.0
615,4104,20代,Self Enquiry,2,540秒,Small Business,male,3.0,4.0,Basic,4.0,3,0,3,Executive,312285.0,未婚／車未所持／子供2人,25.0
616,4105,30代,Self Enquiry,2,16分,Small Business,Male,3.0,4.0,Deluxe,4.0,3,0,3,Manager,360645.0,未婚、自家用車あり、2児,35.0
617,4106,57際,Self Enquiry,2,34分,Small Business,Male,3.0,4.0,Super Deluxe,4.0,5,0,5,VP,月収50.0万円,離婚済み、自家用車なし、子供2人,57.0
618,4107,39才,Self Enquiry,2,16分,Small Business,Male,3.0,4.0,Deluxe,3.0,3,0,4,Manager,327630.0,結婚済み 自動車所有 子供有り(2人),39.0
619,4108,41才,Self Enquiry,2,9分,Small Business,Female,3.0,4.0,Basic,4.0,2,0,3,Executive,335610.0,結婚済み 乗用車なし　子供2人,41.0
620,4109,56歳,Self Enquiry,2,480秒,Small Business,FEMALE,3.0,4.0,Delu×e,3.0,1,0,3,Manager,月収30.0万円,離婚済み、車所持、2児,56.0
621,4110,４２才,Self Enquiry,2,900秒,Small Business,Male,3.0,5.0,Deluxe,3.0,7,0,4,Manager,362535.0,"結婚済み,乗用車所持,子供2人",42.0
622,4111,22歳,Self Enquiry,2,15分,Small Business,Fe Male,3.0,4.0,Standard,4.0,年に2回,0,4,Senior Manager,367695.0,"未婚
自動車所有
子供2人",22.0
623,4112,24歳,Self Enquiry,3,34分,Small Business,Fe Male,3.0,4.0,DELUXE,4.0,3,0,3,Manager,375615.0,未婚、乗用車なし、子供2人,24.0
624,4113,42歳,Company Invited,2,9分,Small Business,Male,3.0,4.0,BASIC,3.0,7,0,3,Executive,313335.0,"離婚済み,自家用車あり,子供2人",42.0
625,4114,50歳,Self Enquiry,2,9分,Small Business,Male,3.0,4.0,Standard,3.0,2,0,4,Senior Manager,月収47.0万円,離婚済み 車保有 子供2人,50.0
626,4115,四十一歳,Company Invited,2,8分,Large Business,male,3.0,4.0,Standard,3.0,,0,3,Senior Manager,405195.0,結婚済み 車所持 2児,41.0
627,4116,42歳,Self Enquiry,2,27分,Small Business,Male,3.0,4.0,Deluxe,3.0,5,0,3,Manager,340080.0,未婚 自動車所有 子供2人,42.0
628,4117,42歳,Self Enquiry,2,1860秒,Salaried,Ｆｅｍａｌｅ,2.0,5.0,Deluxe,3.0,3,0,2,Manager,343920.0,未婚 自動車所有 子供1人,42.0
629,4118,39歳,Self Enquiry,2,1020秒,Small Business,Female,2.0,5.0,Basic,3.0,3,0,1,Executive,316365.0,離婚済み 乗用車所持 こども1人,39.0
630,4119,44歳,Self Enquiry,2,480秒,Small Business,Female,2.0,5.0,DELUXE,3.0,2,0,1,Manager,,"離婚済み,自家用車なし,こども1人",44.0
631,4120,46歳,Self Enquiry,2,10分,Small Business,male,3.0,5.0,Basic,3.0,2,0,2,Еxecutive,307320.0,結婚済み、車未所持、子供2人,46.0
632,4121,３１才,Self Enquiry,2,1980秒,Small Business,Male,2.0,5.0,Deluxe,3.0,3,0,2,Manager,353235.0,未婚、自家用車なし、子供1人,31.0
633,4122,33歳,Self Enquiry,2,14分,Salaried,Male,3.0,4.0,Deluxe,3.0,4,0,3,Manager,320130.0,結婚済み	車未所持	子供2人,33.0
634,4123,３０代,Company Invited,2,19分,Salaried,FE MALE,3.0,4.0,Standard,3.0,2,0,3,Senior Manager,425115.0,未婚、車未所持、こども2人,35.0
635,4124,28歳,Self Enquiry,2,10分,Salaried,Male,3.0,4.0,Basic,4.0,,0,3,Executive,437430.0,離婚済み 自家用車なし 子供2人,28.0
636,4125,二十歳,Self Enquiry,2,31分,Salaried,Male,3.0,5.0,Basic,4.0,3,0,4,Executive,307920.0,独身 車所持 こども2人,20.0
637,4126,28歳,Self Enquiry,2,9分,Salaried,Male,3.0,4.0,Stand𝖺rd,3.0,2,1,4,Senior Manager,月収34.0万円,独身 自動車未所有 子供2人,28.0
638,4127,56歳,Self Enquiry,1,8分,Small Business,FEMALE,3.0,4.0,Standard,3.0,6,0,1,VP,501090.0,"離婚済み、車未所持,子供2人",56.0
639,4128,49才,Company Invited,2,18分,Small Business,FEMALE,2.0,3.0,deluxe,3.0,年に1回,0,1,Manager,326175.0,結婚済み	車所持	こども1人,49.0
640,4129,52歳,Self Enquiry,3,12分,Small Business,Male,2.0,3.0,Standard,3.0,2,0,1,Senior Manager,393345.0,独身、車未所持、こども1人,52.0
641,4130,54歳,Self Enquiry,2,14分,Small Business,Female,2.0,3.0,Standard,3.0,3,0,2,Manager,403725.0,離婚済み 自家用車あり こども1人,54.0
642,4131,40代,Self Enquiry,1,540秒,Large Business,Female,2.0,5.0,KING,4.0,4,0,5,VP,573795.0,結婚済み/乗用車なし/子供の数不明,45.0
643,4132,35歳,Company Invited,2,15分,Small Business,ｍａｌｅ,3.0,5.0,Deluxe,3.0,3,0,3,Manager,342675.0,結婚済み/車所持/子供2人,35.0
644,4133,25歳,Company Invited,2,9分,Large Business,ｍａｌｅ,3.0,5.0,BASIC,3.0,3,0,3,Executive,314115.0,独身／車所持／子供2人,25.0
645,4134,36歳,Self Enquiry,1,14分,Small Business,Male,3.0,4.0,King,3.0,3,0,3,VP,520410.0,結婚済み	自家用車あり	子供2人,36.0
646,4135,29歳,Self Enquiry,1,960秒,Salaried,Ｆｅｍａｌｅ,3.0,4.0,Deluxe,3.0,2,0,4,Manager,520740.0,結婚済み/自家用車あり/子供2人,29.0
647,4136,３９歳,Self Enquiry,1,13分,Small Business,female,3.0,5.0,basic,4.0,7,0,5,Executive,276015.0,結婚済み 車所持　こども2人,39.0
648,4137,３１歳,Company Invited,1,7分,Large Business,Male,3.0,4.0,Standard,3.0,2,0,3,Senior Manager,348900.0,未婚/自動車所有/子供2人,31.0
649,4138,45才,Self Enquiry,1,26分,Small Business,Male,3.0,5.0,Basic,3.0,7,0,5,Executive,402735.0,結婚済み、車所持、こども2人,45.0
650,4139,53歳,Self Enquiry,1,10分,Large Business,Male,3.0,5.0,basic,3.0,6,0,4,Executive,357015.0,結婚済み、車あり、子供有り(2人),53.0
651,4140,43歳,Self Enquiry,1,840秒,Large Business,male,3.0,4.0,Basic,3.0,5,0,3,Executive,299220.0,離婚済み/車所持/こども2人,43.0
652,4141,24歳,Self Enquiry,1,21分,Small Business,ｍａｌｅ,3.0,4.0,BASIC,3.0,3,0,4,Executive,313470.0,結婚済み、車所持、子供2人,24.0
653,4142,三十九歳,Company Invited,1,1080秒,Small Business,Female,3.0,5.0,Basic,3.0,3,0,4,Executive,318570.0,未婚、自動車未所有、子供2人,39.0
654,4143,48歳,Company Invited,1,,Small Business,male,2.0,5.0,DELUXE,3.0,3,0,2,Manager,320865.0,"結婚済み、車未所持,子供1人",48.0
655,4144,２８歳,Self Enquiry,1,8分,Salaried,FEMALE,3.0,4.0,Basic,3.0,2,0,4,Executive,407220.0,独身、車所持、子供有り(2人),28.0
656,4145,29歳,Company Invited,1,9分,Salaried,Male,3.0,4.0,Basic,3.0,5,0,4,E×ecutive,273000.0,結婚済み/車未所持／子供2人,29.0
657,4146,26歳,Company Invited,1,2040秒,Small Business,Ｍａｌｅ,3.0,5.0,Deluxe,3.0,3,0,4,Manager,311145.0,未婚 車なし 子供2人,26.0
658,4147,30代,Company Invited,2,16分,Small Business,Male,2.0,6.0,Standard,3.0,1,0,2,Senior Manager,421665.0,独身、自家用車あり、こども1人,35.0
659,4148,46歳,Self Enquiry,1,9分,Salaried,Female,3.0,5.0,Super Deluxe,3.0,6,0,2,AVP,472335.0,結婚済み/乗用車なし/子供2人,46.0
660,4149,33歳,Self Enquiry,2,10分,Salaried,FEMALE,3.0,5.0,Deluxe,3.0,3,0,2,Manager,342900.0,独身 車未所持　こども2人,33.0
661,4150,二十九歳,Self Enquiry,3,420秒,Small Business,ｍａｌｅ,3.0,5.0,King,4.0,2,0,2,Senior Manager,452985.0,独身、車未所持、子供2人,29.0
662,4151,20歳,Self Enquiry,2,24分,Small Business,Ｆｅ　Ｍａｌｅ,2.0,5.0,Deluxe,3.0,年に3回,0,1,Manager,月収40.0万円,未婚、車未所持、子供1人,20.0
663,4152,50代,Self Enquiry,2,720秒,Small Business,Male,3.0,5.0,Deluxe,3.0,7,0,2,Manager,345210.0,未婚　自動車未所有　こども2人,55.0
664,4153,47歳,Self Enquiry,2,16分,Small Business,Male,3.0,5.0,Basic,4.0,3,0,1,Executive,月収40.0万円,離婚済み/車保有／2児,47.0
665,4154,28才,Company Invited,2,31分,Small Business,Ｍａｌｅ,2.0,5.0,Standard,3.0,年に2回,0,2,Senior Manager,365010.0,結婚済み　自家用車あり　子供1人,28.0
666,4155,34歳,,2,,Small Business,MALE,2.0,5.0,Deluxe,4.0,3,0,1,Manager,,離婚済み 車未所持　こども1人,34.0
667,4156,42歳,Company Invited,2,18分,Salaried,Fe Male,3.0,5.0,Standard,3.0,3,0,2,AVP,465240.0,未婚、車所持、子供有り(2人),42.0
668,4157,31歳,Self Enquiry,3,16分,Small Business,male,2.0,5.0,Standard,3.0,1,0,2,Senior Manager,426165.0,"未婚、車所持,子供有り(1人)",31.0
669,4158,４３歳,Self Enquiry,2,,Small Business,Female,2.0,5.0,Deluxe,3.0,7,0,2,Manager,299205.0,独身　車所持　子供1人,43.0
670,4159,32歳,Company Invited,2,10分,Salaried,male,2.0,5.0,Deluxe,3.0,7,0,2,Manager,348720.0,結婚済み、車未所持、子供1人,32.0
671,4160,４３歳,Company Invited,2,600秒,Small Business,Male,3.0,5.0,King,3.0,7,0,1,Senior Manager,460770.0,未婚 車保有 子供2人,43.0
672,4161,18歳,Company Invited,2,13分,Small Business,male,2.0,5.0,Basıc,4.0,2,0,2,Executive,265680.0,独身	車所持	こども1人,18.0
673,4162,36歳,Company Invited,3,420秒,Large Business,Female,3.0,5.0,Basic,3.0,7,0,2,Executive,330705.0,結婚済み、自動車所有、子供2人,36.0
674,4163,49歳,Self Enquiry,1,8分,Salaried,Male,2.0,5.0,King,3.0,4,0,2,VP,498810.0,結婚済み 車あり 子供1人,49.0
675,4164,19歳,Self Enquiry,2,900秒,Small Business,ＭＡＬＥ,2.0,5.0,Basic,3.0,年に3回,1,1,Executive,309465.0,結婚済み 車所持 子供1人,19.0
676,4165,40歳,Self Enquiry,1,9分,Small Business,Female,2.0,5.0,Basıc,3.0,1,0,2,Executive,月収27.0万円,"未婚,乗用車なし,こども1人",40.0
677,4166,５０代,Self Enquiry,2,11分,Salaried,male,3.0,5.0,Deluxe,3.0,5,1,1,Manager,302985.0,結婚済み、車所持、子供2人,55.0
678,4167,35歳,Self Enquiry,1,2040秒,Small Business,Fe Male,3.0,5.0,Deluxe,3.0,3,0,4,Manager,371385.0,未婚／自動車未所有/子供2人,35.0
679,4168,20歳,Self Enquiry,1,9分,Salaried,male,3.0,5.0,Basic,3.0,3,0,3,Executive,318195.0,独身、車所持、子供2人,20.0
680,4169,30歳,Company Invited,1,16分,Large Business,Male,3.0,5.0,Basic,4.0,7,0,2,Executive,331995.0,未婚、車あり、子供2人,30.0
681,4170,30代,Self Enquiry,1,8分,Small Business,male,3.0,5.0,basic,3.0,3,0,2,Executive,314145.0,"独身,自動車所有,子供2人",35.0
682,4171,58歳,Self Enquiry,1,12分,Small Business,male,3.0,5.0,King,4.0,6,0,1,VＰ,570225.0,結婚済み、車所持、こども2人,58.0
683,4172,,Company Invited,1,,Small Business,Female,2.0,5.0,Basic,3.0,5,0,1,Executive,,結婚済み、乗用車所持、子供1人,
684,4173,三十歳,Self Enquiry,1,600秒,Small Business,Male,3.0,5.0,Basic,3.0,3,0,1,Executive,318420.0,離婚済み 自動車未所有 こども2人,30.0
685,4174,五十歳,Company Invited,1,15分,Salaried,male,3.0,5.0,Deluxe,3.0,年に3回,0,1,AVP,379740.0,"独身、車所持,こども2人",50.0
686,4175,35歳,Self Enquiry,1,6分,Salaried,Female,3.0,5.0,Deluxe,4.0,年に3回,0,2,Manager,月収40.0万円,未婚、車未所持、こども2人,35.0
687,4176,51歳,Company Invited,1,15分,Salaried,Female,2.0,5.0,Standard,3.0,2,0,1,Senior Manager,390045.0,未婚	自動車所有	こども1人,51.0
688,4177,33歳,Self Enquiry,2,600秒,Small Business,male,3.0,5.0,Deluxe,3.0,2,0,4,Manager,330630.0,"結婚済み、車所持,子供2人",33.0
689,4178,34歳,Self Enquiry,2,35分,Small Business,female,3.0,5.0,Standard,4.0,3,0,4,Senior Manager,342810.0,結婚済み、車未所持、子供2人,34.0
690,4179,４１歳,Self Enquiry,2,8分,Large Business,Fe Male,3.0,5.0,Deluxe,3.0,2,0,5,Manager,月収37.0万円,"未婚、自家用車あり,子供2人",41.0
691,4180,53歳,Self Enquiry,2,16分,Small Business,Fe Male,3.0,5.0,Standard,3.0,2,0,3,Senior Manager,363135.0,未婚、車未所持、子供有り(2人),53.0
692,4181,41才,Self Enquiry,2,8分,Small Business,male,3.0,5.0,Deluxe,3.0,2,0,4,Manager,371385.0,未婚 車未所持 子供2人,41.0
693,4182,21歳,Self Enquiry,2,900秒,Small Business,female,3.0,5.0,BASIC,3.0,7,0,3,Executive,310905.0,未婚	車未所持	こども2人,21.0
694,4183,54歳,Self Enquiry,1,16分,Salaried,male,3.0,5.0,STANDARD,3.0,年に7回,0,4,AVP,499245.0,結婚済み、車所持、子供有り(2人),54.0
695,4184,28才,Self Enquiry,2,6分,Salaried,Ｍａｌｅ,3.0,5.0,standard,3.0,年に3回,0,4,Senior Manage𝙧,418755.0,結婚済み／乗用車なし／子供2人,28.0
696,4185,二十五歳,Company Invited,2,780秒,Salaried,Male,3.0,5.0,BASIC,3.0,7,0,4,Executive,471285.0,独身、自家用車なし、2児,25.0
697,4186,41歳,Self Enquiry,2,11分,Salaried,Male,3.0,5.0,Deluxe,3.0,3,0,4,Manager,362100.0,結婚済み、車未所持、こども2人,41.0
698,4187,五十五歳,Company Invited,2,7分,Salaried,Male,3.0,5.0,super deluxe,3.0,7,0,3,AVP,月収40.0万円,結婚済み 車所持 子供有り(2人),55.0
699,4188,50歳,Company Invited,2,11分,Salaried,Male,3.0,5.0,Deluxe,3.0,年に5回,0,4,Manager,318525.0,結婚済み、自家用車あり、こども2人,50.0
700,4189,50歳,Self Enquiry,2,7分,Large Business,Male,2.0,6.0,Standard,3.0,5,1,2,Senior Manager,477360.0,結婚済み、乗用車なし、子供有り(1人),50.0
701,4190,22才,Self Enquiry,2,480秒,Salaried,Male,2.0,6.0,Basic,3.0,3,1,2,Executive,311550.0,独身／車保有／子供有り 1人,22.0
702,4191,33歳,Self Enquiry,1,780秒,Small Business,male,2.0,6.0,Basic,4.0,6,0,2,Executive,301695.0,独身 車未所持 子供1人,33.0
703,4192,54歳,Self Enquiry,2,35分,Salaried,female,2.0,3.0,Super Deluxe,3.0,5,0,2,AVＰ,547440.0,離婚済み、車所持、子供なし,54.0
704,4193,61歳,Company Invited,2,9分,Salaried,Male,2.0,3.0,Super Deluxe,3.0,4,0,2,AVP,575535.0,離婚済み 車未所持 子供無し,61.0
705,4194,５０代,Self Enquiry,1,11分,Salaried,male,2.0,3.0,Super Deluxe,3.0,4,0,2,AVP,月収56.0万円,離婚済み／車あり／子供なし,55.0
706,4195,38歳,Company Invited,1,17分,Small Business,Male,2.0,3.0,Basic,3.0,2,0,2,Executive,262935.0,結婚済み 車保有なし　子供無し,38.0
707,4196,,Self Enquiry,3,9分,Small Business,female,2.0,3.0,Basic,3.0,5,0,1,Executive,263580.0,離婚済み、車所持、子供無し,
708,4197,33歳,Company Invited,1,11分,Small Business,Male,3.0,5.0,Basic,3.0,4,0,3,Executive,315675.0,"未婚、自動車未所有,子供2人",33.0
709,4198,45歳,Company Invited,1,780秒,Small Business,Male,3.0,5.0,Standard,3.0,2,0,3,Senior Manager,330045.0,結婚済み、乗用車所持、子供2人,45.0
710,4199,４２歳,Self Enquiry,1,15分,Salaried,Female,3.0,5.0,super deluxe,3.0,2,0,3,AVP,486900.0,結婚済み、自動車所有、子供2人,42.0
711,4200,38歳,Self Enquiry,1,9分,Small Business,Male,3.0,5.0,Basic,3.0,2,1,4,Executive,316710.0,未婚、自家用車なし、子供2人,38.0
712,4201,30歳,Self Enquiry,1,9分,Large Business,Fe Male,3.0,5.0,Basic,3.0,3,0,3,Executive,335415.0,"未婚、自動車所有,子供2人",30.0
713,4202,20歳,Self Enquiry,2,840秒,Small Business,Male,1.0,3.0,Basic,3.0,年に1回,0,2,Executive,253470.0,独身/自動車所有/子供無し,20.0
714,4203,,Company Invited,1,900秒,Salaried,Male,2.0,3.0,Basic,3.0,1,0,1,Executive,282900.0,結婚済み	車未所持	子供無し,
715,4204,24歳,Self Enquiry,2,420秒,Small Business,Male,2.0,4.0,Deluxe,3.0,2,0,3,Manager,352770.0,未婚、乗用車なし、1児,24.0
716,4205,48歳,Self Enquiry,2,10分,Small Business,Male,3.0,4.0,SUPER DELUXE,3.0,5,0,3,AVP,450075.0,独身、乗用車なし、子供有り 2人,48.0
717,4206,25歳,Self Enquiry,2,14分,Small Business,MALE,3.0,4.0,Standard,3.0,3,0,5,Senior Manager,419580.0,離婚済み/車所持/子供有り(2人),25.0
718,4207,50歳,Self Enquiry,2,35分,Small Business,Male,2.0,400.0,Super Deluxe,3.0,5,0,3,AVP,375495.0,結婚済み／自動車所有／子供1人,50.0
719,4208,２５歳,Self Enquiry,2,25分,Salaried,Female,2.0,4.0,Deluxe,3.0,2,0,3,Manager,月収34.0万円,未婚　車未所持 子供1人,25.0
720,4209,,Company Invited,2,14分,Salaried,male,2.0,4.0,Basic,3.0,年に2回,0,3,Executive,262740.0,独身、車所持、子供有り 1人,
721,4210,56歳,Self Enquiry,2,12分,Salaried,Ｍａｌｅ,2.0,4.0,Standard,3.0,5,1,5,Senior Manager,377370.0,"離婚済み,乗用車なし、子供1人",56.0
722,4211,32歳,Self Enquiry,2,12分,Salaried,male,2.0,4.0,BASIC,3.0,5,0,4,Executive,449895.0,結婚済み、車所持、子供1人,32.0
723,4212,41歳,Company Invited,1,,Small Business,FEMALE,2.0,5.0,DELUXE,3.0,7,0,4,Manager,,独身、車所持、子供1人,41.0
724,4213,45歳,Self Enquiry,1,15分,Salaried,Female,3.0,4.0,King,3.0,年に5回,0,4,VP,453345.0,"結婚済み、自動車未所有,子供2人",45.0
725,4214,42歳,Self Enquiry,1,17分,Salaried,Male,2.0,4.0,Super Deluxe,3.0,2,0,4,AVP,425790.0,独身/自動車所有/子供1人,42.0
726,4215,五十二歳,Self Enquiry,1,16分,Salaried,MALE,2.0,5.0,King,3.0,2,0,5,VP,514875.0,離婚済み、車所持、子供なし,52.0
727,4216,39歳,Self Enquiry,2,14分,Small Business,Female,2.0,3.0,Basic,3.0,2,0,3,Executive,月収26.0万円,独身／自動車所有／子供1人,39.0
728,4217,37歳,Company Invited,2,1380秒,Small Business,Female,2.0,3.0,Deluxe,3.0,3,0,4,Manager,309615.0,独身/自動車未所有/1児,37.0
729,4218,28歳,Company Invited,2,960秒,Small Business,female,2.0,3.0,basic,3.0,5,0,4,Executive,255135.0,独身、車未所持、子供1人,28.0
730,4219,32歳,Self Enquiry,3,11分,Small Business,Female,2.0,3.0,standard,3.0,4,0,3,Senior Manager,332040.0,結婚済み 自家用車なし 1児,32.0
731,4220,五十二歳,Self Enquiry,1,10分,Large Business,male,3.0,4.0,king,3.0,6,0,3,VP,429075.0,離婚済み 車あり 子供2人,52.0
732,4221,39歳,Self Enquiry,2,8分,Salaried,Male,2.0,3.0,Deluxe,3.0,1,0,5,Manager,310275.0,結婚済み 自家用車あり 1児,39.0
733,4222,33歳,Self Enquiry,3,1320秒,Salaried,male,2.0,3.0,Deluxe,3.0,年に3回,0,4,Manager,300615.0,結婚済み、車所持、子供有り 1人,33.0
734,4223,41歳,Company Invited,2,16分,Salaried,Male,2.0,3.0,Standard,3.0,年に3回,0,3,Senior Manager,369165.0,離婚済み 自家用車あり 子供1人,41.0
735,4224,29歳,Self Enquiry,1,420秒,Salaried,Male,3.0,4.0,king,3.0,5,0,3,VP,422490.0,結婚済み/乗用車なし/子供2人,29.0
736,4225,57歳,Company Invited,1,7分,Large Business,Ｍａｌｅ,2.0,3.0,Deluxe,3.0,年に1回,0,4,Manager,月収33.0万円,結婚済み 自動車所有 子供1人,57.0
737,4226,２０代,Self Enquiry,1,,Small Business,Male,2.0,3.0,Deluxe,3.0,3,0,3,Manager,302385.0,結婚済み 自動車所有 子供有り 1人,25.0
738,4227,,Company Invited,1,23分,Salaried,Female,2.0,3.0,Basic,3.0,6,0,4,Manager,275490.0,未婚 車所持 子供1人,
739,4228,四十六歳,Self Enquiry,1,9分,Salaried,Female,2.0,3.0,Deluxe,3.0,年に2回,1,4,Manager,342975.0,結婚済み、車保有、こども1人,46.0
740,4229,54歳,Self Enquiry,2,540秒,Small Business,Male,2.0,4.0,King,3.0,,0,3,VP,月収50.0万円,"結婚済み、自動車未所有,子供1人",54.0
741,4230,33歳,Self Enquiry,3,13分,Salaried,Male,3.0,4.0,King,3.0,4,0,3,VP,520620.0,未婚 車未所持 子供2人,33.0
742,4231,40代,Self Enquiry,2,18分,Salaried,MALE,2.0,4.0,King,3.0,2,0,4,VP,月収53.0万円,結婚済み、車所持、1児,45.0
743,4232,38歳,Self Enquiry,3,9分,Salaried,ｍａｌｅ,2.0,3.0,King,3.0,2,0,5,VP,577065.0,結婚済み 車未所持 子供1人,38.0
744,4233,５０才,Self Enquiry,2,540秒,Small Business,Female,2.0,5.0,B𝖺si𝘤,3.0,5,0,4,Executiѵe,323970.0,離婚済み 車未所持 1児,50.0
745,4234,36歳,Self Enquiry,2,13分,Small Business,male,2.0,5.0,Deluxe,3.0,3,0,3,Manager,329415.0,未婚、車未所持、子供1人,36.0
746,4235,三十五歳,Company Invited,2,540秒,Small Business,male,3.0,5.0,Basic,3.0,3,0,5,Execｕtive,月収30.0万円,独身、車所持、子供2人,35.0
747,4236,55歳,Self Enquiry,2,720秒,Small Business,Male,2.0,5.0,Standard,3.0,5,0,4,Senior Manager,376560.0,独身、自動車所有、子供有り 1人,55.0
748,4237,40歳,Self Enquiry,2,18分,Small Business,Female,3.0,5.0,Deluxe,3.0,3,0,3,Manager,353820.0,未婚、自家用車なし、子供2人,40.0
749,4238,35歳,Company Invited,2,14分,Salaried,ｍａｌｅ,1.0,4.0,Basic,3.0,年に2回,0,2,Executive,260385.0,"独身、車所持,子供なし",35.0
750,4239,54歳,Self Enquiry,2,16分,Small Business,Male,1.0,4.0,Super Deluxe,3.0,3,0,1,ΑVP,月収45.0万円,結婚済み 自動車未所有 子供ゼロ,54.0
751,4240,49歳,Self Enquiry,3,1260秒,Small Business,Ｆｅｍａｌｅ,2.0,4.0,Deluxe,3.0,3,0,1,Manager,341595.0,"結婚済み
自動車未所有
子供1人",49.0
752,4241,24歳,Self Enquiry,2,8分,Small Business,female,1.0,5.0,Basic,3.0,3,0,2,Executive,297990.0,独身、車所持、子供なし,24.0
753,4242,32歳,Company Invited,2,15分,Small Business,male,1.0,4.0,basic,3.0,2,0,1,Executive,261285.0,離婚済み/車未所持/子供ゼロ,32.0
754,4243,３４才,Self Enquiry,2,12分,Small Business,male,1.0,4.0,Standard,3.0,1,0,2,Senior Manager,408525.0,離婚済み、車未所持、子供なし,34.0
755,4244,30歳,Company Invited,2,,Salaried,Male,2.0,5.0,Deluxe,3.0,年に3回,0,5,Manager,315510.0,独身　車所持　こども1人,30.0
756,4245,44歳,Self Enquiry,2,6分,Salaried,male,3.0,5.0,Deluxe,3.0,3,0,4,Manager,350610.0,未婚、車未所持、子供2人,44.0
757,4246,52歳,Self Enquiry,1,10分,Small Business,Male,3.0,5.0,Standard,3.0,7,0,5,Senior Manager,417855.0,結婚済み、車未所持、子供2人,52.0
758,4247,35歳,Self Enquiry,1,35分,Small Business,Female,2.0,5.0,Deluxe,3.0,年に3回,0,4,Manager,350670.0,未婚、車保有なし、子供1人,35.0
759,4248,53才,Self Enquiry,1,31分,Small Business,Male,2.0,5.0,Standard,3.0,年に8回,0,3,Senior Manager,460020.0,未婚、車未所持、子供1人,53.0
760,4249,55才,Self Enquiry,2,10分,Large Business,Male,2.0,3.0,Super Deluxe,4.0,1,0,4,AVP,月収50.0万円,離婚済み、自家用車あり、子供なし,55.0
761,4250,23歳,Self Enquiry,1,10分,Salaried,Male,2.0,5.0,Basic,3.0,7,0,4,Executive,264675.0,独身／車保有／子供1人,23.0
762,4251,21歳,Company Invited,2,13分,Small Business,Female,1.0,4.0,Basic,3.0,2,1,2,Executive,263295.0,離婚済み／車あり／子供無し,21.0
763,4252,三十二歳,Self Enquiry,1,540秒,Large Business,Male,2.0,4.0,Basic,3.0,1,0,2,Executive,月収26.0万円,独身、車所持、こども1人,32.0
764,4253,45才,Self Enquiry,1,8分,Small Business,Female,2.0,5.0,DELUXE,3.0,2,0,1,Manager,月収40.0万円,独身、自動車未所有、こども1人,45.0
765,4254,３０歳,Self Enquiry,1,10分,Large Business,Male,1.0,4.0,basiс,3.0,年に3回,0,2,Executive,371115.0,結婚済み 乗用車なし 子供無し,30.0
766,4255,30歳,Company Invited,1,9分,Large Business,Male,2.0,5.0,Deluxe,3.0,年に3回,0,1,Manager,388605.0,独身、車未所持、子供1人,30.0
767,4256,29歳,Company Invited,1,12分,Salaried,male,1.0,4.0,Standard,3.0,2,0,2,Senior Manager,366645.0,結婚済み 車所持 子供無し,29.0
768,4257,40歳,Self Enquiry,1,9分,Salaried,Male,2.0,4.0,De|uxe,3.0,5,0,2,Manager,323085.0,"離婚済み
車保有なし
子供1人",40.0
769,4258,44歳,Company Invited,1,600秒,Small Business,Ｆｅｍａｌｅ,2.0,4.0,Basic,3.0,4,0,1,Executive,272145.0,結婚済み 自動車未所有 子供1人,44.0
770,4259,三十三歳,Company Invited,2,32分,Small Business,Female,3.0,4.0,BASIC,3.0,年に3回,0,3,Executive,261600.0,"結婚済み,車未所持,子供2人",33.0
771,4260,24才,Self Enquiry,2,7分,Large Business,Male,3.0,4.0,Basic,4.0,3,0,4,Executive,309960.0,"離婚済み,自家用車なし,こども2人",24.0
