id,Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,NumberOfTrips,MonthlyIncome,ProdTaken,Motivation,EconomicPower,TripEasier,SalesPerformance,LivingCost,EconomicStability,NumberOfTrips_log,TravelCost,EconomicSegment,PackageMatch,Monetary,ContractRate_FM,ContractRate_G1,ContractRate_G2,ContractRate_G3,ContractRate_G4,ContractRate_G5,ContractRate_G6,TypeofContact_No,TypeofContact_Self Enquiry,CityTier_2,CityTier_3,Occupation_Salaried,Occupation_Small Business,Gender_male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,PreferredPropertyStar_4,PreferredPropertyStar_5,Passport_1,PitchSatisfactionScore_2,PitchSatisfactionScore_3,PitchSatisfactionScore_4,PitchSatisfactionScore_5,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,Marry_Married,Marry_Single,Car_No Car,Child_1_child,Child_2_child,Child_3_child,AgeGroup_20s,AgeGroup_30s,AgeGroup_40s,AgeGroup_50s,AgeGroup_60s,TypeofContactNULL_1,Child01_1,IsFamily_1,FreaqencySeg_1,FreaqencySeg_2,MonetarySeg_2,MonetarySeg_3,MonetarySeg_4,AgeNull,DurationOfPitchNull,NumberOfTripsNull,MonthlyIncomeNull
538,-0.1067735310847933,-0.937235593139386,-0.5464215601964588,0.3709190080682211,0.5318796444096374,0.1470797801260802,0,-0.4044075057166235,-0.1714426855942977,-0.2488547224417886,1.2953646265560044,0.4712179409582358,1.646782638996634,0.9750631830679024,0.0158282782250192,33,1.10623591666638,0.98444315825365,-0.0246523070073936,-0.2612619114326743,-0.3629876120061681,-0.4499883257957962,-0.3633135894519508,-0.4559757400209013,-0.3675156661677065,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
539,-0.1007495074447369,-0.7927458902968187,0.8158255448592353,0.3709190080682211,-0.3432058041469085,1.3556986455513216,0,0.4142625189107622,-0.1190364718392242,-0.6912772073332029,0.6355845404174563,-0.6521111773030096,-0.2046923527802837,-0.2282893632566677,0.4968112026866111,3,-0.6095485302102598,-0.1767830351038719,-0.49053822271756,-0.2612619114326743,-0.3629876120061681,-0.4499883257957962,-0.3633135894519508,-0.4559757400209013,-0.3675156661677065,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
540,-0.107089163902541,-0.5037664846116836,-0.5464215601964588,0.3709190080682211,-0.3432058041469085,0.7087181316141304,0,-0.4044075057166235,-0.8450384423916736,-0.5806715861103493,0.6159765366300608,0.2395460618483344,1.612864862619489,-0.2282893632566677,-0.65095563775104,14,-0.6095485302102598,-0.1980782725463797,-0.49053822271756,-0.8728544940039389,-0.7757279199552959,-0.6836581482478691,-0.7809591229549845,-0.3031927784050599,-0.3788192882832445,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
541,-0.1070883816233205,-0.937235593139386,0.8158255448592353,0.3709190080682211,0.0943369201313644,0.2804269089528253,0,0.4142625189107622,-0.1650516885755649,-0.6912772073332029,0.6476823132780022,-0.7340889592317597,-0.2944434639383236,0.4756267514905234,-0.2609120508210393,3,1.10623591666638,0.4916876493457401,-0.0246523070073936,-0.3937296244974733,-0.5396733278459357,-0.5712530938685978,-0.5038381758265701,-0.5577974631869316,-0.4951801041784924,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
542,-0.1070891250468977,0.0741923267585864,-0.5464215601964588,0.3709190080682211,-0.3432058041469085,0.274500369893861,0,-0.4044075057166235,-0.1653320654279526,-0.5806715861103493,1.1758644547314234,-0.064046692704842,-0.7467590317621974,-0.2282893632566677,-0.65095563775104,21,-0.6095485302102598,-0.2138567565118721,-0.49053822271756,-0.8206271734288395,-0.7792098837803787,-0.8331520720724913,-0.8591069789993786,-0.8813056997321952,-0.8956208914056587,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
543,-0.1067735310847933,0.0741923267585864,-0.5464215601964588,0.3709190080682211,-0.7807485284251816,1.3549084403434533,0,-0.4044075057166235,-0.8246064454133194,-0.5806715861103493,1.1758644547314234,0.2950961545012326,1.7829914907078157,-1.4316419095812374,-1.3177395537270993,33,1.10623591666638,-1.400972224500441,2.8892798373467423,-0.4907203523391719,-0.5530046778339537,-0.4499883257957962,-0.3633135894519508,-0.4559757400209013,-0.3675156661677065,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
544,-0.1067735310847933,-1.0817252959819534,0.8158255448592353,0.3709190080682211,3.375907352218412,-0.0484960088198025,0,0.4142625189107622,-0.1811428725358946,0.4147790048953326,0.6619631061651647,-0.3358626592528442,-1.2246217988187784,2.6505118990607857,0.9442031416671348,5,1.10623591666638,2.6426105313512287,-0.7306238553004928,0.7403158087285345,0.2983674324573652,0.0468052274601154,0.3805891284164808,0.0744438405209716,0.4082697674460842,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
545,-0.1070891639984433,-0.6482561874542506,0.8158255448592353,0.3709190080682211,0.5318796444096374,-0.5672657277813468,0,0.4142625189107622,0.2475197289214194,-0.2488547224417886,1.875411730664848,-1.5172615282794326,0.3618575402247781,0.9750631830679024,0.0158282782250192,2,1.10623591666638,0.9393249307188354,-0.0246523070073936,0.5035501517916185,0.1847584090252447,0.550507363926578,0.9237252360505184,0.5684934614712347,0.934661601542313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
546,-0.1070891496693817,0.2186820296011545,0.8158255448592353,0.3709190080682211,-0.5619771662860451,0.587750884377235,0,0.4142625189107622,0.3145003057351502,-0.4700659648874957,1.7472400573197748,-1.05392949813267,-0.26694562586445,-0.727725794834046,-0.9276959667970982,8,1.10623591666638,-0.7051176830829794,-0.49053822271756,-0.6815043115003139,-0.5581938332710313,-0.5712530938685978,-0.5038381758265701,-0.5577974631869316,-0.4951801041784924,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
547,-0.1070883816233205,-0.7927458902968187,0.8158255448592353,0.3709190080682211,3.375907352218412,2.8971914547885262,0,2.460937580479227,-0.7835480651689487,-0.6912772073332029,0.6355845404174563,0.4067248332431596,1.8180867752327357,2.6505118990607857,0.9442031416671348,14,-0.6095485302102598,2.845654529370357,-0.7306238553004928,-0.810506757398139,0.6904466937757355,0.1651261790904958,-0.8591069789993786,-0.3420012846978538,-0.7111457784800725,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
548,-0.1070891639990819,0.2186820296011545,0.8158255448592353,0.3709190080682211,-0.3432058041469085,0.5338852293746251,0,0.4142625189107622,-0.8509887420366764,-0.6912772073332029,2.912066762199625,-0.7132672110653084,-0.7252116641438354,-0.2282893632566677,-0.65095563775104,21,-0.6095485302102598,-0.204272807587457,-0.49053822271756,-0.6431343532332685,-0.5184643619559065,-0.4011240894263243,-0.4649315548063465,-0.4803536096316635,-0.5434855672096013,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
549,-0.1070891639942868,-0.7927458902968187,0.8158255448592353,0.3709190080682211,-0.5619771662860451,-0.2347868865733267,0,0.4142625189107622,-0.8797634014222392,-0.2488547224417886,2.542338161669825,-0.575331806763031,0.4019779911555888,-0.727725794834046,-0.9276959667970982,0,1.10623591666638,-0.7303868443281882,-0.49053822271756,0.5035501517916185,0.1847584090252447,0.550507363926578,0.9237252360505184,0.5684934614712347,0.934661601542313,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
550,-0.1070891496693817,-0.359276781769115,0.8158255448592353,0.3709190080682211,-0.3432058041469085,-0.5427693663376185,0,0.4142625189107622,1.2767859857833794,0.4147790048953326,2.431374774730666,-1.1484061912505594,-1.268304108266449,-0.2282893632566677,-0.65095563775104,11,1.10623591666638,-0.2477136594493742,-0.49053822271756,1.1506611957511033,0.67565879095333,0.2909595720942334,0.6675148414641134,0.2921437352973458,0.6716681570508483,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
551,-0.1070891639984433,-0.6482561874542506,0.8158255448592353,1.4116398919846047,-0.5619771662860451,-0.3738630031570774,0,1.0282650373813016,1.2908628349580198,0.4147790048953326,3.1256862177747458,-0.925833701836396,-0.1605564111754265,-0.727725794834046,-0.9276959667970982,13,1.10623591666638,-0.7351178841646397,-0.49053822271756,1.1432995177114955,0.7666447239551842,0.550507363926578,0.9237252360505184,0.5684934614712347,0.934661601542313,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
552,-0.1070891639973254,-0.937235593139386,0.8158255448592353,0.3709190080682211,0.5318796444096374,-0.7292577953930968,0,2.460937580479227,0.2366454048309575,-0.2488547224417886,1.943046939834007,-1.166444022790509,-1.2861567085503929,0.9750631830679024,0.0158282782250192,11,1.10623591666638,0.9280042602240371,-0.0246523070073936,0.5035501517916185,2.888466795105994,3.4210652230622136,0.9237252360505184,3.329849367983876,0.934661601542313,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
553,-0.1070891639984433,0.0741923267585864,0.8158255448592353,0.3709190080682211,-0.3432058041469085,-0.3961863002791846,0,0.4142625189107622,-0.1994450854790813,-0.2488547224417886,2.351728909462847,-0.7953620465085319,0.382890932802184,-0.2282893632566677,-0.65095563775104,15,1.10623591666638,-0.2411746177536161,-0.49053822271756,1.1432995177114955,0.7666447239551842,0.550507363926578,0.9237252360505184,-0.7209933231692969,-0.8167806470655373,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
554,-0.060245086070997,0.3631717324437216,-0.5464215601964588,0.3709190080682211,0.0943369201313644,0.2500040084501312,0,-0.4044075057166235,1.3384602113417166,1.078412732232454,1.7319671646360069,-0.6434026744068173,-1.200446251192245,0.4756267514905234,1.0818765830816122,11,-0.6095485302102598,0.4901942774578917,-0.0246523070073936,0.7403158087285345,0.2983674324573652,0.0468052274601154,0.3805891284164808,0.0744438405209716,0.4082697674460842,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
555,-0.1070891620597782,-1.0817252959819534,0.8158255448592353,0.3709190080682211,1.62573645510532,-0.1443083902731107,1,2.460937580479227,-0.1860455047385201,-0.4700659648874957,1.3239262123303297,0.4392898846020007,0.4123770536740935,1.8179391014398487,0.4828702163923035,15,-0.6095485302102598,1.8055710750538776,-0.7306238553004928,-0.6640355605320903,-0.335296020178385,-0.4446818023891566,-0.7809591229549845,-0.4141851064024501,-0.8167806470655373,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
556,-0.1070891639990933,-0.6482561874542506,0.8158255448592353,0.3709190080682211,-0.3432058041469085,-0.3341551914619979,1,2.460937580479227,-0.8838419819575442,-0.2488547224417886,1.2502744871098983,-0.5851410951400497,0.3903104638447157,-0.2282893632566677,-0.65095563775104,0,1.10623591666638,-0.2384745382639347,-0.49053822271756,1.2362984939123352,2.839621903965321,3.2795026559330083,2.128990257045916,3.107599718532011,2.115310521793718,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
557,-0.1070891639988545,0.2186820296011545,0.8158255448592353,-0.6698018758481625,-0.5619771662860451,-1.1998249966750412,0,-0.1997399995597771,-0.9239168389001652,0.4147790048953326,1.7472400573197748,0.0250931016701972,-1.335244123195525,-0.727725794834046,-0.9276959667970982,5,1.10623591666638,-0.7668138433219898,-0.49053822271756,1.2362984939123352,0.9207154662960482,1.641030104773047,2.128990257045916,1.6466155139073937,2.115310521793718,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
558,-0.1070891639860268,-0.6482561874542506,0.8158255448592353,-0.6698018758481625,0.0943369201313644,-1.1642049573615365,0,-0.1997399995597771,0.2050823509202314,0.4147790048953326,1.875411730664848,-0.2812271103826624,0.2809242739336033,0.4756267514905234,-0.2609120508210393,2,1.10623591666638,0.4081292578378151,-0.0246523070073936,0.5035501517916185,0.1847584090252447,0.550507363926578,0.9237252360505184,0.5684934614712347,0.934661601542313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
559,-0.1067735310847933,-1.0817252959819534,0.8158255448592353,-0.6698018758481625,0.0943369201313644,-1.3244798682153016,0,-0.1997399995597771,-0.9304972060283592,0.4147790048953326,1.4894169888716204,0.0072025350237492,-1.3493623830629935,0.4756267514905234,-0.2609120508210393,5,1.10623591666638,0.3968033198235664,-0.0246523070073936,-0.1699048679397085,-0.276682150809578,0.0468052274601154,0.3805891284164808,0.0744438405209716,0.4082697674460842,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
560,-0.1070464477292382,2.9639863836099387,0.8158255448592353,-0.6698018758481625,3.375907352218412,0.895404111971585,0,-0.1997399995597771,1.3817401387870816,-0.4700659648874957,1.1764446448097157,-0.3407502081037832,1.1267896361072829,2.6505118990607857,2.889549371813873,40,1.10623591666638,2.719116584801483,-0.7306238553004928,-0.8206271734288395,-0.7792098837803787,-0.8331520720724913,-0.8591069789993786,-0.8813056997321952,-0.8956208914056587,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
561,-0.1070891639990615,-0.0702973760839799,0.8158255448592353,-0.6698018758481625,-0.5619771662860451,-0.7292577953930968,1,-0.1997399995597771,1.2605602258760071,1.7420464595695753,1.7818452262402205,-0.2269242927560677,-1.2861567085503929,-0.727725794834046,-0.9276959667970982,11,1.10623591666638,-0.747938364157809,-0.49053822271756,2.493609735097692,1.9869599999227128,1.641030104773047,2.128990257045916,1.6466155139073937,2.115310521793718,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
562,-0.1070891639990615,-0.7927458902968187,0.8158255448592353,0.3709190080682211,0.5318796444096374,-0.6377915425830499,0,0.4142625189107622,1.2686119372729308,0.4147790048953326,2.542338161669825,-0.4836618115285325,0.3529308733939437,0.9750631830679024,1.4969870766506992,2,-0.6095485302102598,0.9344521072446188,-0.0246523070073936,2.493609735097692,1.9869599999227128,1.641030104773047,2.128990257045916,1.6466155139073937,2.115310521793718,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
563,-0.1070891632856595,-0.2147870789265477,-0.5464215601964588,0.3709190080682211,-0.5619771662860451,-1.1775016995529348,0,-0.4044075057166235,0.204056977851105,-0.5806715861103493,1.2010974758227226,-0.788724382791589,-0.8932043690869803,-0.727725794834046,-0.9276959667970982,37,-0.6095485302102598,-0.765862202249285,-0.49053822271756,-0.8728544940039389,-0.7757279199552959,-0.6836581482478691,-0.7809591229549845,-0.7209933231692969,-0.8167806470655373,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
564,-0.1070891639990938,0.2186820296011545,0.8158255448592353,0.3709190080682211,-0.3432058041469085,-0.0565956122003901,0,0.4142625189107622,1.3158719303003892,-0.4700659648874957,1.1648267048798495,-0.8968732035218162,-0.775964372996803,-0.2282893632566677,-0.65095563775104,37,-0.6095485302102598,-0.2268468583038904,-0.49053822271756,-0.3617546592749356,-0.3275836689456474,-0.4011240894263243,-0.4649315548063465,-0.4803536096316635,-0.5434855672096013,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
565,-0.1070891639942868,-0.6482561874542506,-0.5464215601964588,0.3709190080682211,-0.3432058041469085,-0.4736264106496773,0,-0.4044075057166235,1.282616690277101,0.0829621412267719,1.2502744871098983,-0.935382726135928,0.3734760853602743,-0.2282893632566677,-0.65095563775104,16,1.10623591666638,-0.2446008230394568,-0.49053822271756,1.1432995177114955,0.7666447239551842,0.550507363926578,0.9237252360505184,-0.7209933231692969,-0.8167806470655373,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
566,-0.1070734495616104,2.530517275082237,-0.5464215601964588,0.3709190080682211,-0.3432058041469085,0.1926482804461239,0,-0.4044075057166235,0.2934017025636217,-0.2488547224417886,1.0581169179238312,-0.4006251287590892,-0.7537932979188693,-0.2282893632566677,-0.65095563775104,37,-0.6095485302102598,-0.2169854935697034,-0.49053822271756,-0.810506757398139,-0.8244794412263221,-0.8331520720724913,-0.8591069789993786,-0.8813056997321952,-0.8956208914056587,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
567,-0.107089163736636,-0.7927458902968187,-0.5464215601964588,1.4116398919846047,-0.5619771662860451,0.7636373935605658,0,0.0049275065970693,1.3733260524597457,0.0829621412267719,0.7944806755218203,-0.3513794813733958,-1.1620846626689938,-0.727725794834046,-0.9276959667970982,11,1.10623591666638,-0.7002292042066883,-0.49053822271756,1.1432995177114955,0.7666447239551842,0.550507363926578,0.9237252360505184,0.5684934614712347,0.934661601542313,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
568,-0.107089058116047,-0.937235593139386,-0.5464215601964588,0.3709190080682211,-0.5619771662860451,-1.2016029583927343,0,-0.4044075057166235,1.2157661946193277,0.0829621412267719,0.6476823132780022,-0.7916595482613271,-1.3354419155112494,-0.727725794834046,-0.9276959667970982,11,1.10623591666638,-0.7668898999805299,-0.49053822271756,1.1506611957511033,0.67565879095333,0.2909595720942334,0.6675148414641134,0.2921437352973458,0.6716681570508483,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
569,-0.1070891496693817,2.2415378693971,-0.5464215601964588,0.3709190080682211,-0.5619771662860451,0.0722078366811411,0,-0.4044075057166235,1.3255385676357507,-0.5806715861103493,0.5336109999390767,-0.6590164961080244,-0.7643616366908592,-0.727725794834046,-0.9276959667970982,37,-0.6095485302102598,-0.720447215515608,-0.49053822271756,-0.8206271734288395,-0.7792098837803787,-0.8331520720724913,-0.8591069789993786,-0.8813056997321952,-0.8956208914056587,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
570,-0.1070464477292382,-0.7927458902968187,-0.5464215601964588,0.3709190080682211,-0.124434442007772,2.9408502925228994,0,-0.4044075057166235,1.491686305295674,-0.5806715861103493,1.2711690808349123,-0.2018583779867622,0.3689044084377609,0.1591036294594577,-0.4362991619793322,9,-0.6095485302102598,0.2681619695076754,0.3019731032193649,-0.8206271734288395,-0.7792098837803787,-0.8331520720724913,-0.8591069789993786,-0.6461466008689062,-0.7111457784800725,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
571,-0.1070891250468977,0.3631717324437216,-0.5464215601964588,0.3709190080682211,0.5318796444096374,-1.125348155834028,1,-0.4044075057166235,1.223394914451142,0.0829621412267719,1.1546447764240044,-1.2077599075588377,-1.327048318748258,0.9750631830679024,1.4969870766506992,11,-0.6095485302102598,0.8982421102007035,-0.0246523070073936,1.1506611957511033,0.67565879095333,0.2909595720942334,0.6675148414641134,0.2921437352973458,0.6716681570508483,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
572,-0.1070891587274873,0.2186820296011545,-0.5464215601964588,1.4116398919846047,-0.3432058041469085,-0.7292577953930968,0,0.0049275065970693,1.2605602258760071,-0.5806715861103493,0.7280166905499061,-0.4938333069703977,-0.8423542766213813,-0.2282893632566677,-0.65095563775104,37,-0.6095485302102598,-0.2563761008872197,-0.49053822271756,-0.6640355605320903,-0.5798439519820165,-0.6836581482478691,-0.7809591229549845,-0.7209933231692969,-0.8167806470655373,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
573,-0.1070891639990615,-0.359276781769115,-0.5464215601964588,0.3709190080682211,-0.3432058041469085,-1.169599647474317,1,-0.4044075057166235,0.2046668097472713,0.0829621412267719,1.215687387365333,-0.546350238281653,-0.2572111510266343,-0.2282893632566677,-0.65095563775104,13,1.10623591666638,-0.2785702243911984,-0.49053822271756,1.2362984939123352,0.9207154662960482,1.641030104773047,2.128990257045916,1.6466155139073937,2.115310521793718,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
574,-0.1070891639984433,-0.6482561874542506,-0.5464215601964588,0.3709190080682211,-0.5619771662860451,0.0168934721307854,0,-0.4044075057166235,1.3214197473270075,1.078412732232454,1.2502744871098983,-0.4169512238309656,0.9802661908478244,-0.727725794834046,-0.9276959667970982,1,1.10623591666638,-0.7221898130992285,-0.49053822271756,1.1432995177114955,0.7666447239551842,0.550507363926578,0.9237252360505184,-0.5759303365183056,-0.5919379446659863,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
575,-0.1070891639984433,-0.0702973760839799,-0.5464215601964588,0.3709190080682211,0.7506510065487739,-1.133645310516581,1,-0.4044075057166235,1.2225728215316918,0.0829621412267719,1.1878968174934803,-0.5418217023672013,-0.2523904764073442,1.179542866237716,0.1291315361089621,13,1.10623591666638,1.097116542001638,-0.0246523070073936,1.1432995177114955,0.7666447239551842,0.550507363926578,0.9237252360505184,0.5684934614712347,0.934661601542313,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
576,-0.1070891587274873,0.0741923267585864,-0.5464215601964588,0.3709190080682211,-0.5619771662860451,-0.4491300492059514,0,-0.4044075057166235,1.2846594599669097,-0.2488547224417886,1.1758644547314234,-0.463389437633287,-0.8134282862659677,-0.727725794834046,-0.9276959667970982,37,-0.6095485302102598,-0.7377424187302417,-0.49053822271756,-0.6640355605320903,-0.5798439519820165,-0.6836581482478691,-0.7809591229549845,-0.7209933231692969,-0.8167806470655373,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
577,-0.107089163736636,0.0741923267585864,0.8158255448592353,0.3709190080682211,-0.7807485284251816,-0.2024543234849665,1,0.4142625189107622,1.3045947053822349,-0.2488547224417886,1.1758644547314234,-1.3090853215939418,-0.1420902633300453,-1.4316419095812374,-1.3177395537270993,13,1.10623591666638,-1.4290021250014329,2.8892798373467423,1.1432995177114955,0.7666447239551842,0.550507363926578,0.9237252360505184,0.5684934614712347,0.934661601542313,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
578,-0.1070891620597782,-0.7927458902968187,-0.5464215601964588,1.4116398919846047,-0.3432058041469085,0.0609474124691032,0,0.0049275065970693,0.2859867644819308,-0.2488547224417886,1.588961351043641,-0.6600249508574505,-0.7653633650262446,-0.2282893632566677,-0.65095563775104,37,-0.6095485302102598,-0.2221316874887524,-0.49053822271756,-0.8728544940039389,-0.7757279199552959,-0.6836581482478691,-0.7809591229549845,-0.7209933231692969,-0.8167806470655373,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
579,-0.1070891639942868,0.9411305438139932,-0.5464215601964588,0.3709190080682211,0.5318796444096374,-0.5921571918290085,0,-0.4044075057166235,1.2725612287325965,0.0829621412267719,1.1205014837612448,-1.1531027636400366,0.3587245514496364,0.9750631830679024,1.4969870766506992,2,-0.6095485302102598,0.937614717765078,-0.0246523070073936,1.1432995177114955,0.7666447239551842,0.550507363926578,0.9237252360505184,0.5684934614712347,0.934661601542313,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
